2026-02-24 16:50:08 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-24 16:50:08 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-24 16:50:09 [INFO] 🔍 Уникальных конфигов собрано: 220
2026-02-24 16:50:09 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-24 16:50:14 [INFO]    [PING OK] FI | VLESS | 4302ms
2026-02-24 16:50:31 [INFO]    [PING OK] CA | VLESS | 2704ms
2026-02-24 16:50:33 [INFO]    [PING OK] JP | VLESS | 4960ms
2026-02-24 16:50:35 [INFO] 🏎️ ЭТАП 2: Глубокий замер скорости для 40 иностранных кандидатов...
2026-02-24 16:50:39 [INFO]    🏆 ES | VLESS | Пинг: 2083ms | Скорость: 6.91 Mbps ⚡⚡
2026-02-24 16:50:39 [INFO]    🏆 TR | VLESS | Пинг: 2199ms | Скорость: 6.35 Mbps ⚡⚡
2026-02-24 16:50:39 [INFO]    🏆 ES | VLESS | Пинг: 2406ms | Скорость: 6.38 Mbps ⚡⚡
2026-02-24 16:50:39 [INFO]    🏆 TR | VLESS | Пинг: 2293ms | Скорость: 6.22 Mbps ⚡⚡
2026-02-24 16:50:39 [INFO]    🏆 NL | VLESS | Пинг: 1906ms | Скорость: 6.03 Mbps ⚡⚡
2026-02-24 16:50:40 [INFO]    🏆 HU | VLESS | Пинг: 2376ms | Скорость: 5.91 Mbps ⚡⚡
2026-02-24 16:50:40 [INFO]    🏆 US | VLESS | Пинг: 3443ms | Скорость: 5.98 Mbps ⚡⚡
2026-02-24 16:50:40 [INFO]    🏆 PL | VLESS | Пинг: 3117ms | Скорость: 5.3 Mbps ⚡⚡
2026-02-24 16:50:41 [INFO]    🏆 PL | VLESS | Пинг: 2293ms | Скорость: 4.34 Mbps ⚡⚡
2026-02-24 16:50:41 [INFO]    🏆 HU | VLESS | Пинг: 2144ms | Скорость: 3.93 Mbps ⚡⚡
2026-02-24 16:50:41 [INFO]    🏆 TR | VLESS | Пинг: 3804ms | Скорость: 13.72 Mbps ⚡⚡
2026-02-24 16:50:42 [INFO]    🏆 IT | VLESS | Пинг: 2184ms | Скорость: 1.17 Mbps 
2026-02-24 16:50:42 [INFO]    🏆 IT | VLESS | Пинг: 2434ms | Скорость: 1.01 Mbps 
2026-02-24 16:50:42 [INFO]    🏆 HU | VLESS | Пинг: 3722ms | Скорость: 2.3 Mbps ⚡
2026-02-24 16:50:43 [INFO]    🏆 DE | VLESS | Пинг: 4001ms | Скорость: 8.15 Mbps ⚡⚡
2026-02-24 16:50:43 [INFO]    🏆 ES | VLESS | Пинг: 4165ms | Скорость: 7.85 Mbps ⚡⚡
2026-02-24 16:50:43 [INFO]    🏆 HU | VLESS | Пинг: 4219ms | Скорость: 8.64 Mbps ⚡⚡
2026-02-24 16:50:43 [INFO]    🏆 FI | VLESS | Пинг: 4302ms | Скорость: 8.49 Mbps ⚡⚡
2026-02-24 16:50:45 [INFO]    🏆 ES | VLESS | Пинг: 4506ms | Скорость: 11.3 Mbps ⚡⚡
2026-02-24 16:50:45 [INFO]    🏆 DE | VLESS | Пинг: 4829ms | Скорость: 13.42 Mbps ⚡⚡
2026-02-24 16:50:45 [INFO]    🏆 FI | VLESS | Пинг: 4319ms | Скорость: 5.61 Mbps ⚡⚡
2026-02-24 16:50:46 [INFO]    🏆 PL | VLESS | Пинг: 3899ms | Скорость: 0.68 Mbps 
2026-02-24 16:50:47 [INFO]    🏆 PL | VLESS | Пинг: 4893ms | Скорость: 7.61 Mbps ⚡⚡
2026-02-24 16:50:48 [INFO]    🏆 HU | VLESS | Пинг: 4364ms | Скорость: 1.8 Mbps ⚡
2026-02-24 16:50:48 [INFO]    🏆 DE | VLESS | Пинг: 4617ms | Скорость: 3.77 Mbps ⚡⚡
2026-02-24 16:50:49 [INFO]    🏆 EE | VLESS | Пинг: 5198ms | Скорость: 10.05 Mbps ⚡⚡
2026-02-24 16:50:49 [INFO]    🏆 ES | VLESS | Пинг: 4382ms | Скорость: 1.1 Mbps 
2026-02-24 16:50:51 [INFO]    🏆 PL | VLESS | Пинг: 4929ms | Скорость: 1.86 Mbps ⚡
2026-02-24 16:50:52 [INFO]    🏆 TR | VLESS | Пинг: 5002ms | Скорость: 2.87 Mbps ⚡
2026-02-24 16:50:52 [INFO]    🏆 CA | VLESS | Пинг: 5160ms | Скорость: 0.99 Mbps 
2026-02-24 16:50:52 [INFO] 📊 Итого в подписке сохранено иностранных серверов: 10
2026-02-24 16:50:52 [INFO] 💾 Файл успешно сохранен: FL1PVPN
