2026-02-24 16:50:08 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-24 16:50:08 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-24 16:50:09 [INFO] 🔍 Уникальных конфигов собрано: 220
2026-02-24 16:50:09 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-24 16:50:14 [INFO]    [PING OK] FI | VLESS | 4302ms
2026-02-24 16:50:15 [INFO]    [PING OK] ES | VLESS | 4382ms
2026-02-24 16:50:15 [INFO]    [PING OK] IT | VLESS | 4125ms
2026-02-24 16:50:15 [INFO]    [PING OK] HU | VLESS | 4364ms
2026-02-24 16:50:15 [INFO]    [PING OK] HU | VLESS | 4219ms
2026-02-24 16:50:15 [INFO]    [PING OK] ES | VLESS | 4506ms
2026-02-24 16:50:15 [INFO]    [PING OK] ES | VLESS | 4507ms
2026-02-24 16:50:15 [INFO]    [PING OK] FI | VLESS | 4319ms
2026-02-24 16:50:15 [INFO]    [PING OK] PL | VLESS | 4929ms
2026-02-24 16:50:15 [INFO]    [PING OK] DE | VLESS | 5344ms
2026-02-24 16:50:15 [INFO]    [PING OK] PL | VLESS | 3899ms
2026-02-24 16:50:16 [INFO]    [PING OK] PL | VLESS | 4281ms
2026-02-24 16:50:16 [INFO]    [PING OK] DE | VLESS | 4001ms
2026-02-24 16:50:16 [INFO]    [PING OK] PL | VLESS | 4893ms
2026-02-24 16:50:17 [INFO]    [PING OK] ES | VLESS | 4834ms
2026-02-24 16:50:17 [INFO]    [PING OK] IT | VLESS | 2184ms
2026-02-24 16:50:17 [INFO]    [PING OK] DE | VLESS | 5574ms
2026-02-24 16:50:18 [INFO]    [PING OK] LV | VLESS | 7358ms
2026-02-24 16:50:18 [INFO]    [PING OK] TR | VLESS | 2293ms
2026-02-24 16:50:18 [INFO]    [PING OK] TR | VLESS | 2199ms
2026-02-24 16:50:18 [INFO]    [PING OK] ES | VLESS | 2083ms
2026-02-24 16:50:18 [INFO]    [PING OK] HU | VLESS | 2144ms
2026-02-24 16:50:18 [INFO]    [PING OK] PL | VLESS | 2293ms
2026-02-24 16:50:18 [INFO]    [PING OK] HU | VLESS | 2376ms
2026-02-24 16:50:19 [INFO]    [PING OK] ES | VLESS | 2406ms
2026-02-24 16:50:19 [INFO]    [PING OK] IT | VLESS | 2434ms
2026-02-24 16:50:20 [INFO]    [PING OK] PL | VLESS | 3117ms
2026-02-24 16:50:21 [INFO]    [PING OK] US | VLESS | 3443ms
2026-02-24 16:50:22 [INFO]    [PING OK] TR | VLESS | 3804ms
2026-02-24 16:50:22 [INFO]    [PING OK] HU | VLESS | 3722ms
2026-02-24 16:50:22 [INFO]    [PING OK] CA | VLESS | 4680ms
2026-02-24 16:50:22 [INFO]    [PING OK] ES | VLESS | 4165ms
2026-02-24 16:50:23 [INFO]    [PING OK] DE | VLESS | 4617ms
2026-02-24 16:50:23 [INFO]    [PING OK] DE | VLESS | 5270ms
2026-02-24 16:50:24 [INFO]    [PING OK] CA | VLESS | 5016ms
2026-02-24 16:50:24 [INFO]    [PING OK] CA | VLESS | 5160ms
2026-02-24 16:50:24 [INFO]    [PING OK] NL | VLESS | 5202ms
2026-02-24 16:50:24 [INFO]    [PING OK] DE | VLESS | 5203ms
2026-02-24 16:50:24 [INFO]    [PING OK] CA | VLESS | 5587ms
2026-02-24 16:50:25 [INFO]    [PING OK] CA | VLESS | 5621ms
2026-02-24 16:50:25 [INFO]    [PING OK] CA | VLESS | 5673ms
2026-02-24 16:50:25 [INFO]    [PING OK] CA | VLESS | 5752ms
2026-02-24 16:50:26 [INFO]    [PING OK] CA | VLESS | 5245ms
2026-02-24 16:50:26 [INFO]    [PING OK] CA | VLESS | 5763ms
2026-02-24 16:50:26 [INFO]    [PING OK] FI | VLESS | 5557ms
2026-02-24 16:50:27 [INFO]    [PING OK] CA | VLESS | 5808ms
2026-02-24 16:50:27 [INFO]    [PING OK] DE | VLESS | 5228ms
2026-02-24 16:50:27 [INFO]    [PING OK] KZ | VLESS | 5409ms
2026-02-24 16:50:28 [INFO]    [PING OK] CA | VLESS | 6899ms
2026-02-24 16:50:28 [INFO]    [PING OK] TR | VLESS | 5002ms
2026-02-24 16:50:28 [INFO]    [PING OK] LT | VLESS | 5294ms
2026-02-24 16:50:29 [INFO]    [PING OK] CA | VLESS | 5319ms
2026-02-24 16:50:29 [INFO]    [PING OK] EE | VLESS | 5198ms
2026-02-24 16:50:29 [INFO]    [PING OK] DE | VLESS | 4667ms
2026-02-24 16:50:30 [INFO]    [PING OK] CA | VLESS | 5327ms
2026-02-24 16:50:30 [INFO]    [PING OK] CA | VLESS | 5974ms
2026-02-24 16:50:30 [INFO]    [PING OK] DE | VLESS | 4829ms
2026-02-24 16:50:30 [INFO]    [PING OK] CA | VLESS | 6291ms
2026-02-24 16:50:30 [INFO]    [PING OK] CA | VLESS | 5620ms
2026-02-24 16:50:30 [INFO]    [PING OK] CA | VLESS | 8517ms
2026-02-24 16:50:30 [INFO]    [PING OK] DE | VLESS | 3531ms
2026-02-24 16:50:30 [INFO]    [PING OK] US | VLESS | 9473ms
2026-02-24 16:50:30 [INFO]    [PING OK] LT | VLESS | 5401ms
2026-02-24 16:50:30 [INFO]    [PING OK] NL | VLESS | 1906ms
