2026-02-22 23:50:05 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-22 23:50:06 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-22 23:50:09 [INFO] 🔍 Уникальных конфигов собрано: 234
2026-02-22 23:50:09 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-22 23:50:15 [INFO]    [PING OK] ES | VLESS | 4487ms
2026-02-22 23:50:16 [INFO]    [PING OK] CZ | VLESS | 3972ms
2026-02-22 23:50:16 [INFO]    [PING OK] DE | VLESS | 6194ms
2026-02-22 23:50:16 [INFO]    [PING OK] PL | VLESS | 4171ms
2026-02-22 23:50:17 [INFO]    [PING OK] PL | VLESS | 4135ms
2026-02-22 23:50:17 [INFO]    [PING OK] TR | VLESS | 3876ms
2026-02-22 23:50:17 [INFO]    [PING OK] IT | VLESS | 4012ms
2026-02-22 23:50:18 [INFO]    [PING OK] TR | VLESS | 4067ms
2026-02-22 23:50:18 [INFO]    [PING OK] DE | VLESS | 4115ms
2026-02-22 23:50:19 [INFO]    [PING OK] PL | VLESS | 3776ms
2026-02-22 23:50:19 [INFO]    [PING OK] HU | VLESS | 4017ms
2026-02-22 23:50:19 [INFO]    [PING OK] ES | VLESS | 3804ms
2026-02-22 23:50:19 [INFO]    [PING OK] IT | VLESS | 3983ms
2026-02-22 23:50:20 [INFO]    [PING OK] ES | VLESS | 3965ms
2026-02-22 23:50:20 [INFO]    [PING OK] EE | VLESS | 3902ms
2026-02-22 23:50:20 [INFO]    [PING OK] DE | VLESS | 3767ms
2026-02-22 23:50:20 [INFO]    [PING OK] PL | VLESS | 3710ms
2026-02-22 23:50:20 [INFO]    [PING OK] HU | VLESS | 3810ms
2026-02-22 23:50:20 [INFO]    [PING OK] ES | VLESS | 3733ms
2026-02-22 23:50:20 [INFO]    [PING OK] TR | VLESS | 3756ms
2026-02-22 23:50:21 [INFO]    [PING OK] DE | VLESS | 3728ms
2026-02-22 23:50:21 [INFO]    [PING OK] ES | VLESS | 4029ms
2026-02-22 23:50:21 [INFO]    [PING OK] PL | VLESS | 3804ms
2026-02-22 23:50:21 [INFO]    [PING OK] PL | VLESS | 3992ms
2026-02-22 23:50:22 [INFO]    [PING OK] PL | VLESS | 4294ms
2026-02-22 23:50:22 [INFO]    [PING OK] PL | VLESS | 4264ms
2026-02-22 23:50:23 [INFO]    [PING OK] PL | VLESS | 4363ms
2026-02-22 23:50:25 [INFO]    [PING OK] CA | VLESS | 5345ms
2026-02-22 23:50:26 [INFO]    [PING OK] CA | VLESS | 5672ms
2026-02-22 23:50:26 [INFO]    [PING OK] CA | VLESS | 5545ms
2026-02-22 23:50:26 [INFO]    [PING OK] CA | VLESS | 5783ms
2026-02-22 23:50:28 [INFO]    [PING OK] CA | VLESS | 5731ms
2026-02-22 23:50:29 [INFO]    [PING OK] CA | VLESS | 4414ms
2026-02-22 23:50:29 [INFO]    [PING OK] CA | VLESS | 4249ms
2026-02-22 23:50:30 [INFO]    [PING OK] CA | VLESS | 4759ms
2026-02-22 23:50:30 [INFO]    [PING OK] CA | VLESS | 4771ms
2026-02-22 23:50:30 [INFO]    [PING OK] TR | VLESS | 3638ms
2026-02-22 23:50:30 [INFO]    [PING OK] CA | VLESS | 4512ms
2026-02-22 23:50:31 [INFO]    [PING OK] SE | VLESS | 4007ms
2026-02-22 23:50:31 [INFO]    [PING OK] NL | VLESS | 3626ms
2026-02-22 23:50:31 [INFO]    [PING OK] DE | VLESS | 3732ms
2026-02-22 23:50:31 [INFO]    [PING OK] US | VLESS | 3518ms
2026-02-22 23:50:31 [INFO]    [PING OK] CA | VLESS | 4129ms
2026-02-22 23:50:31 [INFO]    [PING OK] CA | VLESS | 3854ms
2026-02-22 23:50:31 [INFO]    [PING OK] CA | VLESS | 4124ms
2026-02-22 23:50:31 [INFO]    [PING OK] CA | VLESS | 4141ms
2026-02-22 23:50:32 [INFO]    [PING OK] NL | VLESS | 1222ms
2026-02-22 23:50:32 [INFO]    [PING OK] CA | VLESS | 2474ms
2026-02-22 23:50:33 [INFO]    [PING OK] CA | VLESS | 3363ms
2026-02-22 23:50:33 [INFO]    [PING OK] CA | VLESS | 3244ms
2026-02-22 23:50:33 [INFO]    [PING OK] CA | VLESS | 2858ms
2026-02-22 23:50:36 [INFO] 🏎️ ЭТАП 2: Глубокий замер скорости для 40 иностранных кандидатов...
2026-02-22 23:50:41 [INFO]    🏆 PL | VLESS | Пинг: 3710ms | Скорость: 5.47 Mbps ⚡⚡
2026-02-22 23:50:41 [INFO]    🏆 TR | VLESS | Пинг: 3638ms | Скорость: 5.37 Mbps ⚡⚡
2026-02-22 23:50:41 [INFO]    🏆 DE | VLESS | Пинг: 3732ms | Скорость: 5.52 Mbps ⚡⚡
2026-02-22 23:50:41 [INFO]    🏆 ES | VLESS | Пинг: 3733ms | Скорость: 5.44 Mbps ⚡⚡
2026-02-22 23:50:41 [INFO]    🏆 PL | VLESS | Пинг: 3776ms | Скорость: 5.51 Mbps ⚡⚡
2026-02-22 23:50:41 [INFO]    🏆 DE | VLESS | Пинг: 3728ms | Скорость: 5.23 Mbps ⚡⚡
2026-02-22 23:50:41 [INFO]    🏆 TR | VLESS | Пинг: 3756ms | Скорость: 5.19 Mbps ⚡⚡
2026-02-22 23:50:42 [INFO]    🏆 US | VLESS | Пинг: 3518ms | Скорость: 4.7 Mbps ⚡⚡
2026-02-22 23:50:42 [INFO]    🏆 CA | VLESS | Пинг: 3244ms | Скорость: 4.49 Mbps ⚡⚡
2026-02-22 23:50:42 [INFO]    🏆 CA | VLESS | Пинг: 3363ms | Скорость: 4.45 Mbps ⚡⚡
2026-02-22 23:50:42 [INFO]    🏆 NL | VLESS | Пинг: 3626ms | Скорость: 3.97 Mbps ⚡⚡
2026-02-22 23:50:43 [INFO]    🏆 ES | VLESS | Пинг: 3804ms | Скорость: 5.96 Mbps ⚡⚡
2026-02-22 23:50:44 [INFO]    🏆 PL | VLESS | Пинг: 3804ms | Скорость: 7.39 Mbps ⚡⚡
2026-02-22 23:50:45 [INFO]    🏆 IT | VLESS | Пинг: 3983ms | Скорость: 7.27 Mbps ⚡⚡
