2026-02-22 23:50:05 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-22 23:50:06 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-22 23:50:09 [INFO] 🔍 Уникальных конфигов собрано: 234
2026-02-22 23:50:09 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-22 23:50:15 [INFO]    [PING OK] ES | VLESS | 4487ms
2026-02-22 23:50:45 [INFO]    🏆 PL | VLESS | Пинг: 3992ms | Скорость: 7.33 Mbps ⚡⚡
2026-02-22 23:50:45 [INFO]    🏆 HU | VLESS | Пинг: 3810ms | Скорость: 6.91 Mbps ⚡⚡
2026-02-22 23:50:45 [INFO]    🏆 EE | VLESS | Пинг: 3902ms | Скорость: 6.84 Mbps ⚡⚡
2026-02-22 23:50:45 [INFO]    🏆 SE | VLESS | Пинг: 4007ms | Скорость: 7.48 Mbps ⚡⚡
2026-02-22 23:50:45 [INFO]    🏆 ES | VLESS | Пинг: 3965ms | Скорость: 6.77 Mbps ⚡⚡
2026-02-22 23:50:45 [INFO]    🏆 CZ | VLESS | Пинг: 3972ms | Скорость: 6.86 Mbps ⚡⚡
2026-02-22 23:50:45 [INFO]    🏆 IT | VLESS | Пинг: 4012ms | Скорость: 7.75 Mbps ⚡⚡
2026-02-22 23:50:45 [INFO]    🏆 TR | VLESS | Пинг: 3876ms | Скорость: 6.49 Mbps ⚡⚡
2026-02-22 23:50:45 [INFO]    🏆 HU | VLESS | Пинг: 4017ms | Скорость: 7.81 Mbps ⚡⚡
2026-02-22 23:50:46 [INFO]    🏆 TR | VLESS | Пинг: 4067ms | Скорость: 6.34 Mbps ⚡⚡
2026-02-22 23:50:46 [INFO]    🏆 DE | VLESS | Пинг: 4115ms | Скорость: 8.05 Mbps ⚡⚡
2026-02-22 23:50:48 [INFO]    🏆 PL | VLESS | Пинг: 4171ms | Скорость: 9.51 Mbps ⚡⚡
2026-02-22 23:50:48 [INFO]    🏆 PL | VLESS | Пинг: 4264ms | Скорость: 9.76 Mbps ⚡⚡
2026-02-22 23:50:48 [INFO]    🏆 PL | VLESS | Пинг: 4135ms | Скорость: 9.29 Mbps ⚡⚡
2026-02-22 23:50:48 [INFO]    🏆 PL | VLESS | Пинг: 4363ms | Скорость: 9.83 Mbps ⚡⚡
2026-02-22 23:50:48 [INFO]    🏆 PL | VLESS | Пинг: 4294ms | Скорость: 9.69 Mbps ⚡⚡
2026-02-22 23:50:48 [INFO]    🏆 CA | VLESS | Пинг: 4141ms | Скорость: 6.68 Mbps ⚡⚡
2026-02-22 23:50:49 [INFO]    🏆 ES | VLESS | Пинг: 4029ms | Скорость: 2.0 Mbps ⚡
2026-02-22 23:50:49 [INFO] 📊 Итого в подписке сохранено иностранных серверов: 10
2026-02-22 23:50:49 [INFO] 💾 Файл успешно сохранен: FL1PVPN
