2026-02-18 07:20:06 [INFO] 🚀 START: Smart VLESS Selector (Target: 10, Strict Mode)
2026-02-18 07:20:06 [INFO] 🌐 Загрузка источников...
2026-02-18 07:20:09 [INFO] 🔍 Уникальных конфигов собрано: 299
2026-02-18 07:20:09 [INFO] ⚡ ЭТАП 1: Быстрый замер Пинга (Workers: 25)...
2026-02-18 07:20:10 [INFO]    [PING OK] RU | 204ms
2026-02-18 07:20:11 [INFO]    [PING OK] DE | 163ms
2026-02-18 07:20:11 [INFO]    [PING OK] DE | 196ms
2026-02-18 07:20:11 [INFO]    [PING OK] NL | 217ms
2026-02-18 07:20:11 [INFO]    [PING OK] LV | 200ms
2026-02-18 07:20:12 [INFO]    [PING OK] DE | 1202ms
2026-02-18 07:20:15 [INFO]    [PING OK] DE | 160ms
2026-02-18 07:20:17 [INFO]    [PING OK] IT | 605ms
2026-02-18 07:20:18 [INFO]    [PING OK] BG | 286ms
2026-02-18 07:20:19 [INFO]    [PING OK] RU | 141ms
2026-02-18 07:20:19 [INFO]    [PING OK] RU | 1177ms
2026-02-18 07:20:20 [INFO]    [PING OK] RU | 234ms
2026-02-18 07:20:20 [INFO]    [PING OK] RU | 312ms
2026-02-18 07:20:21 [INFO]    [PING OK] RU | 340ms
2026-02-18 07:20:21 [INFO]    [PING OK] RU | 419ms
2026-02-18 07:20:21 [INFO]    [PING OK] RU | 865ms
2026-02-18 07:20:22 [INFO]    [PING OK] RU | 820ms
2026-02-18 07:20:22 [INFO]    [PING OK] RU | 1005ms
2026-02-18 07:20:22 [INFO]    [PING OK] RU | 213ms
2026-02-18 07:20:22 [INFO]    [PING OK] RU | 307ms
2026-02-18 07:20:22 [INFO]    [PING OK] RU | 252ms
2026-02-18 07:20:22 [INFO]    [PING OK] RU | 209ms
2026-02-18 07:20:23 [INFO]    [PING OK] RU | 258ms
2026-02-18 07:20:23 [INFO]    [PING OK] RU | 257ms
2026-02-18 07:20:23 [INFO]    [PING OK] RU | 227ms
2026-02-18 07:20:23 [INFO]    [PING OK] RU | 259ms
2026-02-18 07:20:23 [INFO]    [PING OK] RU | 245ms
2026-02-18 07:20:23 [INFO]    [PING OK] RU | 335ms
2026-02-18 07:20:23 [INFO]    [PING OK] RU | 317ms
2026-02-18 07:20:24 [INFO]    [PING OK] RU | 326ms
