2026-02-23 10:10:05 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-23 10:10:05 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-23 10:10:07 [INFO] 🔍 Уникальных конфигов собрано: 215
2026-02-23 10:10:07 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-23 10:10:13 [INFO]    [PING OK] CZ | VLESS | 4361ms
2026-02-23 10:10:14 [INFO]    [PING OK] TR | VLESS | 3629ms
2026-02-23 10:10:15 [INFO]    [PING OK] DE | VLESS | 5246ms
2026-02-23 10:10:15 [INFO]    [PING OK] DE | VLESS | 7221ms
2026-02-23 10:10:16 [INFO]    [PING OK] PL | VLESS | 2832ms
2026-02-23 10:10:16 [INFO]    [PING OK] HU | VLESS | 3147ms
2026-02-23 10:10:17 [INFO]    [PING OK] DE | VLESS | 8440ms
2026-02-23 10:10:17 [INFO]    [PING OK] US | VLESS | 3099ms
2026-02-23 10:10:17 [INFO]    [PING OK] DE | VLESS | 8318ms
2026-02-23 10:10:17 [INFO]    [PING OK] CA | VLESS | 3366ms
2026-02-23 10:10:17 [INFO]    [PING OK] ES | VLESS | 3565ms
2026-02-23 10:10:18 [INFO]    [PING OK] DE | VLESS | 3407ms
2026-02-23 10:10:18 [INFO]    [PING OK] HU | VLESS | 3547ms
2026-02-23 10:10:18 [INFO]    [PING OK] ES | VLESS | 3711ms
2026-02-23 10:10:18 [INFO]    [PING OK] DE | VLESS | 3886ms
2026-02-23 10:10:18 [INFO]    [PING OK] HU | VLESS | 3577ms
2026-02-23 10:10:18 [INFO]    [PING OK] PL | VLESS | 3769ms
2026-02-23 10:10:19 [INFO]    [PING OK] ES | VLESS | 3645ms
2026-02-23 10:10:19 [INFO]    [PING OK] IT | VLESS | 3612ms
2026-02-23 10:10:19 [INFO]    [PING OK] TR | VLESS | 3697ms
2026-02-23 10:10:19 [INFO]    [PING OK] DE | VLESS | 4200ms
2026-02-23 10:10:19 [INFO]    [PING OK] ES | VLESS | 4641ms
2026-02-23 10:10:20 [INFO]    [PING OK] IT | VLESS | 3846ms
2026-02-23 10:10:20 [INFO]    [PING OK] EE | VLESS | 4447ms
