2026-02-17 14:10:06 [INFO] 🚀 START: Smart VLESS Selector (Target: 10, Strict Mode)
2026-02-17 14:10:06 [INFO] 🌐 Загрузка источников...
2026-02-17 14:10:19 [INFO] 🔍 Уникальных конфигов собрано: 538
2026-02-17 14:10:19 [INFO] ⚡ ЭТАП 1: Быстрый замер Пинга (Workers: 25)...
2026-02-17 14:10:26 [INFO]    [PING OK] DE | 153ms
2026-02-17 14:10:30 [INFO]    [PING OK] NL | 207ms
2026-02-17 14:10:31 [INFO]    [PING OK] NL | 223ms
2026-02-17 14:10:34 [INFO]    [PING OK] DE | 882ms
2026-02-17 14:10:34 [INFO]    [PING OK] RU | 219ms
2026-02-17 14:10:34 [INFO]    [PING OK] RU | 263ms
2026-02-17 14:10:35 [INFO]    [PING OK] RU | 295ms
2026-02-17 14:10:35 [INFO]    [PING OK] RU | 198ms
2026-02-17 14:10:35 [INFO]    [PING OK] RU | 148ms
2026-02-17 14:10:35 [INFO]    [PING OK] RU | 455ms
2026-02-17 14:10:35 [INFO]    [PING OK] RU | 239ms
2026-02-17 14:10:36 [INFO]    [PING OK] RU | 293ms
2026-02-17 14:10:36 [INFO]    [PING OK] RU | 459ms
2026-02-17 14:10:36 [INFO]    [PING OK] RU | 336ms
2026-02-17 14:10:36 [INFO]    [PING OK] RU | 404ms
2026-02-17 14:10:37 [INFO]    [PING OK] RU | 276ms
2026-02-17 14:10:37 [INFO]    [PING OK] RU | 331ms
2026-02-17 14:10:37 [INFO]    [PING OK] RU | 237ms
2026-02-17 14:10:37 [INFO]    [PING OK] RU | 315ms
2026-02-17 14:10:37 [INFO]    [PING OK] RU | 249ms
2026-02-17 14:10:37 [INFO]    [PING OK] RU | 243ms
2026-02-17 14:10:38 [INFO]    [PING OK] RU | 96ms
2026-02-17 14:10:38 [INFO]    [PING OK] RU | 313ms
2026-02-17 14:10:38 [INFO]    [PING OK] RU | 137ms
2026-02-17 14:10:38 [INFO]    [PING OK] RU | 197ms
2026-02-17 14:10:38 [INFO]    [PING OK] RU | 336ms
