2026-02-22 02:00:06 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-22 02:00:06 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-22 02:00:15 [INFO] 🔍 Уникальных конфигов собрано: 265
2026-02-22 02:00:15 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-22 02:00:21 [INFO]    [PING OK] CZ | VLESS | 4881ms
2026-02-22 02:00:23 [INFO]    [PING OK] TR | VLESS | 4538ms
2026-02-22 02:00:23 [INFO]    [PING OK] TR | VLESS | 4132ms
2026-02-22 02:00:26 [INFO]    [PING OK] DE | VLESS | 4507ms
2026-02-22 02:00:26 [INFO]    [PING OK] DE | VLESS | 4694ms
2026-02-22 02:00:26 [INFO]    [PING OK] HU | VLESS | 4677ms
2026-02-22 02:00:26 [INFO]    [PING OK] ES | VLESS | 4759ms
2026-02-22 02:00:27 [INFO]    [PING OK] PL | VLESS | 4863ms
2026-02-22 02:00:27 [INFO]    [PING OK] PL | VLESS | 4712ms
2026-02-22 02:00:27 [INFO]    [PING OK] IT | VLESS | 4356ms
2026-02-22 02:00:27 [INFO]    [PING OK] PL | VLESS | 4682ms
2026-02-22 02:00:27 [INFO]    [PING OK] ES | VLESS | 4293ms
2026-02-22 02:00:27 [INFO]    [PING OK] ES | VLESS | 4080ms
2026-02-22 02:00:27 [INFO]    [PING OK] PL | VLESS | 4325ms
2026-02-22 02:00:27 [INFO]    [PING OK] PL | VLESS | 4491ms
2026-02-22 02:00:28 [INFO]    [PING OK] CA | VLESS | 4886ms
2026-02-22 02:00:28 [INFO]    [PING OK] PL | VLESS | 4015ms
2026-02-22 02:00:28 [INFO]    [PING OK] US | VLESS | 4128ms
2026-02-22 02:00:29 [INFO]    [PING OK] PL | VLESS | 4184ms
2026-02-22 02:00:29 [INFO]    [PING OK] PL | VLESS | 4263ms
2026-02-22 02:00:30 [INFO]    [PING OK] IT | VLESS | 4626ms
2026-02-22 02:00:31 [INFO]    [PING OK] PL | VLESS | 4409ms
2026-02-22 02:00:31 [INFO]    [PING OK] CA | VLESS | 7659ms
2026-02-22 02:00:31 [INFO]    [PING OK] PL | VLESS | 4334ms
2026-02-22 02:00:32 [INFO]    [PING OK] DE | VLESS | 4674ms
2026-02-22 02:00:32 [INFO]    [PING OK] DE | VLESS | 4931ms
2026-02-22 02:00:32 [INFO]    [PING OK] DE | VLESS | 4571ms
2026-02-22 02:00:32 [INFO]    [PING OK] DE | VLESS | 4761ms
2026-02-22 02:00:32 [INFO]    [PING OK] PL | VLESS | 4813ms
2026-02-22 02:00:32 [INFO]    [PING OK] NL | VLESS | 5052ms
2026-02-22 02:00:33 [INFO]    [PING OK] CA | VLESS | 5508ms
2026-02-22 02:00:33 [INFO]    [PING OK] NL | VLESS | 4984ms
2026-02-22 02:00:33 [INFO]    [PING OK] DE | VLESS | 5067ms
2026-02-22 02:00:33 [INFO]    [PING OK] NL | VLESS | 4734ms
2026-02-22 02:00:33 [INFO]    [PING OK] NL | VLESS | 4572ms
2026-02-22 02:00:33 [INFO]    [PING OK] CA | VLESS | 4964ms
2026-02-22 02:00:34 [INFO]    [PING OK] CA | VLESS | 5214ms
2026-02-22 02:00:35 [INFO]    [PING OK] CA | VLESS | 4783ms
2026-02-22 02:00:36 [INFO]    [PING OK] CA | VLESS | 5048ms
2026-02-22 02:00:37 [INFO]    [PING OK] CA | VLESS | 5015ms
2026-02-22 02:00:37 [INFO]    [PING OK] US | VLESS | 5343ms
2026-02-22 02:00:37 [INFO]    [PING OK] CA | VLESS | 5352ms
2026-02-22 02:00:37 [INFO]    [PING OK] CA | VLESS | 5132ms
2026-02-22 02:00:38 [INFO]    [PING OK] FI | VLESS | 5336ms
2026-02-22 02:00:38 [INFO]    [PING OK] CA | VLESS | 5377ms
2026-02-22 02:00:38 [INFO]    [PING OK] CA | VLESS | 5647ms
2026-02-22 02:00:38 [INFO]    [PING OK] US | VLESS | 5024ms
2026-02-22 02:00:38 [INFO]    [PING OK] DE | VLESS | 5148ms
2026-02-22 02:00:38 [INFO]    [PING OK] CA | VLESS | 5771ms
2026-02-22 02:00:38 [INFO]    [PING OK] CA | VLESS | 6303ms
2026-02-22 02:00:40 [INFO]    [PING OK] CA | VLESS | 5583ms
2026-02-22 02:00:40 [INFO]    [PING OK] CA | VLESS | 5794ms
2026-02-22 02:00:41 [INFO]    [PING OK] CA | VLESS | 5437ms
2026-02-22 02:00:41 [INFO]    [PING OK] DE | VLESS | 5193ms
2026-02-22 02:00:41 [INFO]    [PING OK] GB | VLESS | 5053ms
2026-02-22 02:00:41 [INFO]    [PING OK] LV | VLESS | 4784ms
2026-02-22 02:00:41 [INFO]    [PING OK] CA | VLESS | 4766ms
2026-02-22 02:00:42 [INFO]    [PING OK] CA | VLESS | 4216ms
2026-02-22 02:00:42 [INFO]    [PING OK] NL | VLESS | 3474ms
2026-02-22 02:00:42 [INFO]    [PING OK] CA | VLESS | 4164ms
2026-02-22 02:00:42 [INFO]    [PING OK] CA | VLESS | 4343ms
2026-02-22 02:00:42 [INFO]    [PING OK] DE | VLESS | 2792ms
2026-02-22 02:00:42 [INFO]    [PING OK] CA | VLESS | 3780ms
2026-02-22 02:00:42 [INFO]    [PING OK] CA | VLESS | 3943ms
2026-02-22 02:00:42 [INFO]    [PING OK] CA | VLESS | 3579ms
2026-02-22 02:00:42 [INFO]    [PING OK] CA | VLESS | 1740ms
2026-02-22 02:00:47 [INFO] 🏎️ ЭТАП 2: Глубокий замер скорости для 40 иностранных кандидатов...
