2026-02-23 00:00:06 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-23 00:00:06 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-23 00:00:07 [INFO] 🔍 Уникальных конфигов собрано: 231
2026-02-23 00:00:07 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-23 00:00:13 [INFO]    [PING OK] CZ | VLESS | 4205ms
2026-02-23 00:00:17 [INFO]    [PING OK] HU | VLESS | 4201ms
2026-02-23 00:00:17 [INFO]    [PING OK] HU | VLESS | 3915ms
2026-02-23 00:00:17 [INFO]    [PING OK] HU | VLESS | 4187ms
2026-02-23 00:00:18 [INFO]    [PING OK] ES | VLESS | 3713ms
2026-02-23 00:00:18 [INFO]    [PING OK] ES | VLESS | 4118ms
2026-02-23 00:00:18 [INFO]    [PING OK] IT | VLESS | 4095ms
2026-02-23 00:00:18 [INFO]    [PING OK] TR | VLESS | 4024ms
2026-02-23 00:00:18 [INFO]    [PING OK] TR | VLESS | 4276ms
2026-02-23 00:00:18 [INFO]    [PING OK] TR | VLESS | 4118ms
2026-02-23 00:00:18 [INFO]    [PING OK] TR | VLESS | 4110ms
2026-02-23 00:00:18 [INFO]    [PING OK] ES | VLESS | 3880ms
2026-02-23 00:00:18 [INFO]    [PING OK] PL | VLESS | 4002ms
2026-02-23 00:00:18 [INFO]    [PING OK] ES | VLESS | 4228ms
2026-02-23 00:00:18 [INFO]    [PING OK] DE | VLESS | 4175ms
2026-02-23 00:00:18 [INFO]    [PING OK] PL | VLESS | 3592ms
2026-02-23 00:00:18 [INFO]    [PING OK] HU | VLESS | 3470ms
2026-02-23 00:00:19 [INFO]    [PING OK] PL | VLESS | 3692ms
2026-02-23 00:00:19 [INFO]    [PING OK] CA | VLESS | 3604ms
2026-02-23 00:00:19 [INFO]    [PING OK] US | VLESS | 4137ms
2026-02-23 00:00:19 [INFO]    [PING OK] PL | VLESS | 3507ms
2026-02-23 00:00:19 [INFO]    [PING OK] EE | VLESS | 3679ms
2026-02-23 00:00:19 [INFO]    [PING OK] HU | VLESS | 3856ms
2026-02-23 00:00:19 [INFO]    [PING OK] PL | VLESS | 3696ms
2026-02-23 00:00:21 [INFO]    [PING OK] DE | VLESS | 7351ms
2026-02-23 00:00:22 [INFO]    [PING OK] DE | VLESS | 5006ms
2026-02-23 00:00:24 [INFO]    [PING OK] ES | VLESS | 5723ms
2026-02-23 00:00:24 [INFO]    [PING OK] DE | VLESS | 6022ms
2026-02-23 00:00:24 [INFO]    [PING OK] DE | VLESS | 5769ms
2026-02-23 00:00:24 [INFO]    [PING OK] PL | VLESS | 5602ms
2026-02-23 00:00:24 [INFO]    [PING OK] PL | VLESS | 5815ms
2026-02-23 00:00:24 [INFO]    [PING OK] PL | VLESS | 5600ms
2026-02-23 00:00:25 [INFO]    [PING OK] CA | VLESS | 5644ms
2026-02-23 00:00:25 [INFO]    [PING OK] CA | VLESS | 5764ms
2026-02-23 00:00:25 [INFO]    [PING OK] CA | VLESS | 5506ms
2026-02-23 00:00:26 [INFO]    [PING OK] CA | VLESS | 5645ms
2026-02-23 00:00:26 [INFO]    [PING OK] CA | VLESS | 6030ms
2026-02-23 00:00:26 [INFO]    [PING OK] NL | VLESS | 5059ms
2026-02-23 00:00:27 [INFO]    [PING OK] CA | VLESS | 5407ms
2026-02-23 00:00:27 [INFO]    [PING OK] NL | VLESS | 5613ms
2026-02-23 00:00:28 [INFO]    [PING OK] DE | VLESS | 4626ms
2026-02-23 00:00:29 [INFO]    [PING OK] CA | VLESS | 5107ms
2026-02-23 00:00:30 [INFO]    [PING OK] US | VLESS | 4603ms
2026-02-23 00:00:30 [INFO]    [PING OK] CA | VLESS | 4642ms
2026-02-23 00:00:30 [INFO]    [PING OK] CA | VLESS | 4796ms
2026-02-23 00:00:30 [INFO]    [PING OK] CA | VLESS | 5034ms
2026-02-23 00:00:30 [INFO]    [PING OK] CA | VLESS | 4552ms
2026-02-23 00:00:31 [INFO]    [PING OK] CA | VLESS | 4107ms
2026-02-23 00:00:32 [INFO]    [PING OK] DE | VLESS | 4033ms
2026-02-23 00:00:33 [INFO]    [PING OK] SE | VLESS | 3313ms
2026-02-23 00:00:33 [INFO]    [PING OK] US | VLESS | 2507ms
2026-02-23 00:00:33 [INFO]    [PING OK] CA | VLESS | 3075ms
2026-02-23 00:00:33 [INFO]    [PING OK] CA | VLESS | 2796ms
2026-02-23 00:00:33 [INFO]    [PING OK] CA | VLESS | 3322ms
2026-02-23 00:00:34 [INFO]    [PING OK] CA | VLESS | 3073ms
2026-02-23 00:00:38 [INFO] 🏎️ ЭТАП 2: Глубокий замер скорости для 40 иностранных кандидатов...
2026-02-23 00:00:42 [INFO]    🏆 SE | VLESS | Пинг: 3313ms | Скорость: 5.86 Mbps ⚡⚡
2026-02-23 00:00:42 [INFO]    🏆 PL | VLESS | Пинг: 3507ms | Скорость: 5.9 Mbps ⚡⚡
2026-02-23 00:00:42 [INFO]    🏆 HU | VLESS | Пинг: 3470ms | Скорость: 5.84 Mbps ⚡⚡
2026-02-23 00:00:42 [INFO]    🏆 PL | VLESS | Пинг: 3592ms | Скорость: 5.88 Mbps ⚡⚡
2026-02-23 00:00:42 [INFO]    🏆 EE | VLESS | Пинг: 3679ms | Скорость: 5.98 Mbps ⚡⚡
2026-02-23 00:00:42 [INFO]    🏆 PL | VLESS | Пинг: 3696ms | Скорость: 6.06 Mbps ⚡⚡
2026-02-23 00:00:42 [INFO]    🏆 ES | VLESS | Пинг: 3713ms | Скорость: 6.03 Mbps ⚡⚡
2026-02-23 00:00:42 [INFO]    🏆 PL | VLESS | Пинг: 3692ms | Скорость: 6.04 Mbps ⚡⚡
2026-02-23 00:00:42 [INFO]    🏆 HU | VLESS | Пинг: 3856ms | Скорость: 6.04 Mbps ⚡⚡
2026-02-23 00:00:43 [INFO]    🏆 CA | VLESS | Пинг: 3604ms | Скорость: 5.19 Mbps ⚡⚡
2026-02-23 00:00:46 [INFO]    🏆 HU | VLESS | Пинг: 3915ms | Скорость: 6.89 Mbps ⚡⚡
2026-02-23 00:00:46 [INFO]    🏆 PL | VLESS | Пинг: 4002ms | Скорость: 6.97 Mbps ⚡⚡
2026-02-23 00:00:46 [INFO]    🏆 DE | VLESS | Пинг: 4033ms | Скорость: 6.79 Mbps ⚡⚡
2026-02-23 00:00:46 [INFO]    🏆 HU | VLESS | Пинг: 4201ms | Скорость: 7.99 Mbps ⚡⚡
2026-02-23 00:00:46 [INFO]    🏆 ES | VLESS | Пинг: 3880ms | Скорость: 6.68 Mbps ⚡⚡
2026-02-23 00:00:46 [INFO]    🏆 IT | VLESS | Пинг: 4095ms | Скорость: 6.83 Mbps ⚡⚡
2026-02-23 00:00:46 [INFO]    🏆 ES | VLESS | Пинг: 4118ms | Скорость: 6.87 Mbps ⚡⚡
2026-02-23 00:00:46 [INFO]    🏆 TR | VLESS | Пинг: 4118ms | Скорость: 6.99 Mbps ⚡⚡
2026-02-23 00:00:46 [INFO]    🏆 HU | VLESS | Пинг: 4187ms | Скорость: 7.52 Mbps ⚡⚡
2026-02-23 00:00:47 [INFO]    🏆 TR | VLESS | Пинг: 4024ms | Скорость: 5.4 Mbps ⚡⚡
2026-02-23 00:00:47 [INFO]    🏆 TR | VLESS | Пинг: 4110ms | Скорость: 5.23 Mbps ⚡⚡
2026-02-23 00:00:48 [INFO]    🏆 CZ | VLESS | Пинг: 4205ms | Скорость: 9.58 Mbps ⚡⚡
