2026-02-22 02:20:05 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-22 02:20:05 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-22 02:20:06 [INFO] 🔍 Уникальных конфигов собрано: 249
2026-02-22 02:20:06 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-22 02:20:12 [INFO]    [PING OK] DE | VLESS | 4815ms
2026-02-22 02:20:13 [INFO]    [PING OK] CZ | VLESS | 3770ms
2026-02-22 02:20:13 [INFO]    [PING OK] DE | VLESS | 4967ms
2026-02-22 02:20:13 [INFO]    [PING OK] DE | VLESS | 5255ms
2026-02-22 02:20:13 [INFO]    [PING OK] IT | VLESS | 3878ms
2026-02-22 02:20:14 [INFO]    [PING OK] PL | VLESS | 4163ms
2026-02-22 02:20:16 [INFO]    [PING OK] DE | VLESS | 6944ms
2026-02-22 02:20:17 [INFO]    [PING OK] TR | VLESS | 4627ms
2026-02-22 02:20:17 [INFO]    [PING OK] PL | VLESS | 4498ms
2026-02-22 02:20:17 [INFO]    [PING OK] EE | VLESS | 3934ms
2026-02-22 02:20:17 [INFO]    [PING OK] PL | VLESS | 4557ms
2026-02-22 02:20:17 [INFO]    [PING OK] IT | VLESS | 4538ms
2026-02-22 02:20:17 [INFO]    [PING OK] ES | VLESS | 4689ms
2026-02-22 02:20:18 [INFO]    [PING OK] TR | VLESS | 4546ms
2026-02-22 02:20:18 [INFO]    [PING OK] EE | VLESS | 4409ms
2026-02-22 02:20:18 [INFO]    [PING OK] IT | VLESS | 4470ms
2026-02-22 02:20:18 [INFO]    [PING OK] PL | VLESS | 4622ms
2026-02-22 02:20:19 [INFO]    [PING OK] DE | VLESS | 4346ms
2026-02-22 02:20:19 [INFO]    [PING OK] CA | VLESS | 5863ms
2026-02-22 02:20:20 [INFO]    [PING OK] DE | VLESS | 4628ms
2026-02-22 02:20:21 [INFO]    [PING OK] ES | VLESS | 4950ms
2026-02-22 02:20:22 [INFO]    [PING OK] US | VLESS | 5146ms
2026-02-22 02:20:23 [INFO]    [PING OK] DE | VLESS | 4898ms
2026-02-22 02:20:23 [INFO]    [PING OK] ES | VLESS | 5136ms
2026-02-22 02:20:23 [INFO]    [PING OK] HU | VLESS | 5277ms
2026-02-22 02:20:23 [INFO]    [PING OK] PL | VLESS | 5448ms
2026-02-22 02:20:24 [INFO]    [PING OK] NL | VLESS | 5208ms
2026-02-22 02:20:24 [INFO]    [PING OK] PL | VLESS | 5368ms
2026-02-22 02:20:24 [INFO]    [PING OK] TR | VLESS | 5325ms
2026-02-22 02:20:24 [INFO]    [PING OK] PL | VLESS | 5352ms
2026-02-22 02:20:24 [INFO]    [PING OK] PL | VLESS | 5432ms
2026-02-22 02:20:24 [INFO]    [PING OK] CA | VLESS | 6754ms
2026-02-22 02:20:25 [INFO]    [PING OK] DE | VLESS | 5337ms
2026-02-22 02:20:25 [INFO]    [PING OK] CA | VLESS | 6820ms
2026-02-22 02:20:25 [INFO]    [PING OK] LV | VLESS | 5471ms
2026-02-22 02:20:27 [INFO]    [PING OK] CA | VLESS | 9349ms
2026-02-22 02:20:27 [INFO]    [PING OK] CA | VLESS | 5911ms
2026-02-22 02:20:28 [INFO]    [PING OK] CA | VLESS | 7799ms
2026-02-22 02:20:28 [INFO]    [PING OK] CA | VLESS | 5915ms
2026-02-22 02:20:29 [INFO]    [PING OK] CA | VLESS | 6290ms
2026-02-22 02:20:29 [INFO]    [PING OK] NL | VLESS | 4829ms
2026-02-22 02:20:29 [INFO]    [PING OK] CA | VLESS | 5032ms
2026-02-22 02:20:29 [INFO]    [PING OK] CA | VLESS | 6447ms
2026-02-22 02:20:29 [INFO]    [PING OK] NL | VLESS | 4511ms
2026-02-22 02:20:30 [INFO]    [PING OK] CA | VLESS | 5929ms
2026-02-22 02:20:30 [INFO]    [PING OK] US | VLESS | 4975ms
2026-02-22 02:20:30 [INFO]    [PING OK] CA | VLESS | 4813ms
2026-02-22 02:20:31 [INFO]    [PING OK] BE | VLESS | 3878ms
2026-02-22 02:20:31 [INFO]    [PING OK] CA | VLESS | 5789ms
2026-02-22 02:20:31 [INFO]    [PING OK] CA | VLESS | 6019ms
