2026-02-21 17:10:05 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-21 17:10:05 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-21 17:10:06 [INFO] 🔍 Уникальных конфигов собрано: 209
2026-02-21 17:10:06 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-21 17:10:12 [INFO]    [PING OK] FI | VLESS | 4805ms
2026-02-21 17:10:13 [INFO]    [PING OK] DE | VLESS | 5209ms
2026-02-21 17:10:13 [INFO]    [PING OK] TR | VLESS | 3383ms
2026-02-21 17:10:13 [INFO]    [PING OK] PL | VLESS | 2874ms
2026-02-21 17:10:14 [INFO]    [PING OK] DE | VLESS | 6517ms
2026-02-21 17:10:14 [INFO]    [PING OK] DE | VLESS | 5515ms
2026-02-21 17:10:14 [INFO]    [PING OK] DE | VLESS | 6191ms
2026-02-21 17:10:14 [INFO]    [PING OK] HU | VLESS | 2038ms
2026-02-21 17:10:15 [INFO]    [PING OK] TR | VLESS | 2346ms
2026-02-21 17:10:15 [INFO]    [PING OK] DE | VLESS | 5609ms
2026-02-21 17:10:15 [INFO]    [PING OK] HU | VLESS | 2437ms
2026-02-21 17:10:15 [INFO]    [PING OK] ES | VLESS | 2404ms
2026-02-21 17:10:15 [INFO]    [PING OK] ES | VLESS | 3070ms
2026-02-21 17:10:16 [INFO]    [PING OK] DE | VLESS | 8242ms
2026-02-21 17:10:16 [INFO]    [PING OK] IT | VLESS | 3078ms
2026-02-21 17:10:16 [INFO]    [PING OK] IT | VLESS | 2773ms
2026-02-21 17:10:16 [INFO]    [PING OK] HU | VLESS | 2789ms
2026-02-21 17:10:17 [INFO]    [PING OK] IT | VLESS | 2974ms
2026-02-21 17:10:17 [INFO]    [PING OK] DE | VLESS | 3715ms
2026-02-21 17:10:17 [INFO]    [PING OK] DE | VLESS | 3174ms
2026-02-21 17:10:17 [INFO]    [PING OK] ES | VLESS | 3096ms
2026-02-21 17:10:17 [INFO]    [PING OK] ES | VLESS | 3681ms
2026-02-21 17:10:17 [INFO]    [PING OK] DE | VLESS | 8667ms
2026-02-21 17:10:17 [INFO]    [PING OK] HU | VLESS | 3419ms
2026-02-21 17:10:17 [INFO]    [PING OK] ES | VLESS | 3469ms
2026-02-21 17:10:18 [INFO]    [PING OK] CZ | VLESS | 9391ms
2026-02-21 17:10:19 [INFO]    [PING OK] PL | VLESS | 3909ms
2026-02-21 17:10:19 [INFO]    [PING OK] TR | VLESS | 3841ms
2026-02-21 17:10:19 [INFO]    [PING OK] DE | VLESS | 4208ms
2026-02-21 17:10:20 [INFO]    [PING OK] PL | VLESS | 3806ms
2026-02-21 17:10:20 [INFO]    [PING OK] IT | VLESS | 3859ms
2026-02-21 17:10:20 [INFO]    [PING OK] EE | VLESS | 3951ms
2026-02-21 17:10:20 [INFO]    [PING OK] ES | VLESS | 4620ms
2026-02-21 17:10:20 [INFO]    [PING OK] TR | VLESS | 3922ms
2026-02-21 17:10:21 [INFO]    [PING OK] IT | VLESS | 3768ms
2026-02-21 17:10:21 [INFO]    [PING OK] ES | VLESS | 5705ms
2026-02-21 17:10:22 [INFO]    [PING OK] HU | VLESS | 3609ms
2026-02-21 17:10:22 [INFO]    [PING OK] PL | VLESS | 3681ms
2026-02-21 17:10:22 [INFO]    [PING OK] TR | VLESS | 3731ms
2026-02-21 17:10:22 [INFO]    [PING OK] PL | VLESS | 3692ms
2026-02-21 17:10:23 [INFO]    [PING OK] PL | VLESS | 7366ms
2026-02-21 17:10:23 [INFO]    [PING OK] PL | VLESS | 4767ms
2026-02-21 17:10:24 [INFO]    [PING OK] HU | VLESS | 3782ms
2026-02-21 17:10:25 [INFO]    [PING OK] PL | VLESS | 4305ms
2026-02-21 17:10:25 [INFO]    [PING OK] ES | VLESS | 3954ms
2026-02-21 17:10:25 [INFO]    [PING OK] TR | VLESS | 4395ms
2026-02-21 17:10:25 [INFO]    [PING OK] PL | VLESS | 4154ms
2026-02-21 17:10:25 [INFO]    [PING OK] PL | VLESS | 4310ms
2026-02-21 17:10:28 [INFO]    [PING OK] CA | VLESS | 4899ms
2026-02-21 17:10:28 [INFO]    [PING OK] HU | VLESS | 4840ms
2026-02-21 17:10:28 [INFO]    [PING OK] HU | VLESS | 4751ms
2026-02-21 17:10:29 [INFO]    [PING OK] PL | VLESS | 6570ms
2026-02-21 17:10:31 [INFO]    [PING OK] PL | VLESS | 7068ms
2026-02-21 17:10:31 [INFO]    [PING OK] DE | VLESS | 3417ms
2026-02-21 17:10:32 [INFO]    [PING OK] DE | VLESS | 6816ms
2026-02-21 17:10:34 [INFO] 🏎️ ЭТАП 2: Глубокий замер скорости для 40 иностранных кандидатов...
2026-02-21 17:10:38 [INFO]    🏆 HU | VLESS | Пинг: 3419ms | Скорость: 7.63 Mbps ⚡⚡
2026-02-21 17:10:38 [INFO]    🏆 TR | VLESS | Пинг: 2346ms | Скорость: 6.9 Mbps ⚡⚡
2026-02-21 17:10:38 [INFO]    🏆 ES | VLESS | Пинг: 3096ms | Скорость: 7.25 Mbps ⚡⚡
2026-02-21 17:10:38 [INFO]    🏆 ES | VLESS | Пинг: 2404ms | Скорость: 6.54 Mbps ⚡⚡
2026-02-21 17:10:38 [INFO]    🏆 HU | VLESS | Пинг: 2789ms | Скорость: 6.5 Mbps ⚡⚡
2026-02-21 17:10:38 [INFO]    🏆 PL | VLESS | Пинг: 2874ms | Скорость: 5.93 Mbps ⚡⚡
2026-02-21 17:10:38 [INFO]    🏆 HU | VLESS | Пинг: 2038ms | Скорость: 5.74 Mbps ⚡⚡
2026-02-21 17:10:40 [INFO]    🏆 TR | VLESS | Пинг: 3383ms | Скорость: 3.73 Mbps ⚡⚡
2026-02-21 17:10:40 [INFO]    🏆 TR | VLESS | Пинг: 3731ms | Скорость: 13.1 Mbps ⚡⚡
2026-02-21 17:10:41 [INFO]    🏆 HU | VLESS | Пинг: 2437ms | Скорость: 3.21 Mbps ⚡⚡
2026-02-21 17:10:41 [INFO]    🏆 ES | VLESS | Пинг: 3070ms | Скорость: 1.68 Mbps ⚡
2026-02-21 17:10:41 [INFO]    🏆 DE | VLESS | Пинг: 3174ms | Скорость: 1.97 Mbps ⚡
2026-02-21 17:10:41 [INFO]    🏆 IT | VLESS | Пинг: 2974ms | Скорость: 0.92 Mbps 
2026-02-21 17:10:41 [INFO]    🏆 PL | VLESS | Пинг: 3681ms | Скорость: 6.86 Mbps ⚡⚡
2026-02-21 17:10:44 [INFO]    🏆 ES | VLESS | Пинг: 3954ms | Скорость: 10.41 Mbps ⚡⚡
2026-02-21 17:10:44 [INFO]    🏆 EE | VLESS | Пинг: 3951ms | Скорость: 8.83 Mbps ⚡⚡
2026-02-21 17:10:44 [INFO]    🏆 PL | VLESS | Пинг: 3806ms | Скорость: 7.4 Mbps ⚡⚡
2026-02-21 17:10:44 [INFO]    🏆 PL | VLESS | Пинг: 4154ms | Скорость: 9.2 Mbps ⚡⚡
2026-02-21 17:10:44 [INFO]    🏆 HU | VLESS | Пинг: 3609ms | Скорость: 2.4 Mbps ⚡
2026-02-21 17:10:44 [INFO]    🏆 TR | VLESS | Пинг: 3922ms | Скорость: 7.52 Mbps ⚡⚡
2026-02-21 17:10:44 [INFO]    🏆 ES | VLESS | Пинг: 3469ms | Скорость: 2.63 Mbps ⚡
2026-02-21 17:10:44 [INFO]    🏆 ES | VLESS | Пинг: 3681ms | Скорость: 2.65 Mbps ⚡
2026-02-21 17:10:47 [INFO]    🏆 IT | VLESS | Пинг: 3768ms | Скорость: 0.83 Mbps 
2026-02-21 17:10:47 [INFO]    🏆 PL | VLESS | Пинг: 4310ms | Скорость: 8.52 Mbps ⚡⚡
2026-02-21 17:10:47 [INFO]    🏆 FI | VLESS | Пинг: 4805ms | Скорость: 9.21 Mbps ⚡⚡
2026-02-21 17:10:48 [INFO]    🏆 HU | VLESS | Пинг: 3782ms | Скорость: 1.41 Mbps 
2026-02-21 17:10:48 [INFO]    🏆 IT | VLESS | Пинг: 3859ms | Скорость: 0.95 Mbps 
2026-02-21 17:10:48 [INFO]    🏆 PL | VLESS | Пинг: 3909ms | Скорость: 1.64 Mbps ⚡
2026-02-21 17:10:49 [INFO]    🏆 ES | VLESS | Пинг: 4620ms | Скорость: 5.42 Mbps ⚡⚡
2026-02-21 17:10:49 [INFO]    🏆 HU | VLESS | Пинг: 4751ms | Скорость: 5.26 Mbps ⚡⚡
2026-02-21 17:10:51 [INFO]    🏆 TR | VLESS | Пинг: 4395ms | Скорость: 2.93 Mbps ⚡
2026-02-21 17:10:51 [INFO] 📊 Итого в подписке сохранено иностранных серверов: 10
2026-02-21 17:10:51 [INFO] 💾 Файл успешно сохранен: FL1PVPN
