2026-02-22 20:10:06 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-22 20:10:06 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-22 20:10:08 [INFO] 🔍 Уникальных конфигов собрано: 247
2026-02-22 20:10:08 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-22 20:10:13 [INFO]    [PING OK] CZ | VLESS | 4210ms
2026-02-22 20:10:14 [INFO]    [PING OK] ES | VLESS | 3765ms
2026-02-22 20:10:15 [INFO]    [PING OK] PL | VLESS | 2875ms
2026-02-22 20:10:16 [INFO]    [PING OK] DE | VLESS | 6673ms
2026-02-22 20:10:16 [INFO]    [PING OK] DE | VLESS | 7030ms
2026-02-22 20:10:16 [INFO]    [PING OK] ES | VLESS | 2902ms
2026-02-22 20:10:17 [INFO]    [PING OK] IT | VLESS | 2916ms
2026-02-22 20:10:17 [INFO]    [PING OK] HU | VLESS | 2873ms
2026-02-22 20:10:17 [INFO]    [PING OK] DE | VLESS | 7723ms
2026-02-22 20:10:17 [INFO]    [PING OK] HU | VLESS | 3007ms
2026-02-22 20:10:17 [INFO]    [PING OK] TR | VLESS | 3004ms
2026-02-22 20:10:17 [INFO]    [PING OK] TR | VLESS | 3124ms
2026-02-22 20:10:17 [INFO]    [PING OK] PL | VLESS | 3142ms
2026-02-22 20:10:17 [INFO]    [PING OK] DE | VLESS | 8288ms
2026-02-22 20:10:18 [INFO]    [PING OK] ES | VLESS | 3431ms
2026-02-22 20:10:18 [INFO]    [PING OK] DE | VLESS | 4119ms
2026-02-22 20:10:18 [INFO]    [PING OK] US | VLESS | 3588ms
2026-02-22 20:10:18 [INFO]    [PING OK] HU | VLESS | 3534ms
2026-02-22 20:10:19 [INFO]    [PING OK] TR | VLESS | 3596ms
2026-02-22 20:10:19 [INFO]    [PING OK] IT | VLESS | 3739ms
2026-02-22 20:10:19 [INFO]    [PING OK] DE | VLESS | 3955ms
2026-02-22 20:10:19 [INFO]    [PING OK] ES | VLESS | 3657ms
2026-02-22 20:10:19 [INFO]    [PING OK] IT | VLESS | 3870ms
2026-02-22 20:10:20 [INFO]    [PING OK] NL | VLESS | 4053ms
2026-02-22 20:10:21 [INFO]    [PING OK] ES | VLESS | 4082ms
2026-02-22 20:10:21 [INFO]    [PING OK] HU | VLESS | 4280ms
2026-02-22 20:10:21 [INFO]    [PING OK] NL | VLESS | 4099ms
2026-02-22 20:10:21 [INFO]    [PING OK] HU | VLESS | 3817ms
2026-02-22 20:10:22 [INFO]    [PING OK] HU | VLESS | 3904ms
2026-02-22 20:10:22 [INFO]    [PING OK] PL | VLESS | 4407ms
2026-02-22 20:10:22 [INFO]    [PING OK] PL | VLESS | 4874ms
2026-02-22 20:10:23 [INFO]    [PING OK] PL | VLESS | 5500ms
2026-02-22 20:10:23 [INFO]    [PING OK] DE | VLESS | 6859ms
2026-02-22 20:10:23 [INFO]    [PING OK] TR | VLESS | 4647ms
2026-02-22 20:10:23 [INFO]    [PING OK] NL | VLESS | 4778ms
2026-02-22 20:10:24 [INFO]    [PING OK] HU | VLESS | 4337ms
2026-02-22 20:10:24 [INFO]    [PING OK] PL | VLESS | 4724ms
2026-02-22 20:10:24 [INFO]    [PING OK] PL | VLESS | 5005ms
2026-02-22 20:10:24 [INFO]    [PING OK] ES | VLESS | 4550ms
2026-02-22 20:10:24 [INFO]    [PING OK] ES | VLESS | 4312ms
2026-02-22 20:10:24 [INFO]    [PING OK] ES | VLESS | 5497ms
2026-02-22 20:10:26 [INFO]    [PING OK] HU | VLESS | 5212ms
2026-02-22 20:10:26 [INFO]    [PING OK] PL | VLESS | 5336ms
2026-02-22 20:10:27 [INFO]    [PING OK] CA | VLESS | 5935ms
2026-02-22 20:10:27 [INFO]    [PING OK] NL | VLESS | 6052ms
2026-02-22 20:10:30 [INFO]    [PING OK] CA | VLESS | 6579ms
2026-02-22 20:10:30 [INFO]    [PING OK] CA | VLESS | 6408ms
2026-02-22 20:10:31 [INFO]    [PING OK] CA | VLESS | 5843ms
2026-02-22 20:10:32 [INFO]    [PING OK] TR | VLESS | 5189ms
2026-02-22 20:10:34 [INFO]    [PING OK] DE | VLESS | 1395ms
2026-02-22 20:10:34 [INFO]    [PING OK] CA | VLESS | 6723ms
2026-02-22 20:10:36 [INFO]    [PING OK] DE | VLESS | 2815ms
