2026-02-25 15:20:05 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-25 15:20:05 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-25 15:20:08 [INFO] 🔍 Уникальных конфигов собрано: 201
2026-02-25 15:20:08 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-25 15:20:13 [INFO]    [PING OK] NL | VLESS | 4522ms
2026-02-25 15:20:14 [INFO]    [PING OK] DE | VLESS | 4643ms
2026-02-25 15:20:14 [INFO]    [PING OK] NL | VLESS | 4624ms
2026-02-25 15:20:14 [INFO]    [PING OK] DE | VLESS | 4229ms
2026-02-25 15:20:14 [INFO]    [PING OK] DE | VLESS | 4535ms
2026-02-25 15:20:14 [INFO]    [PING OK] NL | VLESS | 5241ms
2026-02-25 15:20:14 [INFO]    [PING OK] DE | VLESS | 4599ms
2026-02-25 15:20:14 [INFO]    [PING OK] NL | VLESS | 4289ms
2026-02-25 15:20:14 [INFO]    [PING OK] FI | VLESS | 4317ms
2026-02-25 15:20:15 [INFO]    [PING OK] NL | VLESS | 3801ms
2026-02-25 15:20:15 [INFO]    [PING OK] DE | VLESS | 3606ms
2026-02-25 15:20:16 [INFO]    [PING OK] NL | VLESS | 3959ms
2026-02-25 15:20:18 [INFO]    [PING OK] DE | VLESS | 3832ms
2026-02-25 15:20:18 [INFO]    [PING OK] DE | VLESS | 3958ms
2026-02-25 15:20:18 [INFO]    [PING OK] FI | VLESS | 3901ms
2026-02-25 15:20:19 [INFO]    [PING OK] US | VLESS | 3813ms
2026-02-25 15:20:20 [INFO]    [PING OK] DE | VLESS | 4335ms
2026-02-25 15:20:20 [INFO]    [PING OK] DE | VLESS | 3695ms
2026-02-25 15:20:20 [INFO]    [PING OK] DE | VLESS | 4734ms
2026-02-25 15:20:21 [INFO]    [PING OK] NL | VLESS | 3687ms
2026-02-25 15:20:22 [INFO]    [PING OK] LT | VLESS | 4742ms
2026-02-25 15:20:25 [INFO]    [PING OK] US | VLESS | 5481ms
2026-02-25 15:20:25 [INFO]    [PING OK] NL | VLESS | 5425ms
2026-02-25 15:20:25 [INFO]    [PING OK] US | VLESS | 5781ms
2026-02-25 15:20:25 [INFO]    [PING OK] US | VLESS | 5666ms
2026-02-25 15:20:25 [INFO]    [PING OK] TR | VLESS | 5513ms
2026-02-25 15:20:25 [INFO]    [PING OK] US | VLESS | 5971ms
2026-02-25 15:20:25 [INFO]    [PING OK] LV | VLESS | 4865ms
2026-02-25 15:20:26 [INFO]    [PING OK] US | VLESS | 5681ms
2026-02-25 15:20:26 [INFO]    [PING OK] CA | VLESS | 6044ms
2026-02-25 15:20:26 [INFO]    [PING OK] DE | VLESS | 6735ms
2026-02-25 15:20:27 [INFO]    [PING OK] US | VLESS | 4399ms
2026-02-25 15:20:27 [INFO]    [PING OK] DE | VLESS | 7466ms
2026-02-25 15:20:28 [INFO]    [PING OK] US | VLESS | 3876ms
2026-02-25 15:20:29 [INFO]    [PING OK] US | VLESS | 3737ms
2026-02-25 15:20:30 [INFO]    [PING OK] US | VLESS | 3647ms
2026-02-25 15:20:30 [INFO]    [PING OK] US | VLESS | 3394ms
2026-02-25 15:20:30 [INFO]    [PING OK] NL | VLESS | 2470ms
2026-02-25 15:20:30 [INFO]    [PING OK] US | VLESS | 2889ms
2026-02-25 15:20:31 [INFO]    [PING OK] US | VLESS | 1245ms
2026-02-25 15:20:31 [INFO]    [PING OK] US | VLESS | 1660ms
2026-02-25 15:20:31 [INFO]    [PING OK] US | VLESS | 1536ms
2026-02-25 15:20:31 [INFO]    [PING OK] US | VLESS | 3554ms
2026-02-25 15:20:32 [INFO]    [PING OK] US | VLESS | 8751ms
2026-02-25 15:20:33 [INFO]    [PING OK] DE | VLESS | 3862ms
2026-02-25 15:20:35 [INFO] 🏎️ ЭТАП 2: Глубокий замер скорости для 40 иностранных кандидатов...
2026-02-25 15:20:39 [INFO]    🏆 NL | VLESS | Пинг: 2470ms | Скорость: 6.25 Mbps ⚡⚡
2026-02-25 15:20:39 [INFO]    🏆 DE | VLESS | Пинг: 3606ms | Скорость: 6.35 Mbps ⚡⚡
2026-02-25 15:20:39 [INFO]    🏆 NL | VLESS | Пинг: 3687ms | Скорость: 6.46 Mbps ⚡⚡
2026-02-25 15:20:39 [INFO]    🏆 DE | VLESS | Пинг: 3695ms | Скорость: 6.42 Mbps ⚡⚡
2026-02-25 15:20:39 [INFO]    🏆 US | VLESS | Пинг: 3647ms | Скорость: 5.49 Mbps ⚡⚡
2026-02-25 15:20:40 [INFO]    🏆 US | VLESS | Пинг: 1245ms | Скорость: 5.0 Mbps ⚡⚡
2026-02-25 15:20:40 [INFO]    🏆 DE | VLESS | Пинг: 3832ms | Скорость: 4.76 Mbps ⚡⚡
2026-02-25 15:20:40 [INFO]    🏆 US | VLESS | Пинг: 2889ms | Скорость: 4.37 Mbps ⚡⚡
2026-02-25 15:20:41 [INFO]    🏆 US | VLESS | Пинг: 3394ms | Скорость: 3.58 Mbps ⚡⚡
2026-02-25 15:20:42 [INFO]    🏆 US | VLESS | Пинг: 1660ms | Скорость: 3.39 Mbps ⚡⚡
2026-02-25 15:20:42 [INFO]    🏆 DE | VLESS | Пинг: 3862ms | Скорость: 9.3 Mbps ⚡⚡
2026-02-25 15:20:42 [INFO]    🏆 US | VLESS | Пинг: 3737ms | Скорость: 1.22 Mbps 
2026-02-25 15:20:42 [INFO]    🏆 US | VLESS | Пинг: 3554ms | Скорость: 1.21 Mbps 
2026-02-25 15:20:42 [INFO]    🏆 US | VLESS | Пинг: 1536ms | Скорость: 1.44 Mbps 
2026-02-25 15:20:43 [INFO]    🏆 DE | VLESS | Пинг: 4229ms | Скорость: 9.84 Mbps ⚡⚡
