2026-02-27 11:40:06 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-27 11:40:06 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-27 11:40:07 [INFO] 🔍 Уникальных конфигов собрано: 232
2026-02-27 11:40:07 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-27 11:40:12 [INFO]    [PING OK] FI | VLESS | 4421ms
2026-02-27 11:40:31 [INFO]    [PING OK] DE | VLESS | 3893ms
2026-02-27 11:40:32 [INFO]    [PING OK] NL | VLESS | 3716ms
2026-02-27 11:40:32 [INFO]    [PING OK] DE | VLESS | 2459ms
2026-02-27 11:40:32 [INFO]    [PING OK] DE | VLESS | 3589ms
2026-02-27 11:40:32 [INFO]    [PING OK] SG | VLESS | 1882ms
2026-02-27 11:40:32 [INFO]    [PING OK] DE | VLESS | 3109ms
2026-02-27 11:40:33 [INFO]    [PING OK] CA | VLESS | 2828ms
2026-02-27 11:40:33 [INFO]    [PING OK] DE | VLESS | 3267ms
2026-02-27 11:40:34 [INFO]    [PING OK] DE | VLESS | 6396ms
2026-02-27 11:40:37 [INFO] 🏎️ ЭТАП 2: Глубокий замер скорости для 40 иностранных кандидатов...
2026-02-27 11:40:41 [INFO]    🏆 DE | VLESS | Пинг: 2663ms | Скорость: 5.74 Mbps ⚡⚡
2026-02-27 11:40:41 [INFO]    🏆 SE | VLESS | Пинг: 2862ms | Скорость: 5.97 Mbps ⚡⚡
2026-02-27 11:40:41 [INFO]    🏆 DE | VLESS | Пинг: 2705ms | Скорость: 5.54 Mbps ⚡⚡
2026-02-27 11:40:41 [INFO]    🏆 HU | VLESS | Пинг: 2567ms | Скорость: 5.47 Mbps ⚡⚡
2026-02-27 11:40:41 [INFO]    🏆 HU | VLESS | Пинг: 2730ms | Скорость: 5.47 Mbps ⚡⚡
2026-02-27 11:40:41 [INFO]    🏆 US | VLESS | Пинг: 2980ms | Скорость: 5.62 Mbps ⚡⚡
2026-02-27 11:40:41 [INFO]    🏆 NL | VLESS | Пинг: 2375ms | Скорость: 5.2 Mbps ⚡⚡
2026-02-27 11:40:41 [INFO]    🏆 ES | VLESS | Пинг: 2778ms | Скорость: 5.32 Mbps ⚡⚡
2026-02-27 11:40:41 [INFO]    🏆 TR | VLESS | Пинг: 2894ms | Скорость: 5.25 Mbps ⚡⚡
2026-02-27 11:40:41 [INFO]    🏆 TR | VLESS | Пинг: 2723ms | Скорость: 5.01 Mbps ⚡⚡
2026-02-27 11:40:41 [INFO]    🏆 SG | VLESS | Пинг: 1882ms | Скорость: 4.83 Mbps ⚡⚡
2026-02-27 11:40:42 [INFO]    🏆 FI | VLESS | Пинг: 3002ms | Скорость: 5.01 Mbps ⚡⚡
2026-02-27 11:40:44 [INFO]    🏆 DE | VLESS | Пинг: 3052ms | Скорость: 9.46 Mbps ⚡⚡
2026-02-27 11:40:44 [INFO]    🏆 PL | VLESS | Пинг: 3088ms | Скорость: 8.0 Mbps ⚡⚡
2026-02-27 11:40:44 [INFO]    🏆 FR | VLESS | Пинг: 3063ms | Скорость: 7.73 Mbps ⚡⚡
2026-02-27 11:40:44 [INFO]    🏆 DE | VLESS | Пинг: 3136ms | Скорость: 8.06 Mbps ⚡⚡
2026-02-27 11:40:44 [INFO]    🏆 DE | VLESS | Пинг: 3139ms | Скорость: 7.92 Mbps ⚡⚡
2026-02-27 11:40:45 [INFO]    🏆 DE | VLESS | Пинг: 3126ms | Скорость: 7.64 Mbps ⚡⚡
2026-02-27 11:40:45 [INFO]    🏆 PL | VLESS | Пинг: 3141ms | Скорость: 7.74 Mbps ⚡⚡
2026-02-27 11:40:45 [INFO]    🏆 EE | VLESS | Пинг: 3156ms | Скорость: 8.15 Mbps ⚡⚡
2026-02-27 11:40:45 [INFO]    🏆 FI | VLESS | Пинг: 3134ms | Скорость: 6.85 Mbps ⚡⚡
2026-02-27 11:40:46 [INFO]    🏆 PL | VLESS | Пинг: 3192ms | Скорость: 11.92 Mbps ⚡⚡
2026-02-27 11:40:46 [INFO]    🏆 PL | VLESS | Пинг: 3184ms | Скорость: 10.16 Mbps ⚡⚡
2026-02-27 11:40:47 [INFO]    🏆 PL | VLESS | Пинг: 3245ms | Скорость: 10.52 Mbps ⚡⚡
2026-02-27 11:40:47 [INFO]    🏆 DE | VLESS | Пинг: 3251ms | Скорость: 11.68 Mbps ⚡⚡
2026-02-27 11:40:48 [INFO]    🏆 DE | VLESS | Пинг: 3109ms | Скорость: 1.43 Mbps 
2026-02-27 11:40:48 [INFO]    🏆 DE | VLESS | Пинг: 3267ms | Скорость: 7.93 Mbps ⚡⚡
2026-02-27 11:40:48 [INFO]    🏆 CH | VLESS | Пинг: 3152ms | Скорость: 2.96 Mbps ⚡
2026-02-27 11:40:51 [INFO]    🏆 ES | VLESS | Пинг: 3249ms | Скорость: 1.44 Mbps 
2026-02-27 11:40:52 [INFO]    🏆 PL | VLESS | Пинг: 3311ms | Скорость: 1.81 Mbps ⚡
2026-02-27 11:40:52 [INFO] 📊 Итого в подписке сохранено иностранных серверов: 10
2026-02-27 11:40:52 [INFO] 💾 Файл успешно сохранен: FL1PVPN
