2026-02-27 11:40:06 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-27 11:40:06 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-27 11:40:07 [INFO] 🔍 Уникальных конфигов собрано: 232
2026-02-27 11:40:07 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-27 11:40:12 [INFO]    [PING OK] FI | VLESS | 4421ms
2026-02-27 11:40:13 [INFO]    [PING OK] PL | VLESS | 4672ms
2026-02-27 11:40:13 [INFO]    [PING OK] FI | VLESS | 4435ms
2026-02-27 11:40:13 [INFO]    [PING OK] DE | VLESS | 4062ms
2026-02-27 11:40:13 [INFO]    [PING OK] CA | VLESS | 4568ms
2026-02-27 11:40:13 [INFO]    [PING OK] ES | VLESS | 4666ms
2026-02-27 11:40:13 [INFO]    [PING OK] DE | VLESS | 4369ms
2026-02-27 11:40:13 [INFO]    [PING OK] CA | VLESS | 4566ms
2026-02-27 11:40:13 [INFO]    [PING OK] FI | VLESS | 4085ms
2026-02-27 11:40:13 [INFO]    [PING OK] DE | VLESS | 4600ms
2026-02-27 11:40:13 [INFO]    [PING OK] FI | VLESS | 5108ms
2026-02-27 11:40:13 [INFO]    [PING OK] HU | VLESS | 4191ms
2026-02-27 11:40:13 [INFO]    [PING OK] TR | VLESS | 3696ms
2026-02-27 11:40:14 [INFO]    [PING OK] FI | VLESS | 5592ms
2026-02-27 11:40:14 [INFO]    [PING OK] LT | VLESS | 5138ms
2026-02-27 11:40:14 [INFO]    [PING OK] DE | VLESS | 6056ms
2026-02-27 11:40:14 [INFO]    [PING OK] LT | VLESS | 4502ms
2026-02-27 11:40:14 [INFO]    [PING OK] FI | VLESS | 4011ms
2026-02-27 11:40:14 [INFO]    [PING OK] DE | VLESS | 3613ms
2026-02-27 11:40:15 [INFO]    [PING OK] NG | VLESS | 4588ms
2026-02-27 11:40:15 [INFO]    [PING OK] DE | VLESS | 3831ms
2026-02-27 11:40:15 [INFO]    [PING OK] NL | VLESS | 5532ms
2026-02-27 11:40:16 [INFO]    [PING OK] NL | VLESS | 7515ms
2026-02-27 11:40:16 [INFO]    [PING OK] PL | VLESS | 3734ms
2026-02-27 11:40:17 [INFO]    [PING OK] HU | VLESS | 3448ms
2026-02-27 11:40:17 [INFO]    [PING OK] TR | VLESS | 3776ms
2026-02-27 11:40:17 [INFO]    [PING OK] TR | VLESS | 3805ms
2026-02-27 11:40:17 [INFO]    [PING OK] ES | VLESS | 3464ms
2026-02-27 11:40:17 [INFO]    [PING OK] FI | VLESS | 3543ms
2026-02-27 11:40:17 [INFO]    [PING OK] FR | VLESS | 9160ms
2026-02-27 11:40:17 [INFO]    [PING OK] IT | VLESS | 3651ms
2026-02-27 11:40:18 [INFO]    [PING OK] TR | VLESS | 3331ms
2026-02-27 11:40:18 [INFO]    [PING OK] ES | VLESS | 3354ms
2026-02-27 11:40:18 [INFO]    [PING OK] EE | VLESS | 3403ms
2026-02-27 11:40:18 [INFO]    [PING OK] DE | VLESS | 3139ms
2026-02-27 11:40:18 [INFO]    [PING OK] ES | VLESS | 3249ms
2026-02-27 11:40:18 [INFO]    [PING OK] IT | VLESS | 3135ms
2026-02-27 11:40:19 [INFO]    [PING OK] PL | VLESS | 3088ms
2026-02-27 11:40:19 [INFO]    [PING OK] FI | VLESS | 4719ms
2026-02-27 11:40:19 [INFO]    [PING OK] US | VLESS | 3169ms
2026-02-27 11:40:19 [INFO]    [PING OK] PL | VLESS | 3184ms
2026-02-27 11:40:19 [INFO]    [PING OK] DE | VLESS | 3126ms
2026-02-27 11:40:19 [INFO]    [PING OK] FI | VLESS | 3455ms
2026-02-27 11:40:20 [INFO]    [PING OK] FI | VLESS | 5879ms
2026-02-27 11:40:20 [INFO]    [PING OK] PL | VLESS | 6467ms
2026-02-27 11:40:21 [INFO]    [PING OK] PL | VLESS | 3381ms
2026-02-27 11:40:21 [INFO]    [PING OK] EE | VLESS | 3156ms
2026-02-27 11:40:21 [INFO]    [PING OK] FR | VLESS | 3223ms
2026-02-27 11:40:22 [INFO]    [PING OK] FI | VLESS | 7750ms
2026-02-27 11:40:22 [INFO]    [PING OK] US | VLESS | 3614ms
2026-02-27 11:40:22 [INFO]    [PING OK] FR | VLESS | 3063ms
2026-02-27 11:40:22 [INFO]    [PING OK] FI | VLESS | 3134ms
2026-02-27 11:40:22 [INFO]    [PING OK] TR | VLESS | 2894ms
2026-02-27 11:40:22 [INFO]    [PING OK] ES | VLESS | 4057ms
2026-02-27 11:40:22 [INFO]    [PING OK] FI | VLESS | 3002ms
2026-02-27 11:40:22 [INFO]    [PING OK] TR | VLESS | 2723ms
2026-02-27 11:40:23 [INFO]    [PING OK] HU | VLESS | 2567ms
2026-02-27 11:40:23 [INFO]    [PING OK] NL | VLESS | 2375ms
2026-02-27 11:40:23 [INFO]    [PING OK] HU | VLESS | 3236ms
2026-02-27 11:40:25 [INFO]    [PING OK] PL | VLESS | 3141ms
2026-02-27 11:40:25 [INFO]    [PING OK] CH | VLESS | 3152ms
2026-02-27 11:40:25 [INFO]    [PING OK] US | VLESS | 3203ms
2026-02-27 11:40:26 [INFO]    [PING OK] FI | VLESS | 3586ms
2026-02-27 11:40:26 [INFO]    [PING OK] NL | VLESS | 3057ms
2026-02-27 11:40:26 [INFO]    [PING OK] PL | VLESS | 3192ms
2026-02-27 11:40:26 [INFO]    [PING OK] ES | VLESS | 3423ms
2026-02-27 11:40:26 [INFO]    [PING OK] DE | VLESS | 3201ms
2026-02-27 11:40:26 [INFO]    [PING OK] DE | VLESS | 3386ms
2026-02-27 11:40:26 [INFO]    [PING OK] US | VLESS | 2980ms
2026-02-27 11:40:27 [INFO]    [PING OK] DE | VLESS | 3251ms
2026-02-27 11:40:27 [INFO]    [PING OK] ES | VLESS | 2778ms
2026-02-27 11:40:27 [INFO]    [PING OK] HU | VLESS | 2730ms
2026-02-27 11:40:27 [INFO]    [PING OK] SE | VLESS | 2862ms
2026-02-27 11:40:27 [INFO]    [PING OK] HU | VLESS | 4272ms
2026-02-27 11:40:27 [INFO]    [PING OK] AE | VLESS | 3389ms
2026-02-27 11:40:27 [INFO]    [PING OK] DE | VLESS | 2663ms
2026-02-27 11:40:27 [INFO]    [PING OK] PL | VLESS | 3311ms
2026-02-27 11:40:28 [INFO]    [PING OK] VN | VLESS | 4177ms
2026-02-27 11:40:29 [INFO]    [PING OK] DE | VLESS | 2705ms
2026-02-27 11:40:29 [INFO]    [PING OK] US | VLESS | 2989ms
2026-02-27 11:40:29 [INFO]    [PING OK] DE | VLESS | 3052ms
2026-02-27 11:40:30 [INFO]    [PING OK] PL | VLESS | 3245ms
2026-02-27 11:40:31 [INFO]    [PING OK] KZ | VLESS | 5826ms
2026-02-27 11:40:31 [INFO]    [PING OK] US | VLESS | 3600ms
2026-02-27 11:40:31 [INFO]    [PING OK] DE | VLESS | 6748ms
2026-02-27 11:40:31 [INFO]    [PING OK] PL | VLESS | 3676ms
2026-02-27 11:40:31 [INFO]    [PING OK] DE | VLESS | 3679ms
2026-02-27 11:40:31 [INFO]    [PING OK] LV | VLESS | 3525ms
2026-02-27 11:40:31 [INFO]    [PING OK] DE | VLESS | 3704ms
2026-02-27 11:40:31 [INFO]    [PING OK] DE | VLESS | 3136ms
