2026-02-25 17:10:05 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-25 17:10:05 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-25 17:10:07 [INFO] 🔍 Уникальных конфигов собрано: 156
2026-02-25 17:10:07 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-25 17:10:13 [INFO]    [PING OK] NL | VLESS | 5586ms
2026-02-25 17:10:14 [INFO]    [PING OK] DE | VLESS | 5428ms
2026-02-25 17:10:14 [INFO]    [PING OK] NL | VLESS | 5581ms
2026-02-25 17:10:14 [INFO]    [PING OK] FI | VLESS | 5599ms
2026-02-25 17:10:14 [INFO]    [PING OK] DE | VLESS | 6114ms
2026-02-25 17:10:14 [INFO]    [PING OK] US | VLESS | 6090ms
2026-02-25 17:10:14 [INFO]    [PING OK] NL | VLESS | 5822ms
2026-02-25 17:10:14 [INFO]    [PING OK] NL | VLESS | 6368ms
2026-02-25 17:10:15 [INFO]    [PING OK] NL | VLESS | 6719ms
2026-02-25 17:10:15 [INFO]    [PING OK] NL | VLESS | 6863ms
2026-02-25 17:10:15 [INFO]    [PING OK] NL | VLESS | 6708ms
2026-02-25 17:10:15 [INFO]    [PING OK] DE | VLESS | 6532ms
2026-02-25 17:10:15 [INFO]    [PING OK] NL | VLESS | 7042ms
2026-02-25 17:10:15 [INFO]    [PING OK] US | VLESS | 5534ms
2026-02-25 17:10:16 [INFO]    [PING OK] US | VLESS | 6188ms
2026-02-25 17:10:16 [INFO]    [PING OK] NL | VLESS | 5655ms
2026-02-25 17:10:16 [INFO]    [PING OK] DE | VLESS | 7892ms
2026-02-25 17:10:17 [INFO]    [PING OK] NL | VLESS | 8895ms
2026-02-25 17:10:17 [INFO]    [PING OK] US | VLESS | 5474ms
2026-02-25 17:10:20 [INFO]    [PING OK] NL | VLESS | 4843ms
2026-02-25 17:10:20 [INFO]    [PING OK] US | VLESS | 6086ms
2026-02-25 17:10:20 [INFO]    [PING OK] NL | VLESS | 4201ms
2026-02-25 17:10:20 [INFO]    [PING OK] DE | VLESS | 3972ms
2026-02-25 17:10:20 [INFO]    [PING OK] US | VLESS | 4665ms
2026-02-25 17:10:21 [INFO]    [PING OK] LT | VLESS | 3713ms
2026-02-25 17:10:21 [INFO]    [PING OK] GB | VLESS | 3408ms
2026-02-25 17:10:21 [INFO]    [PING OK] US | VLESS | 8848ms
2026-02-25 17:10:21 [INFO]    [PING OK] GB | VLESS | 3109ms
2026-02-25 17:10:21 [INFO]    [PING OK] US | VLESS | 3539ms
2026-02-25 17:10:21 [INFO]    [PING OK] US | VLESS | 3469ms
2026-02-25 17:10:21 [INFO]    [PING OK] US | VLESS | 3673ms
2026-02-25 17:10:21 [INFO]    [PING OK] US | VLESS | 5490ms
2026-02-25 17:10:22 [INFO]    [PING OK] US | VLESS | 5946ms
2026-02-25 17:10:22 [INFO]    [PING OK] US | VLESS | 7188ms
2026-02-25 17:10:25 [INFO]    [PING OK] US | VLESS | 9585ms
2026-02-25 17:10:26 [INFO] 🏎️ ЭТАП 2: Глубокий замер скорости для 35 иностранных кандидатов...
2026-02-25 17:10:30 [INFO]    🏆 LT | VLESS | Пинг: 3713ms | Скорость: 5.57 Mbps ⚡⚡
2026-02-25 17:10:30 [INFO]    🏆 NL | VLESS | Пинг: 4843ms | Скорость: 5.4 Mbps ⚡⚡
2026-02-25 17:10:30 [INFO]    🏆 NL | VLESS | Пинг: 4201ms | Скорость: 5.24 Mbps ⚡⚡
2026-02-25 17:10:31 [INFO]    🏆 GB | VLESS | Пинг: 3408ms | Скорость: 4.63 Mbps ⚡⚡
2026-02-25 17:10:31 [INFO]    🏆 US | VLESS | Пинг: 5534ms | Скорость: 4.82 Mbps ⚡⚡
2026-02-25 17:10:31 [INFO]    🏆 GB | VLESS | Пинг: 3109ms | Скорость: 4.25 Mbps ⚡⚡
2026-02-25 17:10:32 [INFO]    🏆 US | VLESS | Пинг: 5474ms | Скорость: 3.89 Mbps ⚡⚡
2026-02-25 17:10:32 [INFO]    🏆 US | VLESS | Пинг: 4665ms | Скорость: 3.79 Mbps ⚡⚡
2026-02-25 17:10:33 [INFO]    🏆 US | VLESS | Пинг: 3539ms | Скорость: 1.86 Mbps ⚡
2026-02-25 17:10:33 [INFO]    🏆 US | VLESS | Пинг: 3469ms | Скорость: 1.57 Mbps ⚡
2026-02-25 17:10:33 [INFO]    🏆 US | VLESS | Пинг: 5490ms | Скорость: 3.26 Mbps ⚡⚡
2026-02-25 17:10:33 [INFO]    🏆 NL | VLESS | Пинг: 5655ms | Скорость: 10.47 Mbps ⚡⚡
2026-02-25 17:10:33 [INFO]    🏆 US | VLESS | Пинг: 3673ms | Скорость: 2.63 Mbps ⚡
2026-02-25 17:10:34 [INFO]    🏆 US | VLESS | Пинг: 6090ms | Скорость: 8.07 Mbps ⚡⚡
2026-02-25 17:10:35 [INFO]    🏆 US | VLESS | Пинг: 6086ms | Скорость: 5.2 Mbps ⚡⚡
2026-02-25 17:10:38 [INFO]    🏆 DE | VLESS | Пинг: 7892ms | Скорость: 6.76 Mbps ⚡⚡
2026-02-25 17:10:38 [INFO]    🏆 US | VLESS | Пинг: 5946ms | Скорость: 2.24 Mbps ⚡
2026-02-25 17:10:39 [INFO]    🏆 DE | VLESS | Пинг: 6532ms | Скорость: 0.96 Mbps 
2026-02-25 17:10:40 [INFO]    🏆 NL | VLESS | Пинг: 7042ms | Скорость: 2.77 Mbps ⚡
2026-02-25 17:10:40 [INFO]    🏆 US | VLESS | Пинг: 7188ms | Скорость: 2.77 Mbps ⚡
2026-02-25 17:10:40 [INFO]    🏆 US | VLESS | Пинг: 9585ms | Скорость: 4.11 Mbps ⚡⚡
2026-02-25 17:10:41 [INFO]    🏆 US | VLESS | Пинг: 8848ms | Скорость: 3.2 Mbps ⚡⚡
2026-02-25 17:10:41 [INFO] 📊 Итого в подписке сохранено иностранных серверов: 10
2026-02-25 17:10:41 [INFO] 💾 Файл успешно сохранен: FL1PVPN
