2026-02-24 10:20:06 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-24 10:20:06 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-24 10:20:07 [INFO] 🔍 Уникальных конфигов собрано: 227
2026-02-24 10:20:07 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-24 10:20:12 [INFO]    [PING OK] FI | VLESS | 4388ms
2026-02-24 10:20:13 [INFO]    [PING OK] ES | VLESS | 4452ms
2026-02-24 10:20:13 [INFO]    [PING OK] PL | VLESS | 4691ms
2026-02-24 10:20:13 [INFO]    [PING OK] TR | VLESS | 4435ms
2026-02-24 10:20:13 [INFO]    [PING OK] HU | VLESS | 3901ms
2026-02-24 10:20:13 [INFO]    [PING OK] ES | VLESS | 3880ms
2026-02-24 10:20:13 [INFO]    [PING OK] PL | VLESS | 3528ms
2026-02-24 10:20:13 [INFO]    [PING OK] FI | VLESS | 4199ms
2026-02-24 10:20:14 [INFO]    [PING OK] DE | VLESS | 5436ms
2026-02-24 10:20:14 [INFO]    [PING OK] IT | VLESS | 3790ms
2026-02-24 10:20:15 [INFO]    [PING OK] ES | VLESS | 4298ms
2026-02-24 10:20:15 [INFO]    [PING OK] DE | VLESS | 6533ms
2026-02-24 10:20:15 [INFO]    [PING OK] PL | VLESS | 4240ms
2026-02-24 10:20:17 [INFO]    [PING OK] IT | VLESS | 3611ms
2026-02-24 10:20:17 [INFO]    [PING OK] IT | VLESS | 4028ms
2026-02-24 10:20:17 [INFO]    [PING OK] DE | VLESS | 3736ms
2026-02-24 10:20:17 [INFO]    [PING OK] PL | VLESS | 3354ms
2026-02-24 10:20:17 [INFO]    [PING OK] ES | VLESS | 3202ms
2026-02-24 10:20:17 [INFO]    [PING OK] PL | VLESS | 3256ms
2026-02-24 10:20:17 [INFO]    [PING OK] HU | VLESS | 3683ms
2026-02-24 10:20:17 [INFO]    [PING OK] PL | VLESS | 3035ms
2026-02-24 10:20:18 [INFO]    [PING OK] HU | VLESS | 3053ms
2026-02-24 10:20:18 [INFO]    [PING OK] NL | VLESS | 4024ms
2026-02-24 10:20:18 [INFO]    [PING OK] FI | VLESS | 2896ms
2026-02-24 10:20:18 [INFO]    [PING OK] PL | VLESS | 3057ms
2026-02-24 10:20:18 [INFO]    [PING OK] TR | VLESS | 2750ms
2026-02-24 10:20:19 [INFO]    [PING OK] LV | VLESS | 3496ms
2026-02-24 10:20:20 [INFO]    [PING OK] NL | VLESS | 3656ms
2026-02-24 10:20:21 [INFO]    [PING OK] DE | VLESS | 4252ms
2026-02-24 10:20:21 [INFO]    [PING OK] HU | VLESS | 3641ms
2026-02-24 10:20:22 [INFO]    [PING OK] LV | VLESS | 3898ms
2026-02-24 10:20:22 [INFO]    [PING OK] TR | VLESS | 4044ms
2026-02-24 10:20:22 [INFO]    [PING OK] ES | VLESS | 3831ms
2026-02-24 10:20:22 [INFO]    [PING OK] DE | VLESS | 3962ms
2026-02-24 10:20:22 [INFO]    [PING OK] ES | VLESS | 3914ms
2026-02-24 10:20:23 [INFO]    [PING OK] ES | VLESS | 4223ms
2026-02-24 10:20:23 [INFO]    [PING OK] NL | VLESS | 3777ms
2026-02-24 10:20:23 [INFO]    [PING OK] NL | VLESS | 6576ms
2026-02-24 10:20:23 [INFO]    [PING OK] TR | VLESS | 3878ms
2026-02-24 10:20:25 [INFO]    [PING OK] LT | VLESS | 4066ms
2026-02-24 10:20:26 [INFO]    [PING OK] FI | VLESS | 4216ms
2026-02-24 10:20:26 [INFO]    [PING OK] JP | VLESS | 4567ms
2026-02-24 10:20:27 [INFO]    [PING OK] US | VLESS | 4363ms
2026-02-24 10:20:27 [INFO]    [PING OK] DE | VLESS | 4491ms
2026-02-24 10:20:27 [INFO]    [PING OK] DE | VLESS | 4443ms
2026-02-24 10:20:28 [INFO]    [PING OK] NL | VLESS | 4102ms
2026-02-24 10:20:28 [INFO]    [PING OK] DE | VLESS | 3960ms
2026-02-24 10:20:28 [INFO]    [PING OK] EE | VLESS | 4147ms
2026-02-24 10:20:28 [INFO]    [PING OK] DE | VLESS | 5639ms
2026-02-24 10:20:28 [INFO]    [PING OK] NL | VLESS | 3895ms
2026-02-24 10:20:29 [INFO]    [PING OK] DE | VLESS | 4878ms
2026-02-24 10:20:30 [INFO]    [PING OK] DE | VLESS | 3667ms
2026-02-24 10:20:32 [INFO]    [PING OK] LT | VLESS | 4577ms
2026-02-24 10:20:32 [INFO]    [PING OK] KZ | VLESS | 4384ms
2026-02-24 10:20:33 [INFO]    [PING OK] DE | VLESS | 3815ms
2026-02-24 10:20:33 [INFO]    [PING OK] US | VLESS | 5208ms
2026-02-24 10:20:33 [INFO]    [PING OK] DE | VLESS | 527ms
2026-02-24 10:20:34 [INFO]    [PING OK] NL | VLESS | 6203ms
2026-02-24 10:20:36 [INFO]    [PING OK] US | VLESS | 1477ms
2026-02-24 10:20:38 [INFO] 🏎️ ЭТАП 2: Глубокий замер скорости для 40 иностранных кандидатов...
2026-02-24 10:20:42 [INFO]    🏆 PL | VLESS | Пинг: 3035ms | Скорость: 6.09 Mbps ⚡⚡
2026-02-24 10:20:42 [INFO]    🏆 PL | VLESS | Пинг: 3057ms | Скорость: 6.09 Mbps ⚡⚡
2026-02-24 10:20:42 [INFO]    🏆 PL | VLESS | Пинг: 3528ms | Скорость: 6.36 Mbps ⚡⚡
2026-02-24 10:20:42 [INFO]    🏆 TR | VLESS | Пинг: 2750ms | Скорость: 5.91 Mbps ⚡⚡
2026-02-24 10:20:42 [INFO]    🏆 PL | VLESS | Пинг: 3256ms | Скорость: 6.02 Mbps ⚡⚡
2026-02-24 10:20:42 [INFO]    🏆 PL | VLESS | Пинг: 3354ms | Скорость: 6.07 Mbps ⚡⚡
2026-02-24 10:20:42 [INFO]    🏆 IT | VLESS | Пинг: 3611ms | Скорость: 6.05 Mbps ⚡⚡
2026-02-24 10:20:42 [INFO]    🏆 HU | VLESS | Пинг: 3641ms | Скорость: 6.03 Mbps ⚡⚡
2026-02-24 10:20:42 [INFO]    🏆 ES | VLESS | Пинг: 3202ms | Скорость: 5.9 Mbps ⚡⚡
2026-02-24 10:20:42 [INFO]    🏆 LV | VLESS | Пинг: 3496ms | Скорость: 5.92 Mbps ⚡⚡
2026-02-24 10:20:42 [INFO]    🏆 DE | VLESS | Пинг: 527ms | Скорость: 5.55 Mbps ⚡⚡
2026-02-24 10:20:42 [INFO]    🏆 FI | VLESS | Пинг: 2896ms | Скорость: 5.48 Mbps ⚡⚡
2026-02-24 10:20:44 [INFO]    🏆 HU | VLESS | Пинг: 3053ms | Скорость: 3.64 Mbps ⚡⚡
2026-02-24 10:20:46 [INFO]    🏆 DE | VLESS | Пинг: 3667ms | Скорость: 6.1 Mbps ⚡⚡
2026-02-24 10:20:46 [INFO]    🏆 DE | VLESS | Пинг: 3736ms | Скорость: 6.0 Mbps ⚡⚡
2026-02-24 10:20:46 [INFO]    🏆 NL | VLESS | Пинг: 3777ms | Скорость: 5.73 Mbps ⚡⚡
2026-02-24 10:20:46 [INFO]    🏆 DE | VLESS | Пинг: 3815ms | Скорость: 5.77 Mbps ⚡⚡
2026-02-24 10:20:46 [INFO]    🏆 IT | VLESS | Пинг: 3790ms | Скорость: 5.71 Mbps ⚡⚡
2026-02-24 10:20:46 [INFO]    🏆 HU | VLESS | Пинг: 3901ms | Скорость: 5.93 Mbps ⚡⚡
2026-02-24 10:20:46 [INFO]    🏆 NL | VLESS | Пинг: 3895ms | Скорость: 5.46 Mbps ⚡⚡
2026-02-24 10:20:47 [INFO]    🏆 ES | VLESS | Пинг: 3880ms | Скорость: 4.84 Mbps ⚡⚡
2026-02-24 10:20:47 [INFO]    🏆 LV | VLESS | Пинг: 3898ms | Скорость: 4.52 Mbps ⚡⚡
2026-02-24 10:20:48 [INFO]    🏆 DE | VLESS | Пинг: 3962ms | Скорость: 8.21 Mbps ⚡⚡
2026-02-24 10:20:48 [INFO]    🏆 TR | VLESS | Пинг: 3878ms | Скорость: 3.96 Mbps ⚡⚡
2026-02-24 10:20:49 [INFO]    🏆 HU | VLESS | Пинг: 3683ms | Скорость: 1.02 Mbps 
2026-02-24 10:20:49 [INFO]    🏆 EE | VLESS | Пинг: 4147ms | Скорость: 11.25 Mbps ⚡⚡
2026-02-24 10:20:49 [INFO]    🏆 IT | VLESS | Пинг: 4028ms | Скорость: 10.02 Mbps ⚡⚡
2026-02-24 10:20:49 [INFO]    🏆 LT | VLESS | Пинг: 4066ms | Скорость: 10.82 Mbps ⚡⚡
2026-02-24 10:20:49 [INFO]    🏆 NL | VLESS | Пинг: 4102ms | Скорость: 10.72 Mbps ⚡⚡
2026-02-24 10:20:49 [INFO]    🏆 ES | VLESS | Пинг: 3914ms | Скорость: 1.26 Mbps 
2026-02-24 10:20:50 [INFO]    🏆 ES | VLESS | Пинг: 4223ms | Скорость: 12.41 Mbps ⚡⚡
2026-02-24 10:20:50 [INFO]    🏆 PL | VLESS | Пинг: 4240ms | Скорость: 17.75 Mbps ⚡⚡
2026-02-24 10:20:50 [INFO]    🏆 FI | VLESS | Пинг: 4216ms | Скорость: 9.95 Mbps ⚡⚡
2026-02-24 10:20:51 [INFO]    🏆 DE | VLESS | Пинг: 3960ms | Скорость: 2.58 Mbps ⚡
2026-02-24 10:20:52 [INFO]    🏆 TR | VLESS | Пинг: 4044ms | Скорость: 4.28 Mbps ⚡⚡
2026-02-24 10:20:52 [INFO] 📊 Итого в подписке сохранено иностранных серверов: 10
2026-02-24 10:20:52 [INFO] 💾 Файл успешно сохранен: FL1PVPN
