2026-02-16 22:30:06 [INFO] 🚀 START: Smart VLESS Selector (Target: 10, Strict Mode)
2026-02-16 22:30:06 [INFO] 🌐 Загрузка источников...
2026-02-16 22:30:08 [INFO] 🔍 Уникальных конфигов собрано: 583
2026-02-16 22:30:08 [INFO] ⚡ ЭТАП 1: Быстрый замер Пинга (Workers: 25)...
2026-02-16 22:30:09 [INFO]    [PING OK] NL | 224ms
2026-02-16 22:30:10 [INFO]    [PING OK] GB | 309ms
2026-02-16 22:30:10 [INFO]    [PING OK] FI | 119ms
2026-02-16 22:30:11 [INFO]    [PING OK] DE | 1623ms
2026-02-16 22:30:11 [INFO]    [PING OK] DE | 184ms
2026-02-16 22:30:11 [INFO]    [PING OK] FR | 217ms
2026-02-16 22:30:11 [INFO]    [PING OK] US | 733ms
2026-02-16 22:30:12 [INFO]    [PING OK] DE | 2690ms
2026-02-16 22:30:12 [INFO]    [PING OK] SG | 112ms
2026-02-16 22:30:12 [INFO]    [PING OK] RU | 182ms
2026-02-16 22:30:12 [INFO]    [PING OK] SC | 675ms
2026-02-16 22:30:14 [INFO]    [PING OK] FR | 200ms
2026-02-16 22:30:15 [INFO]    [PING OK] DE | 155ms
2026-02-16 22:30:15 [INFO]    [PING OK] DE | 163ms
2026-02-16 22:30:16 [INFO]    [PING OK] DE | 168ms
2026-02-16 22:30:16 [INFO]    [PING OK] DE | 632ms
2026-02-16 22:30:17 [INFO]    [PING OK] DE | 176ms
2026-02-16 22:30:18 [INFO]    [PING OK] KZ | 1307ms
2026-02-16 22:30:19 [INFO]    [PING OK] RU | 86ms
2026-02-16 22:30:19 [INFO]    [PING OK] RU | 96ms
2026-02-16 22:30:19 [INFO]    [PING OK] RU | 58ms
2026-02-16 22:30:19 [INFO]    [PING OK] RU | 246ms
2026-02-16 22:30:19 [INFO]    [PING OK] RU | 110ms
2026-02-16 22:30:19 [INFO]    [PING OK] RU | 64ms
2026-02-16 22:30:20 [INFO]    [PING OK] RU | 88ms
2026-02-16 22:30:20 [INFO]    [PING OK] RU | 64ms
2026-02-16 22:30:20 [INFO]    [PING OK] RU | 470ms
2026-02-16 22:30:20 [INFO]    [PING OK] RU | 65ms
2026-02-16 22:30:20 [INFO]    [PING OK] RU | 326ms
2026-02-16 22:30:20 [INFO]    [PING OK] RU | 279ms
2026-02-16 22:30:20 [INFO]    [PING OK] RU | 753ms
2026-02-16 22:30:20 [INFO]    [PING OK] NL | 167ms
2026-02-16 22:30:21 [INFO]    [PING OK] RU | 220ms
2026-02-16 22:30:21 [INFO]    [PING OK] RU | 103ms
2026-02-16 22:30:21 [INFO]    [PING OK] RU | 371ms
2026-02-16 22:30:21 [INFO]    [PING OK] RU | 236ms
2026-02-16 22:30:21 [INFO]    [PING OK] RU | 201ms
2026-02-16 22:30:21 [INFO]    [PING OK] DE | 194ms
2026-02-16 22:30:21 [INFO]    [PING OK] FI | 167ms
2026-02-16 22:30:21 [INFO]    [PING OK] RU | 283ms
2026-02-16 22:30:21 [INFO]    [PING OK] RU | 329ms
2026-02-16 22:30:21 [INFO]    [PING OK] RU | 223ms
2026-02-16 22:30:21 [INFO]    [PING OK] RU | 234ms
2026-02-16 22:30:21 [INFO]    [PING OK] RU | 86ms
2026-02-16 22:30:21 [INFO]    [PING OK] RU | 96ms
2026-02-16 22:30:21 [INFO]    [PING OK] RU | 75ms
2026-02-16 22:30:22 [INFO]    [PING OK] RU | 246ms
2026-02-16 22:30:22 [INFO]    [PING OK] US | 166ms
2026-02-16 22:30:22 [INFO]    [PING OK] RU | 327ms
2026-02-16 22:30:22 [INFO]    [PING OK] RU | 211ms
2026-02-16 22:30:22 [INFO]    [PING OK] RU | 332ms
2026-02-16 22:30:22 [INFO]    [PING OK] PL | 197ms
2026-02-16 22:30:22 [INFO]    [PING OK] RU | 114ms
2026-02-16 22:30:22 [INFO]    [PING OK] RU | 191ms
2026-02-16 22:30:22 [INFO]    [PING OK] RU | 416ms
2026-02-16 22:30:22 [INFO]    [PING OK] RU | 214ms
2026-02-16 22:30:23 [INFO]    [PING OK] RU | 254ms
2026-02-16 22:30:23 [INFO]    [PING OK] RU | 275ms
2026-02-16 22:30:23 [INFO]    [PING OK] RU | 626ms
2026-02-16 22:30:23 [INFO]    [PING OK] PL | 179ms
2026-02-16 22:30:23 [INFO]    [PING OK] DE | 808ms
2026-02-16 22:30:23 [INFO]    [PING OK] RU | 92ms
2026-02-16 22:30:23 [INFO]    [PING OK] RU | 261ms
2026-02-16 22:30:23 [INFO]    [PING OK] RU | 315ms
2026-02-16 22:30:23 [INFO]    [PING OK] GB | 270ms
2026-02-16 22:30:23 [INFO]    [PING OK] DE | 183ms
2026-02-16 22:30:23 [INFO]    [PING OK] RU | 284ms
2026-02-16 22:30:23 [INFO]    [PING OK] RU | 103ms
2026-02-16 22:30:24 [INFO]    [PING OK] RU | 284ms
2026-02-16 22:30:24 [INFO]    [PING OK] RU | 204ms
