2026-02-22 19:00:05 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-22 19:00:05 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-22 19:00:08 [INFO] 🔍 Уникальных конфигов собрано: 247
2026-02-22 19:00:08 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-22 19:00:13 [INFO]    [PING OK] CZ | VLESS | 4870ms
2026-02-22 19:00:14 [INFO]    [PING OK] DE | VLESS | 5206ms
2026-02-22 19:00:14 [INFO]    [PING OK] PL | VLESS | 4073ms
2026-02-22 19:00:14 [INFO]    [PING OK] TR | VLESS | 4162ms
2026-02-22 19:00:15 [INFO]    [PING OK] TR | VLESS | 3861ms
2026-02-22 19:00:15 [INFO]    [PING OK] ES | VLESS | 4937ms
2026-02-22 19:00:16 [INFO]    [PING OK] HU | VLESS | 4085ms
2026-02-22 19:00:17 [INFO]    [PING OK] HU | VLESS | 4105ms
2026-02-22 19:00:17 [INFO]    [PING OK] DE | VLESS | 3832ms
2026-02-22 19:00:18 [INFO]    [PING OK] HU | VLESS | 3789ms
2026-02-22 19:00:18 [INFO]    [PING OK] DE | VLESS | 5242ms
2026-02-22 19:00:18 [INFO]    [PING OK] ES | VLESS | 3727ms
2026-02-22 19:00:18 [INFO]    [PING OK] PL | VLESS | 3837ms
2026-02-22 19:00:18 [INFO]    [PING OK] ES | VLESS | 3927ms
2026-02-22 19:00:18 [INFO]    [PING OK] US | VLESS | 4364ms
2026-02-22 19:00:18 [INFO]    [PING OK] PL | VLESS | 3910ms
2026-02-22 19:00:18 [INFO]    [PING OK] PL | VLESS | 4224ms
2026-02-22 19:00:18 [INFO]    [PING OK] IT | VLESS | 3959ms
2026-02-22 19:00:19 [INFO]    [PING OK] PL | VLESS | 6833ms
2026-02-22 19:00:19 [INFO]    [PING OK] HU | VLESS | 3732ms
2026-02-22 19:00:19 [INFO]    [PING OK] HU | VLESS | 3630ms
2026-02-22 19:00:20 [INFO]    [PING OK] HU | VLESS | 4008ms
