2026-02-18 03:00:06 [INFO] 🚀 START: Smart VLESS Selector (Target: 10, Strict Mode)
2026-02-18 03:00:06 [INFO] 🌐 Загрузка источников...
2026-02-18 03:00:08 [INFO] 🔍 Уникальных конфигов собрано: 323
2026-02-18 03:00:08 [INFO] ⚡ ЭТАП 1: Быстрый замер Пинга (Workers: 25)...
2026-02-18 03:00:09 [INFO]    [PING OK] RU | 274ms
2026-02-18 03:00:10 [INFO]    [PING OK] LT | 140ms
2026-02-18 03:00:10 [INFO]    [PING OK] LV | 170ms
2026-02-18 03:00:10 [INFO]    [PING OK] PL | 88ms
2026-02-18 03:00:10 [INFO]    [PING OK] FI | 263ms
2026-02-18 03:00:10 [INFO]    [PING OK] FI | 147ms
2026-02-18 03:00:11 [INFO]    [PING OK] DE | 616ms
2026-02-18 03:00:11 [INFO]    [PING OK] LT | 151ms
2026-02-18 03:00:11 [INFO]    [PING OK] LV | 141ms
2026-02-18 03:00:12 [INFO]    [PING OK] DE | 200ms
2026-02-18 03:00:12 [INFO]    [PING OK] DE | 138ms
2026-02-18 03:00:13 [INFO]    [PING OK] RU | 139ms
2026-02-18 03:00:13 [INFO]    [PING OK] LT | 163ms
2026-02-18 03:00:13 [INFO]    [PING OK] BG | 289ms
2026-02-18 03:00:13 [INFO]    [PING OK] DE | 770ms
2026-02-18 03:00:13 [INFO]    [PING OK] RU | 46ms
2026-02-18 03:00:13 [INFO]    [PING OK] RU | 448ms
2026-02-18 03:00:13 [INFO]    [PING OK] RU | 83ms
2026-02-18 03:00:13 [INFO]    [PING OK] DE | 739ms
2026-02-18 03:00:14 [INFO]    [PING OK] RU | 256ms
2026-02-18 03:00:14 [INFO]    [PING OK] ES | 1244ms
2026-02-18 03:00:14 [INFO]    [PING OK] RU | 287ms
2026-02-18 03:00:14 [INFO]    [PING OK] RU | 200ms
2026-02-18 03:00:14 [INFO]    [PING OK] RU | 281ms
2026-02-18 03:00:14 [INFO]    [PING OK] RU | 802ms
2026-02-18 03:00:14 [INFO]    [PING OK] RU | 196ms
2026-02-18 03:00:14 [INFO]    [PING OK] RU | 190ms
2026-02-18 03:00:15 [INFO]    [PING OK] RU | 135ms
2026-02-18 03:00:15 [INFO]    [PING OK] RU | 238ms
2026-02-18 03:00:15 [INFO]    [PING OK] RU | 454ms
2026-02-18 03:00:15 [INFO]    [PING OK] RU | 205ms
2026-02-18 03:00:15 [INFO]    [PING OK] RU | 601ms
2026-02-18 03:00:15 [INFO]    [PING OK] RU | 330ms
2026-02-18 03:00:15 [INFO]    [PING OK] RU | 49ms
2026-02-18 03:00:15 [INFO]    [PING OK] DE | 586ms
2026-02-18 03:00:15 [INFO]    [PING OK] RU | 107ms
2026-02-18 03:00:15 [INFO]    [PING OK] RU | 228ms
2026-02-18 03:00:16 [INFO]    [PING OK] RU | 239ms
2026-02-18 03:00:16 [INFO]    [PING OK] RU | 229ms
2026-02-18 03:00:16 [INFO]    [PING OK] RU | 343ms
2026-02-18 03:00:16 [INFO]    [PING OK] RU | 165ms
2026-02-18 03:00:16 [INFO]    [PING OK] RU | 209ms
2026-02-18 03:00:16 [INFO]    [PING OK] RU | 2123ms
2026-02-18 03:00:16 [INFO]    [PING OK] RU | 2384ms
2026-02-18 03:00:16 [INFO]    [PING OK] RU | 473ms
2026-02-18 03:00:17 [INFO]    [PING OK] RU | 316ms
2026-02-18 03:00:17 [INFO]    [PING OK] RU | 237ms
2026-02-18 03:00:17 [INFO]    [PING OK] RU | 590ms
2026-02-18 03:00:17 [INFO]    [PING OK] RU | 136ms
2026-02-18 03:00:17 [INFO]    [PING OK] RU | 177ms
2026-02-18 03:00:17 [INFO]    [PING OK] RU | 242ms
2026-02-18 03:00:17 [INFO]    [PING OK] RU | 331ms
2026-02-18 03:00:17 [INFO]    [PING OK] RU | 100ms
2026-02-18 03:00:17 [INFO]    [PING OK] RU | 80ms
2026-02-18 03:00:17 [INFO]    [PING OK] RU | 239ms
2026-02-18 03:00:17 [INFO]    [PING OK] RU | 2872ms
2026-02-18 03:00:17 [INFO]    [PING OK] RU | 205ms
2026-02-18 03:00:18 [INFO]    [PING OK] RU | 262ms
2026-02-18 03:00:18 [INFO]    [PING OK] RU | 3222ms
2026-02-18 03:00:18 [INFO]    [PING OK] RU | 190ms
2026-02-18 03:00:18 [INFO]    [PING OK] RU | 347ms
2026-02-18 03:00:18 [INFO]    [PING OK] RU | 295ms
2026-02-18 03:00:18 [INFO]    [PING OK] RU | 111ms
2026-02-18 03:00:18 [INFO]    [PING OK] RU | 590ms
2026-02-18 03:00:18 [INFO]    [PING OK] RU | 258ms
2026-02-18 03:00:18 [INFO]    [PING OK] RU | 248ms
2026-02-18 03:00:18 [INFO]    [PING OK] RU | 201ms
2026-02-18 03:00:18 [INFO]    [PING OK] RU | 193ms
2026-02-18 03:00:18 [INFO]    [PING OK] RU | 222ms
2026-02-18 03:00:18 [INFO]    [PING OK] RU | 292ms
2026-02-18 03:00:18 [INFO]    [PING OK] HU | 3415ms
2026-02-18 03:00:18 [INFO]    [PING OK] RU | 4435ms
2026-02-18 03:00:19 [INFO]    [PING OK] RU | 155ms
2026-02-18 03:00:19 [INFO]    [PING OK] RU | 705ms
2026-02-18 03:00:19 [INFO]    [PING OK] RU | 162ms
2026-02-18 03:00:19 [INFO]    [PING OK] RU | 258ms
2026-02-18 03:00:19 [INFO]    [PING OK] RU | 311ms
2026-02-18 03:00:19 [INFO]    [PING OK] RU | 227ms
2026-02-18 03:00:19 [INFO]    [PING OK] RU | 243ms
2026-02-18 03:00:19 [INFO]    [PING OK] RU | 147ms
2026-02-18 03:00:19 [INFO]    [PING OK] RU | 279ms
2026-02-18 03:00:19 [INFO]    [PING OK] RU | 226ms
2026-02-18 03:00:20 [INFO]    [PING OK] FI | 138ms
2026-02-18 03:00:20 [INFO]    [PING OK] RU | 212ms
2026-02-18 03:00:20 [INFO]    [PING OK] RU | 237ms
2026-02-18 03:00:20 [INFO]    [PING OK] RU | 144ms
2026-02-18 03:00:20 [INFO]    [PING OK] RU | 188ms
2026-02-18 03:00:20 [INFO]    [PING OK] RU | 312ms
2026-02-18 03:00:20 [INFO]    [PING OK] RU | 203ms
2026-02-18 03:00:20 [INFO]    [PING OK] RU | 163ms
2026-02-18 03:00:20 [INFO]    [PING OK] RU | 243ms
2026-02-18 03:00:21 [INFO]    [PING OK] US | 477ms
2026-02-18 03:00:21 [INFO]    [PING OK] RU | 4653ms
2026-02-18 03:00:21 [INFO]    [PING OK] RU | 2109ms
2026-02-18 03:00:23 [INFO]    [PING OK] MD | 183ms
2026-02-18 03:00:24 [INFO]    [PING OK] RU | 4970ms
2026-02-18 03:00:24 [INFO]    [PING OK] RU | 403ms
2026-02-18 03:00:25 [INFO]    [PING OK] RU | 4687ms
2026-02-18 03:00:25 [INFO]    [PING OK] DE | 169ms
2026-02-18 03:00:25 [INFO]    [PING OK] PL | 117ms
2026-02-18 03:00:25 [INFO]    [PING OK] ES | 583ms
2026-02-18 03:00:25 [INFO]    [PING OK] PL | 133ms
2026-02-18 03:00:25 [INFO]    [PING OK] AT | 238ms
2026-02-18 03:00:26 [INFO]    [PING OK] AE | 157ms
2026-02-18 03:00:26 [INFO]    [PING OK] UZ | 255ms
2026-02-18 03:00:26 [INFO]    [PING OK] JP | 419ms
2026-02-18 03:00:27 [INFO]    [PING OK] FR | 189ms
2026-02-18 03:00:27 [INFO]    [PING OK] FR | 345ms
2026-02-18 03:00:27 [INFO]    [PING OK] FI | 207ms
2026-02-18 03:00:27 [INFO]    [PING OK] RU | 143ms
2026-02-18 03:00:28 [INFO]    [PING OK] LV | 375ms
2026-02-18 03:00:28 [INFO]    [PING OK] FI | 103ms
2026-02-18 03:00:28 [INFO]    [PING OK] FI | 144ms
2026-02-18 03:00:30 [INFO]    [PING OK] DE | 228ms
2026-02-18 03:00:31 [INFO]    [PING OK] DE | 507ms
2026-02-18 03:00:32 [INFO]    [PING OK] AU | 126ms
2026-02-18 03:00:33 [INFO]    [PING OK] US | 616ms
2026-02-18 03:00:40 [INFO] 🏎️ ЭТАП 2: Глубокий замер скорости для ТОП-10 серверов...
2026-02-18 03:00:47 [INFO]    🏆 PL | Пинг: 88ms | Скорость: 7.58 Mbps ⚡⚡
2026-02-18 03:00:47 [INFO]    🏆 FI | Пинг: 103ms | Скорость: 7.56 Mbps ⚡⚡
2026-02-18 03:00:47 [INFO]    🏆 PL | Пинг: 117ms | Скорость: 7.66 Mbps ⚡⚡
2026-02-18 03:00:47 [INFO]    🏆 AU | Пинг: 126ms | Скорость: 0.9 Mbps 
2026-02-18 03:00:47 [INFO]    🏆 PL | Пинг: 133ms | Скорость: 0.0 Mbps 
2026-02-18 03:00:47 [INFO]    🏆 DE | Пинг: 138ms | Скорость: 7.53 Mbps ⚡⚡
2026-02-18 03:00:47 [INFO]    🏆 FI | Пинг: 138ms | Скорость: 7.73 Mbps ⚡⚡
2026-02-18 03:00:47 [INFO]    🏆 LT | Пинг: 140ms | Скорость: 7.84 Mbps ⚡⚡
2026-02-18 03:00:47 [INFO]    🏆 LV | Пинг: 141ms | Скорость: 1.69 Mbps ⚡
2026-02-18 03:00:47 [INFO]    🏆 RU | Пинг: 46ms | Скорость: 7.86 Mbps ⚡⚡
2026-02-18 03:00:47 [INFO] 🇷🇺 Добавлен RU сервер: 87.242.103.184
2026-02-18 03:00:47 [INFO] 📊 Итого в подписке сохранено: 10 серверов
2026-02-18 03:00:47 [INFO] 💾 Файл успешно сохранен: FL1PVPN
