2026-02-25 10:30:06 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-25 10:30:06 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-25 10:30:07 [INFO] 🔍 Уникальных конфигов собрано: 192
2026-02-25 10:30:07 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-25 10:30:12 [INFO]    [PING OK] FI | VLESS | 4462ms
2026-02-25 10:30:13 [INFO]    [PING OK] FI | VLESS | 4651ms
2026-02-25 10:30:13 [INFO]    [PING OK] US | VLESS | 4539ms
2026-02-25 10:30:13 [INFO]    [PING OK] US | VLESS | 4779ms
2026-02-25 10:30:13 [INFO]    [PING OK] DE | VLESS | 3990ms
2026-02-25 10:30:13 [INFO]    [PING OK] DE | VLESS | 4124ms
2026-02-25 10:30:13 [INFO]    [PING OK] FI | VLESS | 3983ms
2026-02-25 10:30:14 [INFO]    [PING OK] FI | VLESS | 4630ms
2026-02-25 10:30:14 [INFO]    [PING OK] DE | VLESS | 3965ms
2026-02-25 10:30:14 [INFO]    [PING OK] US | VLESS | 3559ms
2026-02-25 10:30:14 [INFO]    [PING OK] NL | VLESS | 3325ms
2026-02-25 10:30:14 [INFO]    [PING OK] US | VLESS | 2984ms
2026-02-25 10:30:14 [INFO]    [PING OK] NL | VLESS | 3441ms
2026-02-25 10:30:14 [INFO]    [PING OK] DE | VLESS | 5023ms
2026-02-25 10:30:14 [INFO]    [PING OK] FI | VLESS | 6229ms
2026-02-25 10:30:14 [INFO]    [PING OK] FI | VLESS | 3523ms
2026-02-25 10:30:15 [INFO]    [PING OK] DE | VLESS | 5624ms
2026-02-25 10:30:15 [INFO]    [PING OK] DE | VLESS | 6848ms
2026-02-25 10:30:15 [INFO]    [PING OK] DE | VLESS | 5103ms
2026-02-25 10:30:15 [INFO]    [PING OK] FI | VLESS | 5371ms
2026-02-25 10:30:16 [INFO]    [PING OK] DE | VLESS | 6593ms
2026-02-25 10:30:16 [INFO]    [PING OK] DE | VLESS | 5205ms
2026-02-25 10:30:17 [INFO]    [PING OK] FI | VLESS | 4270ms
2026-02-25 10:30:17 [INFO]    [PING OK] NL | VLESS | 3470ms
2026-02-25 10:30:17 [INFO]    [PING OK] US | VLESS | 9210ms
2026-02-25 10:30:18 [INFO]    [PING OK] US | VLESS | 9431ms
2026-02-25 10:30:18 [INFO]    [PING OK] DE | VLESS | 3768ms
2026-02-25 10:30:18 [INFO]    [PING OK] NL | VLESS | 3618ms
2026-02-25 10:30:18 [INFO]    [PING OK] FI | VLESS | 3940ms
2026-02-25 10:30:18 [INFO]    [PING OK] FI | VLESS | 3737ms
2026-02-25 10:30:19 [INFO]    [PING OK] US | VLESS | 3941ms
2026-02-25 10:30:19 [INFO]    [PING OK] NL | VLESS | 5307ms
2026-02-25 10:30:20 [INFO]    [PING OK] FI | VLESS | 5703ms
2026-02-25 10:30:20 [INFO]    [PING OK] US | VLESS | 3877ms
2026-02-25 10:30:20 [INFO]    [PING OK] US | VLESS | 4191ms
2026-02-25 10:30:20 [INFO]    [PING OK] US | VLESS | 4310ms
2026-02-25 10:30:20 [INFO]    [PING OK] NL | VLESS | 6187ms
2026-02-25 10:30:21 [INFO]    [PING OK] US | VLESS | 3696ms
2026-02-25 10:30:21 [INFO]    [PING OK] US | VLESS | 4169ms
2026-02-25 10:30:21 [INFO]    [PING OK] GB | VLESS | 3839ms
2026-02-25 10:30:22 [INFO]    [PING OK] DE | VLESS | 4046ms
2026-02-25 10:30:22 [INFO]    [PING OK] DE | VLESS | 7043ms
2026-02-25 10:30:23 [INFO]    [PING OK] US | VLESS | 4508ms
2026-02-25 10:30:23 [INFO]    [PING OK] US | VLESS | 4967ms
2026-02-25 10:30:24 [INFO]    [PING OK] DE | VLESS | 4586ms
2026-02-25 10:30:24 [INFO]    [PING OK] DE | VLESS | 4467ms
2026-02-25 10:30:24 [INFO]    [PING OK] US | VLESS | 4968ms
2026-02-25 10:30:24 [INFO]    [PING OK] SE | VLESS | 4509ms
2026-02-25 10:30:24 [INFO]    [PING OK] US | VLESS | 4976ms
2026-02-25 10:30:24 [INFO]    [PING OK] US | VLESS | 5051ms
2026-02-25 10:30:25 [INFO]    [PING OK] DE | VLESS | 4779ms
2026-02-25 10:30:25 [INFO]    [PING OK] US | VLESS | 5996ms
2026-02-25 10:30:25 [INFO]    [PING OK] US | VLESS | 5076ms
2026-02-25 10:30:25 [INFO]    [PING OK] DE | VLESS | 4897ms
2026-02-25 10:30:25 [INFO]    [PING OK] GB | VLESS | 4987ms
2026-02-25 10:30:25 [INFO]    [PING OK] US | VLESS | 4833ms
2026-02-25 10:30:26 [INFO]    [PING OK] NL | VLESS | 5113ms
2026-02-25 10:30:27 [INFO]    [PING OK] LV | VLESS | 4536ms
2026-02-25 10:30:27 [INFO]    [PING OK] US | VLESS | 5202ms
2026-02-25 10:30:27 [INFO]    [PING OK] TR | VLESS | 4258ms
2026-02-25 10:30:27 [INFO]    [PING OK] DE | VLESS | 4375ms
2026-02-25 10:30:28 [INFO]    [PING OK] DE | VLESS | 4170ms
2026-02-25 10:30:28 [INFO]    [PING OK] US | VLESS | 4036ms
2026-02-25 10:30:28 [INFO]    [PING OK] US | VLESS | 4200ms
2026-02-25 10:30:29 [INFO]    [PING OK] LT | VLESS | 3424ms
2026-02-25 10:30:29 [INFO]    [PING OK] SE | VLESS | 3157ms
2026-02-25 10:30:29 [INFO]    [PING OK] US | VLESS | 3705ms
2026-02-25 10:30:29 [INFO]    [PING OK] NL | VLESS | 2820ms
2026-02-25 10:30:29 [INFO]    [PING OK] LV | VLESS | 2849ms
2026-02-25 10:30:29 [INFO]    [PING OK] NL | VLESS | 2487ms
2026-02-25 10:30:29 [INFO]    [PING OK] US | VLESS | 3869ms
2026-02-25 10:30:29 [INFO]    [PING OK] NL | VLESS | 1490ms
2026-02-25 10:30:29 [INFO]    [PING OK] US | VLESS | 2508ms
2026-02-25 10:30:29 [INFO]    [PING OK] US | VLESS | 4717ms
