2026-02-25 10:30:06 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-25 10:30:06 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-25 10:30:07 [INFO] 🔍 Уникальных конфигов собрано: 192
2026-02-25 10:30:07 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-25 10:30:12 [INFO]    [PING OK] FI | VLESS | 4462ms
2026-02-25 10:30:30 [INFO]    [PING OK] US | VLESS | 2289ms
2026-02-25 10:30:30 [INFO]    [PING OK] US | VLESS | 1851ms
2026-02-25 10:30:31 [INFO]    [PING OK] US | VLESS | 6508ms
2026-02-25 10:30:31 [INFO]    [PING OK] CA | VLESS | 6469ms
2026-02-25 10:30:33 [INFO]    [PING OK] US | VLESS | 6216ms
2026-02-25 10:30:34 [INFO] 🏎️ ЭТАП 2: Глубокий замер скорости для 40 иностранных кандидатов...
2026-02-25 10:30:39 [INFO]    🏆 LV | VLESS | Пинг: 2849ms | Скорость: 4.9 Mbps ⚡⚡
2026-02-25 10:30:39 [INFO]    🏆 NL | VLESS | Пинг: 2487ms | Скорость: 4.75 Mbps ⚡⚡
2026-02-25 10:30:39 [INFO]    🏆 NL | VLESS | Пинг: 1490ms | Скорость: 4.68 Mbps ⚡⚡
2026-02-25 10:30:39 [INFO]    🏆 NL | VLESS | Пинг: 3441ms | Скорость: 4.96 Mbps ⚡⚡
2026-02-25 10:30:39 [INFO]    🏆 NL | VLESS | Пинг: 3470ms | Скорость: 5.01 Mbps ⚡⚡
2026-02-25 10:30:39 [INFO]    🏆 US | VLESS | Пинг: 3559ms | Скорость: 4.97 Mbps ⚡⚡
2026-02-25 10:30:39 [INFO]    🏆 US | VLESS | Пинг: 1851ms | Скорость: 4.62 Mbps ⚡⚡
2026-02-25 10:30:39 [INFO]    🏆 LT | VLESS | Пинг: 3424ms | Скорость: 4.84 Mbps ⚡⚡
2026-02-25 10:30:39 [INFO]    🏆 US | VLESS | Пинг: 2289ms | Скорость: 4.54 Mbps ⚡⚡
2026-02-25 10:30:39 [INFO]    🏆 FI | VLESS | Пинг: 3523ms | Скорость: 4.72 Mbps ⚡⚡
2026-02-25 10:30:39 [INFO]    🏆 US | VLESS | Пинг: 2508ms | Скорость: 4.39 Mbps ⚡⚡
2026-02-25 10:30:39 [INFO]    🏆 US | VLESS | Пинг: 2984ms | Скорость: 4.39 Mbps ⚡⚡
2026-02-25 10:30:40 [INFO]    🏆 NL | VLESS | Пинг: 2820ms | Скорость: 4.27 Mbps ⚡⚡
2026-02-25 10:30:40 [INFO]    🏆 SE | VLESS | Пинг: 3157ms | Скорость: 3.81 Mbps ⚡⚡
2026-02-25 10:30:43 [INFO]    🏆 NL | VLESS | Пинг: 3618ms | Скорость: 5.56 Mbps ⚡⚡
2026-02-25 10:30:43 [INFO]    🏆 DE | VLESS | Пинг: 3768ms | Скорость: 5.94 Mbps ⚡⚡
2026-02-25 10:30:43 [INFO]    🏆 FI | VLESS | Пинг: 3940ms | Скорость: 6.09 Mbps ⚡⚡
2026-02-25 10:30:43 [INFO]    🏆 FI | VLESS | Пинг: 3737ms | Скорость: 5.6 Mbps ⚡⚡
2026-02-25 10:30:43 [INFO]    🏆 DE | VLESS | Пинг: 3965ms | Скорость: 5.76 Mbps ⚡⚡
2026-02-25 10:30:44 [INFO]    🏆 US | VLESS | Пинг: 3877ms | Скорость: 5.35 Mbps ⚡⚡
2026-02-25 10:30:44 [INFO]    🏆 DE | VLESS | Пинг: 3990ms | Скорость: 5.65 Mbps ⚡⚡
2026-02-25 10:30:44 [INFO]    🏆 GB | VLESS | Пинг: 3839ms | Скорость: 4.99 Mbps ⚡⚡
2026-02-25 10:30:44 [INFO]    🏆 US | VLESS | Пинг: 3941ms | Скорость: 5.18 Mbps ⚡⚡
2026-02-25 10:30:44 [INFO]    🏆 US | VLESS | Пинг: 3696ms | Скорость: 4.71 Mbps ⚡⚡
2026-02-25 10:30:44 [INFO]    🏆 FI | VLESS | Пинг: 3983ms | Скорость: 5.06 Mbps ⚡⚡
2026-02-25 10:30:46 [INFO]    🏆 US | VLESS | Пинг: 3705ms | Скорость: 2.73 Mbps ⚡
2026-02-25 10:30:46 [INFO]    🏆 DE | VLESS | Пинг: 4124ms | Скорость: 11.54 Mbps ⚡⚡
2026-02-25 10:30:46 [INFO]    🏆 DE | VLESS | Пинг: 4170ms | Скорость: 11.12 Mbps ⚡⚡
2026-02-25 10:30:46 [INFO]    🏆 US | VLESS | Пинг: 3869ms | Скорость: 3.12 Mbps ⚡⚡
2026-02-25 10:30:46 [INFO]    🏆 US | VLESS | Пинг: 4200ms | Скорость: 9.2 Mbps ⚡⚡
2026-02-25 10:30:47 [INFO]    🏆 FI | VLESS | Пинг: 4462ms | Скорость: 9.4 Mbps ⚡⚡
2026-02-25 10:30:47 [INFO]    🏆 DE | VLESS | Пинг: 4046ms | Скорость: 2.78 Mbps ⚡
2026-02-25 10:30:47 [INFO]    🏆 DE | VLESS | Пинг: 4375ms | Скорость: 7.19 Mbps ⚡⚡
2026-02-25 10:30:48 [INFO]    🏆 TR | VLESS | Пинг: 4258ms | Скорость: 4.96 Mbps ⚡⚡
2026-02-25 10:30:49 [INFO]    🏆 US | VLESS | Пинг: 4169ms | Скорость: 4.32 Mbps ⚡⚡
2026-02-25 10:30:49 [INFO]    🏆 US | VLESS | Пинг: 4191ms | Скорость: 4.23 Mbps ⚡⚡
2026-02-25 10:30:50 [INFO]    🏆 US | VLESS | Пинг: 4310ms | Скорость: 3.36 Mbps ⚡⚡
2026-02-25 10:30:50 [INFO] 📊 Итого в подписке сохранено иностранных серверов: 10
2026-02-25 10:30:51 [INFO] 💾 Файл успешно сохранен: FL1PVPN
