2026-02-17 08:40:06 [INFO] 🚀 START: Smart VLESS Selector (Target: 10, Strict Mode)
2026-02-17 08:40:06 [INFO] 🌐 Загрузка источников...
2026-02-17 08:40:08 [INFO] 🔍 Уникальных конфигов собрано: 669
2026-02-17 08:40:08 [INFO] ⚡ ЭТАП 1: Быстрый замер Пинга (Workers: 25)...
2026-02-17 08:40:10 [INFO]    [PING OK] RU | 411ms
2026-02-17 08:40:11 [INFO]    [PING OK] FR | 289ms
2026-02-17 08:40:12 [INFO]    [PING OK] FR | 271ms
2026-02-17 08:40:12 [INFO]    [PING OK] US | 826ms
2026-02-17 08:40:13 [INFO]    [PING OK] NL | 190ms
2026-02-17 08:40:14 [INFO]    [PING OK] NL | 3692ms
2026-02-17 08:40:15 [INFO]    [PING OK] DE | 1562ms
2026-02-17 08:40:16 [INFO]    [PING OK] DE | 148ms
2026-02-17 08:40:16 [INFO]    [PING OK] US | 1459ms
2026-02-17 08:40:16 [INFO]    [PING OK] RU | 177ms
2026-02-17 08:40:17 [INFO]    [PING OK] NL | 150ms
2026-02-17 08:40:17 [INFO]    [PING OK] US | 539ms
2026-02-17 08:40:18 [INFO]    [PING OK] DE | 1561ms
2026-02-17 08:40:19 [INFO]    [PING OK] DE | 203ms
2026-02-17 08:40:20 [INFO]    [PING OK] DE | 162ms
2026-02-17 08:40:22 [INFO]    [PING OK] RU | 82ms
2026-02-17 08:40:22 [INFO]    [PING OK] RU | 291ms
2026-02-17 08:40:22 [INFO]    [PING OK] RU | 225ms
2026-02-17 08:40:23 [INFO]    [PING OK] FI | 204ms
2026-02-17 08:40:23 [INFO]    [PING OK] RU | 354ms
2026-02-17 08:40:23 [INFO]    [PING OK] RU | 213ms
2026-02-17 08:40:24 [INFO]    [PING OK] RU | 442ms
2026-02-17 08:40:24 [INFO]    [PING OK] RU | 412ms
2026-02-17 08:40:24 [INFO]    [PING OK] RU | 328ms
2026-02-17 08:40:25 [INFO]    [PING OK] RU | 272ms
2026-02-17 08:40:25 [INFO]    [PING OK] RU | 229ms
2026-02-17 08:40:25 [INFO]    [PING OK] RU | 304ms
2026-02-17 08:40:25 [INFO]    [PING OK] RU | 1192ms
2026-02-17 08:40:25 [INFO]    [PING OK] PL | 150ms
2026-02-17 08:40:25 [INFO]    [PING OK] PL | 176ms
2026-02-17 08:40:25 [INFO]    [PING OK] RU | 227ms
2026-02-17 08:40:25 [INFO]    [PING OK] RU | 289ms
2026-02-17 08:40:25 [INFO]    [PING OK] RU | 2671ms
2026-02-17 08:40:26 [INFO]    [PING OK] RU | 293ms
2026-02-17 08:40:26 [INFO]    [PING OK] RU | 860ms
2026-02-17 08:40:27 [INFO]    [PING OK] RU | 199ms
2026-02-17 08:40:27 [INFO]    [PING OK] FI | 239ms
