2026-02-23 15:00:06 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-23 15:00:06 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-23 15:00:08 [INFO] 🔍 Уникальных конфигов собрано: 227
2026-02-23 15:00:08 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-23 15:00:15 [INFO]    [PING OK] PL | VLESS | 4168ms
2026-02-23 15:00:26 [INFO]    [PING OK] CA | VLESS | 5830ms
2026-02-23 15:00:26 [INFO]    [PING OK] NL | VLESS | 5426ms
2026-02-23 15:00:26 [INFO]    [PING OK] SE | VLESS | 5503ms
2026-02-23 15:00:27 [INFO]    [PING OK] GB | VLESS | 5283ms
2026-02-23 15:00:28 [INFO]    [PING OK] JP | VLESS | 5682ms
2026-02-23 15:00:29 [INFO]    [PING OK] CA | VLESS | 4643ms
2026-02-23 15:00:29 [INFO]    [PING OK] CA | VLESS | 6401ms
2026-02-23 15:00:30 [INFO]    [PING OK] US | VLESS | 4672ms
2026-02-23 15:00:30 [INFO]    [PING OK] NL | VLESS | 4711ms
2026-02-23 15:00:31 [INFO]    [PING OK] CA | VLESS | 4901ms
2026-02-23 15:00:31 [INFO]    [PING OK] CA | VLESS | 5509ms
2026-02-23 15:00:31 [INFO]    [PING OK] CA | VLESS | 5169ms
2026-02-23 15:00:31 [INFO]    [PING OK] CA | VLESS | 5036ms
2026-02-23 15:00:31 [INFO]    [PING OK] CA | VLESS | 4966ms
2026-02-23 15:00:31 [INFO]    [PING OK] CA | VLESS | 4886ms
2026-02-23 15:00:32 [INFO]    [PING OK] GB | VLESS | 2831ms
2026-02-23 15:00:32 [INFO]    [PING OK] SE | VLESS | 2819ms
2026-02-23 15:00:32 [INFO]    [PING OK] SE | VLESS | 2501ms
2026-02-23 15:00:32 [INFO]    [PING OK] DE | VLESS | 1315ms
2026-02-23 15:00:32 [INFO]    [PING OK] CA | VLESS | 3339ms
2026-02-23 15:00:32 [INFO]    [PING OK] CA | VLESS | 2404ms
2026-02-23 15:00:32 [INFO]    [PING OK] CA | VLESS | 2740ms
2026-02-23 15:00:35 [INFO]    [PING OK] US | VLESS | 6347ms
2026-02-23 15:00:37 [INFO] 🏎️ ЭТАП 2: Глубокий замер скорости для 40 иностранных кандидатов...
2026-02-23 15:00:41 [INFO]    🏆 HU | VLESS | Пинг: 3889ms | Скорость: 5.73 Mbps ⚡⚡
2026-02-23 15:00:41 [INFO]    🏆 CA | VLESS | Пинг: 2404ms | Скорость: 5.44 Mbps ⚡⚡
2026-02-23 15:00:41 [INFO]    🏆 ES | VLESS | Пинг: 3969ms | Скорость: 5.85 Mbps ⚡⚡
2026-02-23 15:00:41 [INFO]    🏆 PL | VLESS | Пинг: 3767ms | Скорость: 5.71 Mbps ⚡⚡
2026-02-23 15:00:41 [INFO]    🏆 CA | VLESS | Пинг: 2740ms | Скорость: 5.45 Mbps ⚡⚡
2026-02-23 15:00:41 [INFO]    🏆 DE | VLESS | Пинг: 1315ms | Скорость: 5.34 Mbps ⚡⚡
2026-02-23 15:00:41 [INFO]    🏆 IT | VLESS | Пинг: 3743ms | Скорость: 5.66 Mbps ⚡⚡
2026-02-23 15:00:41 [INFO]    🏆 TR | VLESS | Пинг: 3539ms | Скорость: 5.57 Mbps ⚡⚡
2026-02-23 15:00:41 [INFO]    🏆 SE | VLESS | Пинг: 2501ms | Скорость: 5.3 Mbps ⚡⚡
2026-02-23 15:00:44 [INFO]    🏆 ES | VLESS | Пинг: 4181ms | Скорость: 8.32 Mbps ⚡⚡
2026-02-23 15:00:45 [INFO]    🏆 HU | VLESS | Пинг: 4242ms | Скорость: 7.36 Mbps ⚡⚡
2026-02-23 15:00:45 [INFO]    🏆 IT | VLESS | Пинг: 4161ms | Скорость: 7.38 Mbps ⚡⚡
2026-02-23 15:00:45 [INFO]    🏆 ES | VLESS | Пинг: 4253ms | Скорость: 7.07 Mbps ⚡⚡
2026-02-23 15:00:45 [INFO]    🏆 TR | VLESS | Пинг: 4583ms | Скорость: 7.12 Mbps ⚡⚡
2026-02-23 15:00:46 [INFO]    🏆 US | VLESS | Пинг: 4672ms | Скорость: 6.12 Mbps ⚡⚡
2026-02-23 15:00:47 [INFO]    🏆 NL | VLESS | Пинг: 4711ms | Скорость: 4.42 Mbps ⚡⚡
2026-02-23 15:00:47 [INFO]    🏆 CA | VLESS | Пинг: 5169ms | Скорость: 13.54 Mbps ⚡⚡
2026-02-23 15:00:48 [INFO]    🏆 TR | VLESS | Пинг: 4939ms | Скорость: 9.06 Mbps ⚡⚡
2026-02-23 15:00:48 [INFO]    🏆 PL | VLESS | Пинг: 5200ms | Скорость: 15.25 Mbps ⚡⚡
2026-02-23 15:00:48 [INFO]    🏆 EE | VLESS | Пинг: 4562ms | Скорость: 3.42 Mbps ⚡⚡
2026-02-23 15:00:48 [INFO]    🏆 HU | VLESS | Пинг: 4601ms | Скорость: 1.77 Mbps ⚡
2026-02-23 15:00:49 [INFO]    🏆 DE | VLESS | Пинг: 5255ms | Скорость: 17.59 Mbps ⚡⚡
2026-02-23 15:00:51 [INFO]    🏆 ES | VLESS | Пинг: 4891ms | Скорость: 1.09 Mbps 
2026-02-23 15:00:51 [INFO]    🏆 GB | VLESS | Пинг: 5283ms | Скорость: 6.35 Mbps ⚡⚡
2026-02-23 15:00:51 [INFO]    🏆 US | VLESS | Пинг: 4951ms | Скорость: 2.72 Mbps ⚡
2026-02-23 15:00:52 [INFO]    🏆 SE | VLESS | Пинг: 5084ms | Скорость: 1.01 Mbps 
2026-02-23 15:00:52 [INFO] 📊 Итого в подписке сохранено иностранных серверов: 10
2026-02-23 15:00:52 [INFO] 💾 Файл успешно сохранен: FL1PVPN
