2026-02-16 13:23:24 [INFO] 🚀 START: Smart VLESS Selector (Target: 10, Strict Mode)
2026-02-16 13:23:24 [INFO] 🌐 Загрузка источников...
2026-02-16 13:23:26 [INFO] 🔍 Уникальных конфигов собрано: 414
2026-02-16 13:23:26 [INFO] ⚡ ЭТАП 1: Быстрый замер Пинга (Workers: 25)...
2026-02-16 13:23:27 [INFO]    [PING OK] NL | 298ms
2026-02-16 13:23:28 [INFO]    [PING OK] DE | 219ms
2026-02-16 13:23:33 [INFO]    [PING OK] KZ | 887ms
2026-02-16 13:23:33 [INFO]    [PING OK] DE | 189ms
2026-02-16 13:23:33 [INFO]    [PING OK] TR | 263ms
2026-02-16 13:23:33 [INFO]    [PING OK] DE | 411ms
2026-02-16 13:23:35 [INFO]    [PING OK] CH | 170ms
2026-02-16 13:23:36 [INFO]    [PING OK] NL | 2631ms
2026-02-16 13:23:37 [INFO]    [PING OK] DE | 296ms
2026-02-16 13:23:37 [INFO]    [PING OK] FR | 221ms
2026-02-16 13:23:37 [INFO]    [PING OK] DE | 136ms
2026-02-16 13:23:39 [INFO]    [PING OK] FR | 242ms
2026-02-16 13:23:39 [INFO]    [PING OK] DE | 451ms
2026-02-16 13:23:40 [INFO]    [PING OK] DE | 215ms
2026-02-16 13:23:41 [INFO]    [PING OK] RU | 91ms
2026-02-16 13:23:41 [INFO]    [PING OK] RU | 261ms
2026-02-16 13:23:41 [INFO]    [PING OK] RU | 329ms
2026-02-16 13:23:42 [INFO]    [PING OK] RU | 319ms
2026-02-16 13:23:42 [INFO]    [PING OK] RU | 240ms
2026-02-16 13:23:43 [INFO]    [PING OK] RU | 430ms
2026-02-16 13:23:43 [INFO]    [PING OK] RU | 87ms
2026-02-16 13:23:43 [INFO]    [PING OK] RU | 127ms
2026-02-16 13:23:44 [INFO]    [PING OK] RU | 2371ms
2026-02-16 13:23:44 [INFO]    [PING OK] RU | 337ms
2026-02-16 13:23:44 [INFO]    [PING OK] RU | 412ms
2026-02-16 13:23:44 [INFO]    [PING OK] RU | 876ms
2026-02-16 13:23:45 [INFO]    [PING OK] RU | 324ms
2026-02-16 13:23:45 [INFO]    [PING OK] RU | 132ms
2026-02-16 13:23:45 [INFO]    [PING OK] RU | 277ms
2026-02-16 13:23:45 [INFO]    [PING OK] RU | 140ms
2026-02-16 13:23:45 [INFO]    [PING OK] RU | 152ms
2026-02-16 13:23:46 [INFO]    [PING OK] RU | 202ms
2026-02-16 13:23:46 [INFO]    [PING OK] RU | 66ms
2026-02-16 13:23:46 [INFO]    [PING OK] RU | 444ms
2026-02-16 13:23:46 [INFO]    [PING OK] RU | 108ms
2026-02-16 13:23:46 [INFO]    [PING OK] RU | 200ms
2026-02-16 13:23:47 [INFO]    [PING OK] RU | 854ms
2026-02-16 13:23:47 [INFO]    [PING OK] RU | 2589ms
2026-02-16 13:23:47 [INFO]    [PING OK] RU | 324ms
2026-02-16 13:23:48 [INFO]    [PING OK] DE | 183ms
2026-02-16 13:23:48 [INFO]    [PING OK] RU | 193ms
2026-02-16 13:23:48 [INFO]    [PING OK] PL | 214ms
2026-02-16 13:23:48 [INFO]    [PING OK] RU | 265ms
2026-02-16 13:23:48 [INFO]    [PING OK] RU | 1363ms
2026-02-16 13:23:48 [INFO]    [PING OK] RU | 4275ms
2026-02-16 13:23:48 [INFO]    [PING OK] RU | 246ms
2026-02-16 13:23:48 [INFO]    [PING OK] RU | 4649ms
2026-02-16 13:23:48 [INFO]    [PING OK] RU | 252ms
2026-02-16 13:23:48 [INFO]    [PING OK] GB | 3501ms
2026-02-16 13:23:49 [INFO]    [PING OK] RU | 267ms
2026-02-16 13:23:49 [INFO]    [PING OK] DE | 484ms
2026-02-16 13:23:49 [INFO]    [PING OK] RU | 65ms
2026-02-16 13:23:49 [INFO]    [PING OK] RU | 3007ms
2026-02-16 13:23:49 [INFO]    [PING OK] RU | 290ms
2026-02-16 13:23:49 [INFO]    [PING OK] RU | 247ms
2026-02-16 13:23:49 [INFO]    [PING OK] RU | 1972ms
2026-02-16 13:23:49 [INFO]    [PING OK] RU | 255ms
2026-02-16 13:23:49 [INFO]    [PING OK] PL | 160ms
2026-02-16 13:23:50 [INFO]    [PING OK] RU | 260ms
2026-02-16 13:23:50 [INFO]    [PING OK] RU | 275ms
2026-02-16 13:23:50 [INFO]    [PING OK] RU | 214ms
