2026-02-17 15:20:05 [INFO] 🚀 START: Smart VLESS Selector (Target: 10, Strict Mode)
2026-02-17 15:20:05 [INFO] 🌐 Загрузка источников...
2026-02-17 15:20:08 [INFO] 🔍 Уникальных конфигов собрано: 538
2026-02-17 15:20:08 [INFO] ⚡ ЭТАП 1: Быстрый замер Пинга (Workers: 25)...
2026-02-17 15:20:09 [INFO]    [PING OK] NL | 405ms
2026-02-17 15:20:11 [INFO]    [PING OK] DE | 178ms
2026-02-17 15:20:11 [INFO]    [PING OK] DE | 148ms
2026-02-17 15:20:17 [INFO]    [PING OK] US | 737ms
2026-02-17 15:20:18 [INFO]    [PING OK] DE | 306ms
2026-02-17 15:20:22 [INFO]    [PING OK] NL | 151ms
2026-02-17 15:20:23 [INFO]    [PING OK] RU | 140ms
2026-02-17 15:20:23 [INFO]    [PING OK] RU | 253ms
2026-02-17 15:20:23 [INFO]    [PING OK] RU | 344ms
2026-02-17 15:20:24 [INFO]    [PING OK] RU | 291ms
2026-02-17 15:20:24 [INFO]    [PING OK] RU | 263ms
2026-02-17 15:20:24 [INFO]    [PING OK] RU | 282ms
2026-02-17 15:20:24 [INFO]    [PING OK] RU | 314ms
2026-02-17 15:20:24 [INFO]    [PING OK] RU | 315ms
2026-02-17 15:20:24 [INFO]    [PING OK] RU | 190ms
2026-02-17 15:20:24 [INFO]    [PING OK] RU | 270ms
2026-02-17 15:20:25 [INFO]    [PING OK] RU | 668ms
2026-02-17 15:20:25 [INFO]    [PING OK] RU | 321ms
2026-02-17 15:20:25 [INFO]    [PING OK] RU | 1380ms
2026-02-17 15:20:25 [INFO]    [PING OK] RU | 330ms
2026-02-17 15:20:25 [INFO]    [PING OK] RU | 283ms
2026-02-17 15:20:25 [INFO]    [PING OK] RU | 911ms
2026-02-17 15:20:25 [INFO]    [PING OK] RU | 183ms
2026-02-17 15:20:25 [INFO]    [PING OK] RU | 141ms
2026-02-17 15:20:26 [INFO]    [PING OK] RU | 537ms
2026-02-17 15:20:26 [INFO]    [PING OK] RU | 270ms
2026-02-17 15:20:26 [INFO]    [PING OK] RU | 279ms
2026-02-17 15:20:26 [INFO]    [PING OK] RU | 164ms
2026-02-17 15:20:26 [INFO]    [PING OK] RU | 243ms
2026-02-17 15:20:26 [INFO]    [PING OK] RU | 324ms
2026-02-17 15:20:26 [INFO]    [PING OK] RU | 228ms
2026-02-17 15:20:27 [INFO]    [PING OK] RU | 243ms
2026-02-17 15:20:27 [INFO]    [PING OK] RU | 1332ms
2026-02-17 15:20:27 [INFO]    [PING OK] RU | 739ms
2026-02-17 15:20:27 [INFO]    [PING OK] RU | 298ms
2026-02-17 15:20:27 [INFO]    [PING OK] RU | 301ms
2026-02-17 15:20:27 [INFO]    [PING OK] RU | 246ms
2026-02-17 15:20:27 [INFO]    [PING OK] RU | 315ms
2026-02-17 15:20:27 [INFO]    [PING OK] RU | 439ms
2026-02-17 15:20:27 [INFO]    [PING OK] RU | 363ms
2026-02-17 15:20:28 [INFO]    [PING OK] RU | 361ms
2026-02-17 15:20:28 [INFO]    [PING OK] RU | 333ms
2026-02-17 15:20:28 [INFO]    [PING OK] RU | 102ms
2026-02-17 15:20:28 [INFO]    [PING OK] RU | 215ms
2026-02-17 15:20:29 [INFO]    [PING OK] RU | 607ms
2026-02-17 15:20:29 [INFO]    [PING OK] RU | 796ms
2026-02-17 15:20:29 [INFO]    [PING OK] RU | 285ms
2026-02-17 15:20:29 [INFO]    [PING OK] RU | 1022ms
2026-02-17 15:20:29 [INFO]    [PING OK] RU | 756ms
2026-02-17 15:20:30 [INFO]    [PING OK] RU | 232ms
2026-02-17 15:20:30 [INFO]    [PING OK] RU | 206ms
2026-02-17 15:20:30 [INFO]    [PING OK] RU | 327ms
2026-02-17 15:20:30 [INFO]    [PING OK] RU | 352ms
2026-02-17 15:20:31 [INFO]    [PING OK] AE | 207ms
2026-02-17 15:20:31 [INFO]    [PING OK] RU | 4569ms
2026-02-17 15:20:32 [INFO]    [PING OK] RU | 2456ms
2026-02-17 15:20:32 [INFO]    [PING OK] RU | 1419ms
2026-02-17 15:20:32 [INFO]    [PING OK] RU | 4055ms
2026-02-17 15:20:32 [INFO]    [PING OK] RU | 1748ms
2026-02-17 15:20:32 [INFO]    [PING OK] RU | 4688ms
2026-02-17 15:20:32 [INFO]    [PING OK] RU | 1744ms
2026-02-17 15:20:32 [INFO]    [PING OK] ES | 362ms
2026-02-17 15:20:33 [INFO]    [PING OK] RU | 2601ms
2026-02-17 15:20:33 [INFO]    [PING OK] RU | 152ms
2026-02-17 15:20:33 [INFO]    [PING OK] RU | 2758ms
2026-02-17 15:20:37 [INFO]    [PING OK] PL | 385ms
2026-02-17 15:20:39 [INFO]    [PING OK] US | 454ms
2026-02-17 15:20:40 [INFO]    [PING OK] PL | 330ms
2026-02-17 15:20:43 [INFO]    [PING OK] DE | 172ms
2026-02-17 15:20:47 [INFO]    [PING OK] DE | 144ms
2026-02-17 15:20:53 [INFO]    [PING OK] LT | 159ms
2026-02-17 15:20:55 [INFO]    [PING OK] TR | 270ms
2026-02-17 15:21:03 [INFO]    [PING OK] CY | 210ms
2026-02-17 15:21:03 [INFO]    [PING OK] PL | 127ms
2026-02-17 15:21:09 [INFO]    [PING OK] LT | 173ms
2026-02-17 15:21:09 [INFO]    [PING OK] RU | 370ms
2026-02-17 15:21:10 [INFO]    [PING OK] LT | 183ms
2026-02-17 15:21:10 [INFO]    [PING OK] NL | 1993ms
2026-02-17 15:21:13 [INFO]    [PING OK] EE | 2512ms
2026-02-17 15:21:14 [INFO]    [PING OK] PL | 96ms
2026-02-17 15:21:14 [INFO]    [PING OK] LT | 3798ms
2026-02-17 15:21:24 [INFO]    [PING OK] RU | 281ms
2026-02-17 15:21:30 [INFO]    [PING OK] FI | 237ms
2026-02-17 15:21:31 [INFO]    [PING OK] LV | 299ms
2026-02-17 15:21:32 [INFO]    [PING OK] LV | 1553ms
2026-02-17 15:21:37 [INFO] 🏎️ ЭТАП 2: Глубокий замер скорости для ТОП-10 серверов...
2026-02-17 15:21:40 [INFO]    🏆 PL | Пинг: 96ms | Скорость: 8.37 Mbps ⚡⚡
2026-02-17 15:21:40 [INFO]    🏆 PL | Пинг: 127ms | Скорость: 0.0 Mbps 
2026-02-17 15:21:40 [INFO]    🏆 DE | Пинг: 144ms | Скорость: 8.44 Mbps ⚡⚡
2026-02-17 15:21:40 [INFO]    🏆 DE | Пинг: 148ms | Скорость: 8.35 Mbps ⚡⚡
2026-02-17 15:21:40 [INFO]    🏆 NL | Пинг: 151ms | Скорость: 8.6 Mbps ⚡⚡
2026-02-17 15:21:40 [INFO]    🏆 LT | Пинг: 159ms | Скорость: 8.63 Mbps ⚡⚡
2026-02-17 15:21:40 [INFO]    🏆 DE | Пинг: 172ms | Скорость: 8.77 Mbps ⚡⚡
2026-02-17 15:21:40 [INFO]    🏆 LT | Пинг: 173ms | Скорость: 8.81 Mbps ⚡⚡
2026-02-17 15:21:40 [INFO]    🏆 DE | Пинг: 178ms | Скорость: 8.95 Mbps ⚡⚡
2026-02-17 15:21:40 [INFO]    🏆 RU | Пинг: 102ms | Скорость: 9.1 Mbps ⚡⚡
2026-02-17 15:21:40 [INFO] 🇷🇺 Добавлен RU сервер: 109.120.191.46
2026-02-17 15:21:40 [INFO] 📊 Итого в подписке сохранено: 10 серверов
2026-02-17 15:21:40 [INFO] 💾 Файл успешно сохранен: FL1PVPN
