2026-02-17 17:50:05 [INFO] 🚀 START: Smart VLESS Selector (Target: 10, Strict Mode)
2026-02-17 17:50:05 [INFO] 🌐 Загрузка источников...
2026-02-17 17:50:07 [INFO] 🔍 Уникальных конфигов собрано: 497
2026-02-17 17:50:07 [INFO] ⚡ ЭТАП 1: Быстрый замер Пинга (Workers: 25)...
2026-02-17 17:50:11 [INFO]    [PING OK] DE | 160ms
2026-02-17 17:50:12 [INFO]    [PING OK] RU | 448ms
2026-02-17 17:50:17 [INFO]    [PING OK] RU | 278ms
2026-02-17 17:50:17 [INFO]    [PING OK] RU | 311ms
2026-02-17 17:50:17 [INFO]    [PING OK] RU | 560ms
2026-02-17 17:50:17 [INFO]    [PING OK] RU | 307ms
2026-02-17 17:50:17 [INFO]    [PING OK] RU | 324ms
2026-02-17 17:50:17 [INFO]    [PING OK] RU | 531ms
2026-02-17 17:50:17 [INFO]    [PING OK] RU | 595ms
2026-02-17 17:50:17 [INFO]    [PING OK] RU | 309ms
2026-02-17 17:50:17 [INFO]    [PING OK] RU | 356ms
2026-02-17 17:50:17 [INFO]    [PING OK] RU | 374ms
2026-02-17 17:50:17 [INFO]    [PING OK] RU | 128ms
2026-02-17 17:50:18 [INFO]    [PING OK] RU | 383ms
2026-02-17 17:50:18 [INFO]    [PING OK] RU | 406ms
2026-02-17 17:50:18 [INFO]    [PING OK] RU | 423ms
2026-02-17 17:50:18 [INFO]    [PING OK] RU | 313ms
2026-02-17 17:50:18 [INFO]    [PING OK] RU | 300ms
2026-02-17 17:50:18 [INFO]    [PING OK] RU | 293ms
2026-02-17 17:50:18 [INFO]    [PING OK] RU | 331ms
2026-02-17 17:50:18 [INFO]    [PING OK] RU | 180ms
2026-02-17 17:50:18 [INFO]    [PING OK] RU | 289ms
2026-02-17 17:50:18 [INFO]    [PING OK] RU | 247ms
2026-02-17 17:50:19 [INFO]    [PING OK] RU | 244ms
2026-02-17 17:50:19 [INFO]    [PING OK] RU | 310ms
2026-02-17 17:50:19 [INFO]    [PING OK] RU | 199ms
2026-02-17 17:50:19 [INFO]    [PING OK] RU | 412ms
2026-02-17 17:50:19 [INFO]    [PING OK] RU | 610ms
2026-02-17 17:50:19 [INFO]    [PING OK] RU | 191ms
2026-02-17 17:50:19 [INFO]    [PING OK] RU | 1734ms
2026-02-17 17:50:20 [INFO]    [PING OK] RU | 347ms
2026-02-17 17:50:20 [INFO]    [PING OK] RU | 317ms
2026-02-17 17:50:20 [INFO]    [PING OK] RU | 112ms
2026-02-17 17:50:20 [INFO]    [PING OK] RU | 924ms
2026-02-17 17:50:20 [INFO]    [PING OK] RU | 258ms
2026-02-17 17:50:20 [INFO]    [PING OK] RU | 237ms
2026-02-17 17:50:20 [INFO]    [PING OK] RU | 276ms
2026-02-17 17:50:20 [INFO]    [PING OK] RU | 270ms
2026-02-17 17:50:20 [INFO]    [PING OK] RU | 899ms
2026-02-17 17:50:21 [INFO]    [PING OK] RU | 294ms
2026-02-17 17:50:21 [INFO]    [PING OK] RU | 410ms
2026-02-17 17:50:21 [INFO]    [PING OK] RU | 562ms
2026-02-17 17:50:21 [INFO]    [PING OK] RU | 377ms
2026-02-17 17:50:21 [INFO]    [PING OK] RU | 308ms
2026-02-17 17:50:21 [INFO]    [PING OK] RU | 296ms
2026-02-17 17:50:21 [INFO]    [PING OK] RU | 362ms
2026-02-17 17:50:21 [INFO]    [PING OK] RU | 323ms
2026-02-17 17:50:21 [INFO]    [PING OK] RU | 1323ms
2026-02-17 17:50:21 [INFO]    [PING OK] RU | 2351ms
2026-02-17 17:50:21 [INFO]    [PING OK] RU | 357ms
2026-02-17 17:50:21 [INFO]    [PING OK] RU | 2668ms
2026-02-17 17:50:22 [INFO]    [PING OK] RU | 485ms
2026-02-17 17:50:22 [INFO]    [PING OK] RU | 291ms
2026-02-17 17:50:22 [INFO]    [PING OK] RU | 298ms
2026-02-17 17:50:22 [INFO]    [PING OK] RU | 364ms
2026-02-17 17:50:23 [INFO]    [PING OK] RU | 1278ms
2026-02-17 17:50:23 [INFO]    [PING OK] NL | 172ms
2026-02-17 17:50:23 [INFO]    [PING OK] RU | 1330ms
2026-02-17 17:50:23 [INFO]    [PING OK] US | 2134ms
2026-02-17 17:50:24 [INFO]    [PING OK] PL | 212ms
2026-02-17 17:50:24 [INFO]    [PING OK] PL | 138ms
2026-02-17 17:50:24 [INFO]    [PING OK] IR | 572ms
2026-02-17 17:50:24 [INFO]    [PING OK] RU | 3637ms
2026-02-17 17:50:25 [INFO]    [PING OK] DE | 199ms
2026-02-17 17:50:25 [INFO]    [PING OK] RU | 3720ms
2026-02-17 17:50:26 [INFO]    [PING OK] RU | 4070ms
2026-02-17 17:50:26 [INFO]    [PING OK] RU | 4387ms
2026-02-17 17:50:26 [INFO]    [PING OK] RU | 144ms
2026-02-17 17:50:26 [INFO]    [PING OK] RU | 4795ms
2026-02-17 17:50:29 [INFO]    [PING OK] LT | 2297ms
2026-02-17 17:50:29 [INFO]    [PING OK] CY | 271ms
2026-02-17 17:50:32 [INFO]    [PING OK] AT | 290ms
2026-02-17 17:50:36 [INFO]    [PING OK] US | 448ms
2026-02-17 17:50:38 [INFO]    [PING OK] US | 1236ms
2026-02-17 17:50:39 [INFO]    [PING OK] PL | 460ms
2026-02-17 17:50:40 [INFO]    [PING OK] US | 633ms
2026-02-17 17:50:40 [INFO]    [PING OK] FI | 295ms
2026-02-17 17:50:44 [INFO]    [PING OK] PL | 250ms
2026-02-17 17:50:49 [INFO]    [PING OK] AE | 175ms
2026-02-17 17:50:51 [INFO]    [PING OK] RU | 158ms
2026-02-17 17:50:52 [INFO]    [PING OK] RU | 157ms
2026-02-17 17:50:58 [INFO]    [PING OK] NL | 196ms
2026-02-17 17:51:04 [INFO]    [PING OK] LT | 1764ms
2026-02-17 17:51:22 [INFO]    [PING OK] RU | 771ms
2026-02-17 17:51:23 [INFO]    [PING OK] MD | 203ms
2026-02-17 17:51:23 [INFO]    [PING OK] LV | 370ms
2026-02-17 17:51:29 [INFO] 🏎️ ЭТАП 2: Глубокий замер скорости для ТОП-10 серверов...
2026-02-17 17:51:33 [INFO]    🏆 PL | Пинг: 138ms | Скорость: 7.6 Mbps ⚡⚡
2026-02-17 17:51:33 [INFO]    🏆 DE | Пинг: 160ms | Скорость: 7.51 Mbps ⚡⚡
2026-02-17 17:51:33 [INFO]    🏆 NL | Пинг: 172ms | Скорость: 7.54 Mbps ⚡⚡
2026-02-17 17:51:33 [INFO]    🏆 AE | Пинг: 175ms | Скорость: 7.76 Mbps ⚡⚡
2026-02-17 17:51:33 [INFO]    🏆 NL | Пинг: 196ms | Скорость: 7.79 Mbps ⚡⚡
2026-02-17 17:51:33 [INFO]    🏆 DE | Пинг: 199ms | Скорость: 8.09 Mbps ⚡⚡
2026-02-17 17:51:33 [INFO]    🏆 MD | Пинг: 203ms | Скорость: 8.15 Mbps ⚡⚡
2026-02-17 17:51:33 [INFO]    🏆 PL | Пинг: 212ms | Скорость: 8.03 Mbps ⚡⚡
2026-02-17 17:51:33 [INFO]    🏆 PL | Пинг: 250ms | Скорость: 0.0 Mbps 
2026-02-17 17:51:33 [INFO]    🏆 RU | Пинг: 112ms | Скорость: 7.88 Mbps ⚡⚡
2026-02-17 17:51:33 [INFO] 🇷🇺 Добавлен RU сервер: 87.242.103.184
2026-02-17 17:51:33 [INFO] 📊 Итого в подписке сохранено: 10 серверов
2026-02-17 17:51:33 [INFO] 💾 Файл успешно сохранен: FL1PVPN
