2026-02-22 11:50:06 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-22 11:50:06 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-22 11:50:08 [INFO] 🔍 Уникальных конфигов собрано: 257
2026-02-22 11:50:08 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-22 11:50:14 [INFO]    [PING OK] CZ | VLESS | 5171ms
2026-02-22 11:50:15 [INFO]    [PING OK] NL | VLESS | 4442ms
2026-02-22 11:50:15 [INFO]    [PING OK] DE | VLESS | 5747ms
2026-02-22 11:50:15 [INFO]    [PING OK] ES | VLESS | 3924ms
2026-02-22 11:50:15 [INFO]    [PING OK] DE | VLESS | 4423ms
2026-02-22 11:50:15 [INFO]    [PING OK] NL | VLESS | 6112ms
2026-02-22 11:50:15 [INFO]    [PING OK] PL | VLESS | 4238ms
2026-02-22 11:50:15 [INFO]    [PING OK] PL | VLESS | 3726ms
2026-02-22 11:50:16 [INFO]    [PING OK] DE | VLESS | 6726ms
2026-02-22 11:50:16 [INFO]    [PING OK] DE | VLESS | 7282ms
2026-02-22 11:50:18 [INFO]    [PING OK] HU | VLESS | 3559ms
2026-02-22 11:50:18 [INFO]    [PING OK] IT | VLESS | 3686ms
2026-02-22 11:50:18 [INFO]    [PING OK] ES | VLESS | 3770ms
2026-02-22 11:50:19 [INFO]    [PING OK] PL | VLESS | 3904ms
2026-02-22 11:50:19 [INFO]    [PING OK] PL | VLESS | 6656ms
2026-02-22 11:50:19 [INFO]    [PING OK] ES | VLESS | 3546ms
2026-02-22 11:50:19 [INFO]    [PING OK] NL | VLESS | 9365ms
2026-02-22 11:50:19 [INFO]    [PING OK] HU | VLESS | 3551ms
2026-02-22 11:50:19 [INFO]    [PING OK] HU | VLESS | 3635ms
2026-02-22 11:50:20 [INFO]    [PING OK] PL | VLESS | 3774ms
2026-02-22 11:50:20 [INFO]    [PING OK] NL | VLESS | 3691ms
2026-02-22 11:50:20 [INFO]    [PING OK] DE | VLESS | 4992ms
2026-02-22 11:50:20 [INFO]    [PING OK] HU | VLESS | 3727ms
2026-02-22 11:50:20 [INFO]    [PING OK] TR | VLESS | 3439ms
2026-02-22 11:50:20 [INFO]    [PING OK] TR | VLESS | 3449ms
2026-02-22 11:50:21 [INFO]    [PING OK] PL | VLESS | 5037ms
2026-02-22 11:50:21 [INFO]    [PING OK] NL | VLESS | 3282ms
2026-02-22 11:50:22 [INFO]    [PING OK] HU | VLESS | 3358ms
2026-02-22 11:50:22 [INFO]    [PING OK] PL | VLESS | 3731ms
2026-02-22 11:50:22 [INFO]    [PING OK] PL | VLESS | 3573ms
2026-02-22 11:50:22 [INFO]    [PING OK] PL | VLESS | 4644ms
2026-02-22 11:50:22 [INFO]    [PING OK] EE | VLESS | 3953ms
2026-02-22 11:50:23 [INFO]    [PING OK] TR | VLESS | 4330ms
2026-02-22 11:50:23 [INFO]    [PING OK] PL | VLESS | 3630ms
2026-02-22 11:50:23 [INFO]    [PING OK] DE | VLESS | 3900ms
2026-02-22 11:50:24 [INFO]    [PING OK] NL | VLESS | 4065ms
2026-02-22 11:50:24 [INFO]    [PING OK] PL | VLESS | 3955ms
2026-02-22 11:50:25 [INFO]    [PING OK] HU | VLESS | 4347ms
2026-02-22 11:50:25 [INFO]    [PING OK] DE | VLESS | 5840ms
2026-02-22 11:50:26 [INFO]    [PING OK] DE | VLESS | 5784ms
2026-02-22 11:50:26 [INFO]    [PING OK] NL | VLESS | 5473ms
2026-02-22 11:50:26 [INFO]    [PING OK] CA | VLESS | 6016ms
2026-02-22 11:50:27 [INFO]    [PING OK] HU | VLESS | 5559ms
2026-02-22 11:50:27 [INFO]    [PING OK] ES | VLESS | 5555ms
2026-02-22 11:50:27 [INFO]    [PING OK] HU | VLESS | 5429ms
2026-02-22 11:50:27 [INFO]    [PING OK] TR | VLESS | 6007ms
2026-02-22 11:50:28 [INFO]    [PING OK] NL | VLESS | 5618ms
2026-02-22 11:50:28 [INFO]    [PING OK] CA | VLESS | 5765ms
2026-02-22 11:50:28 [INFO]    [PING OK] CA | VLESS | 5989ms
2026-02-22 11:50:29 [INFO]    [PING OK] CA | VLESS | 5601ms
2026-02-22 11:50:29 [INFO]    [PING OK] CA | VLESS | 5589ms
2026-02-22 11:50:29 [INFO]    [PING OK] NL | VLESS | 6340ms
2026-02-22 11:50:30 [INFO]    [PING OK] CA | VLESS | 5516ms
2026-02-22 11:50:31 [INFO]    [PING OK] BY | VLESS | 5855ms
2026-02-22 11:50:31 [INFO]    [PING OK] CA | VLESS | 5637ms
2026-02-22 11:50:32 [INFO]    [PING OK] CA | VLESS | 5202ms
2026-02-22 11:50:32 [INFO]    [PING OK] CA | VLESS | 5475ms
2026-02-22 11:50:33 [INFO]    [PING OK] NL | VLESS | 5885ms
2026-02-22 11:50:33 [INFO]    [PING OK] CA | VLESS | 5658ms
2026-02-22 11:50:33 [INFO]    [PING OK] CA | VLESS | 5537ms
2026-02-22 11:50:33 [INFO]    [PING OK] CA | VLESS | 6142ms
2026-02-22 11:50:34 [INFO]    [PING OK] DE | VLESS | 5055ms
2026-02-22 11:50:34 [INFO]    [PING OK] CA | VLESS | 5329ms
2026-02-22 11:50:34 [INFO]    [PING OK] CA | VLESS | 5560ms
2026-02-22 11:50:34 [INFO]    [PING OK] CA | VLESS | 4421ms
2026-02-22 11:50:35 [INFO]    [PING OK] DE | VLESS | 1925ms
2026-02-22 11:50:35 [INFO]    [PING OK] DE | VLESS | 3445ms
2026-02-22 11:50:35 [INFO]    [PING OK] CA | VLESS | 3577ms
2026-02-22 11:50:36 [INFO]    [PING OK] CA | VLESS | 3043ms
2026-02-22 11:50:36 [INFO]    [PING OK] CA | VLESS | 3474ms
2026-02-22 11:50:39 [INFO] 🏎️ ЭТАП 2: Глубокий замер скорости для 40 иностранных кандидатов...
2026-02-22 11:50:44 [INFO]    🏆 HU | VLESS | Пинг: 3358ms | Скорость: 5.73 Mbps ⚡⚡
2026-02-22 11:50:44 [INFO]    🏆 NL | VLESS | Пинг: 3282ms | Скорость: 5.69 Mbps ⚡⚡
2026-02-22 11:50:44 [INFO]    🏆 TR | VLESS | Пинг: 3449ms | Скорость: 5.7 Mbps ⚡⚡
2026-02-22 11:50:44 [INFO]    🏆 TR | VLESS | Пинг: 3439ms | Скорость: 5.56 Mbps ⚡⚡
2026-02-22 11:50:44 [INFO]    🏆 DE | VLESS | Пинг: 1925ms | Скорость: 5.5 Mbps ⚡⚡
2026-02-22 11:50:44 [INFO]    🏆 HU | VLESS | Пинг: 3551ms | Скорость: 5.71 Mbps ⚡⚡
2026-02-22 11:50:44 [INFO]    🏆 DE | VLESS | Пинг: 3445ms | Скорость: 5.25 Mbps ⚡⚡
2026-02-22 11:50:45 [INFO]    🏆 ES | VLESS | Пинг: 3546ms | Скорость: 4.55 Mbps ⚡⚡
2026-02-22 11:50:45 [INFO]    🏆 PL | VLESS | Пинг: 3573ms | Скорость: 4.48 Mbps ⚡⚡
2026-02-22 11:50:46 [INFO]    🏆 PL | VLESS | Пинг: 3630ms | Скорость: 3.79 Mbps ⚡⚡
2026-02-22 11:50:46 [INFO]    🏆 HU | VLESS | Пинг: 3559ms | Скорость: 0.87 Mbps 
2026-02-22 11:50:46 [INFO]    🏆 HU | VLESS | Пинг: 3635ms | Скорость: 2.63 Mbps ⚡
2026-02-22 11:50:47 [INFO]    🏆 IT | VLESS | Пинг: 3686ms | Скорость: 8.44 Mbps ⚡⚡
2026-02-22 11:50:47 [INFO]    🏆 NL | VLESS | Пинг: 3691ms | Скорость: 8.49 Mbps ⚡⚡
2026-02-22 11:50:47 [INFO]    🏆 HU | VLESS | Пинг: 3727ms | Скорость: 8.87 Mbps ⚡⚡
2026-02-22 11:50:47 [INFO]    🏆 PL | VLESS | Пинг: 3731ms | Скорость: 8.94 Mbps ⚡⚡
2026-02-22 11:50:47 [INFO]    🏆 ES | VLESS | Пинг: 3770ms | Скорость: 8.58 Mbps ⚡⚡
2026-02-22 11:50:47 [INFO]    🏆 PL | VLESS | Пинг: 3774ms | Скорость: 8.99 Mbps ⚡⚡
2026-02-22 11:50:47 [INFO]    🏆 ES | VLESS | Пинг: 3924ms | Скорость: 11.69 Mbps ⚡⚡
2026-02-22 11:50:48 [INFO]    🏆 PL | VLESS | Пинг: 3955ms | Скорость: 16.34 Mbps ⚡⚡
2026-02-22 11:50:49 [INFO]    🏆 DE | VLESS | Пинг: 4423ms | Скорость: 16.51 Mbps ⚡⚡
2026-02-22 11:50:49 [INFO]    🏆 HU | VLESS | Пинг: 4347ms | Скорость: 11.21 Mbps ⚡⚡
2026-02-22 11:50:50 [INFO]    🏆 DE | VLESS | Пинг: 5055ms | Скорость: 15.25 Mbps ⚡⚡
2026-02-22 11:50:52 [INFO]    🏆 PL | VLESS | Пинг: 3904ms | Скорость: 0.95 Mbps 
2026-02-22 11:50:53 [INFO]    🏆 CZ | VLESS | Пинг: 5171ms | Скорость: 5.27 Mbps ⚡⚡
2026-02-22 11:50:53 [INFO]    🏆 PL | VLESS | Пинг: 4238ms | Скорость: 2.62 Mbps ⚡
2026-02-22 11:50:53 [INFO]    🏆 TR | VLESS | Пинг: 4330ms | Скорость: 1.0 Mbps 
2026-02-22 11:50:54 [INFO] 📊 Итого в подписке сохранено иностранных серверов: 10
2026-02-22 11:50:54 [INFO] 💾 Файл успешно сохранен: FL1PVPN
