2026-02-22 03:10:06 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-22 03:10:06 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-22 03:10:08 [INFO] 🔍 Уникальных конфигов собрано: 257
2026-02-22 03:10:08 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-22 03:10:13 [INFO]    [PING OK] ES | VLESS | 4056ms
2026-02-22 03:10:41 [INFO] 🏎️ ЭТАП 2: Глубокий замер скорости для 40 иностранных кандидатов...
2026-02-22 03:10:45 [INFO]    🏆 DE | VLESS | Пинг: 1561ms | Скорость: 6.35 Mbps ⚡⚡
2026-02-22 03:10:45 [INFO]    🏆 DE | VLESS | Пинг: 2414ms | Скорость: 6.27 Mbps ⚡⚡
2026-02-22 03:10:45 [INFO]    🏆 PL | VLESS | Пинг: 3510ms | Скорость: 6.42 Mbps ⚡⚡
2026-02-22 03:10:45 [INFO]    🏆 DE | VLESS | Пинг: 3524ms | Скорость: 6.45 Mbps ⚡⚡
2026-02-22 03:10:45 [INFO]    🏆 PL | VLESS | Пинг: 3944ms | Скорость: 6.46 Mbps ⚡⚡
2026-02-22 03:10:45 [INFO]    🏆 DE | VLESS | Пинг: 4013ms | Скорость: 6.65 Mbps ⚡⚡
2026-02-22 03:10:45 [INFO]    🏆 ES | VLESS | Пинг: 3998ms | Скорость: 6.5 Mbps ⚡⚡
2026-02-22 03:10:45 [INFO]    🏆 LV | VLESS | Пинг: 3198ms | Скорость: 6.09 Mbps ⚡⚡
2026-02-22 03:10:45 [INFO]    🏆 US | VLESS | Пинг: 3038ms | Скорость: 6.0 Mbps ⚡⚡
2026-02-22 03:10:45 [INFO]    🏆 US | VLESS | Пинг: 3893ms | Скорость: 6.15 Mbps ⚡⚡
2026-02-22 03:10:45 [INFO]    🏆 US | VLESS | Пинг: 1172ms | Скорость: 5.77 Mbps ⚡⚡
2026-02-22 03:10:45 [INFO]    🏆 TR | VLESS | Пинг: 3955ms | Скорость: 6.08 Mbps ⚡⚡
2026-02-22 03:10:45 [INFO]    🏆 IT | VLESS | Пинг: 4016ms | Скорость: 6.15 Mbps ⚡⚡
2026-02-22 03:10:49 [INFO]    🏆 PL | VLESS | Пинг: 4043ms | Скорость: 6.23 Mbps ⚡⚡
2026-02-22 03:10:49 [INFO]    🏆 HU | VLESS | Пинг: 4053ms | Скорость: 6.1 Mbps ⚡⚡
2026-02-22 03:10:49 [INFO]    🏆 NL | VLESS | Пинг: 4103ms | Скорость: 5.91 Mbps ⚡⚡
2026-02-22 03:10:49 [INFO]    🏆 HU | VLESS | Пинг: 4110ms | Скорость: 6.14 Mbps ⚡⚡
2026-02-22 03:10:49 [INFO]    🏆 ES | VLESS | Пинг: 4056ms | Скорость: 5.9 Mbps ⚡⚡
2026-02-22 03:10:49 [INFO]    🏆 ES | VLESS | Пинг: 4294ms | Скорость: 6.37 Mbps ⚡⚡
2026-02-22 03:10:49 [INFO]    🏆 CZ | VLESS | Пинг: 4186ms | Скорость: 6.17 Mbps ⚡⚡
2026-02-22 03:10:49 [INFO]    🏆 PL | VLESS | Пинг: 4159ms | Скорость: 5.99 Mbps ⚡⚡
2026-02-22 03:10:49 [INFO]    🏆 ES | VLESS | Пинг: 4104ms | Скорость: 5.92 Mbps ⚡⚡
2026-02-22 03:10:49 [INFO]    🏆 IT | VLESS | Пинг: 4290ms | Скорость: 6.08 Mbps ⚡⚡
2026-02-22 03:10:49 [INFO]    🏆 PL | VLESS | Пинг: 4237ms | Скорость: 5.95 Mbps ⚡⚡
2026-02-22 03:10:49 [INFO]    🏆 HU | VLESS | Пинг: 4367ms | Скорость: 6.34 Mbps ⚡⚡
2026-02-22 03:10:49 [INFO]    🏆 EE | VLESS | Пинг: 4275ms | Скорость: 5.98 Mbps ⚡⚡
2026-02-22 03:10:49 [INFO]    🏆 ES | VLESS | Пинг: 4357ms | Скорость: 6.2 Mbps ⚡⚡
2026-02-22 03:10:50 [INFO]    🏆 IT | VLESS | Пинг: 4171ms | Скорость: 4.78 Mbps ⚡⚡
2026-02-22 03:10:52 [INFO]    🏆 EE | VLESS | Пинг: 4575ms | Скорость: 7.79 Mbps ⚡⚡
2026-02-22 03:10:52 [INFO]    🏆 HU | VLESS | Пинг: 4646ms | Скорость: 7.86 Mbps ⚡⚡
2026-02-22 03:10:52 [INFO]    🏆 PL | VLESS | Пинг: 4776ms | Скорость: 8.16 Mbps ⚡⚡
2026-02-22 03:10:52 [INFO]    🏆 NL | VLESS | Пинг: 4671ms | Скорость: 7.87 Mbps ⚡⚡
2026-02-22 03:10:52 [INFO]    🏆 PL | VLESS | Пинг: 4731ms | Скорость: 8.0 Mbps ⚡⚡
2026-02-22 03:10:52 [INFO]    🏆 TR | VLESS | Пинг: 4729ms | Скорость: 7.89 Mbps ⚡⚡
2026-02-22 03:10:52 [INFO]    🏆 DE | VLESS | Пинг: 4757ms | Скорость: 7.97 Mbps ⚡⚡
2026-02-22 03:10:56 [INFO] 📊 Итого в подписке сохранено иностранных серверов: 10
2026-02-22 03:10:56 [INFO] 💾 Файл успешно сохранен: FL1PVPN
