2026-02-22 19:20:05 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-22 19:20:05 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-22 19:20:08 [INFO] 🔍 Уникальных конфигов собрано: 247
2026-02-22 19:20:08 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-22 19:20:14 [INFO]    [PING OK] IT | VLESS | 3729ms
2026-02-22 19:20:15 [INFO]    [PING OK] DE | VLESS | 4888ms
2026-02-22 19:20:15 [INFO]    [PING OK] HU | VLESS | 3924ms
2026-02-22 19:20:15 [INFO]    [PING OK] CZ | VLESS | 6694ms
2026-02-22 19:20:15 [INFO]    [PING OK] DE | VLESS | 6247ms
2026-02-22 19:20:16 [INFO]    [PING OK] DE | VLESS | 6605ms
2026-02-22 19:20:16 [INFO]    [PING OK] DE | VLESS | 6925ms
2026-02-22 19:20:16 [INFO]    [PING OK] DE | VLESS | 5046ms
2026-02-22 19:20:17 [INFO]    [PING OK] DE | VLESS | 8256ms
2026-02-22 19:20:17 [INFO]    [PING OK] DE | VLESS | 8417ms
2026-02-22 19:20:17 [INFO]    [PING OK] TR | VLESS | 3335ms
2026-02-22 19:20:17 [INFO]    [PING OK] HU | VLESS | 3176ms
2026-02-22 19:20:17 [INFO]    [PING OK] PL | VLESS | 3459ms
2026-02-22 19:20:18 [INFO]    [PING OK] IT | VLESS | 3085ms
2026-02-22 19:20:18 [INFO]    [PING OK] HU | VLESS | 3159ms
2026-02-22 19:20:18 [INFO]    [PING OK] HU | VLESS | 3041ms
2026-02-22 19:20:18 [INFO]    [PING OK] PL | VLESS | 3163ms
2026-02-22 19:20:18 [INFO]    [PING OK] TR | VLESS | 3256ms
2026-02-22 19:20:18 [INFO]    [PING OK] ES | VLESS | 2965ms
2026-02-22 19:20:19 [INFO]    [PING OK] ES | VLESS | 3195ms
2026-02-22 19:20:19 [INFO]    [PING OK] HU | VLESS | 3110ms
2026-02-22 19:20:19 [INFO]    [PING OK] PL | VLESS | 3637ms
2026-02-22 19:20:19 [INFO]    [PING OK] PL | VLESS | 3506ms
2026-02-22 19:20:20 [INFO]    [PING OK] ES | VLESS | 3223ms
2026-02-22 19:20:20 [INFO]    [PING OK] DE | VLESS | 3446ms
2026-02-22 19:20:20 [INFO]    [PING OK] ES | VLESS | 3970ms
2026-02-22 19:20:20 [INFO]    [PING OK] ES | VLESS | 3802ms
2026-02-22 19:20:21 [INFO]    [PING OK] TR | VLESS | 4277ms
2026-02-22 19:20:22 [INFO]    [PING OK] ES | VLESS | 4349ms
2026-02-22 19:20:22 [INFO]    [PING OK] IT | VLESS | 4182ms
2026-02-22 19:20:22 [INFO]    [PING OK] ES | VLESS | 4369ms
2026-02-22 19:20:23 [INFO]    [PING OK] TR | VLESS | 4229ms
2026-02-22 19:20:23 [INFO]    [PING OK] NL | VLESS | 4100ms
2026-02-22 19:20:23 [INFO]    [PING OK] HU | VLESS | 4269ms
2026-02-22 19:20:23 [INFO]    [PING OK] PL | VLESS | 4747ms
2026-02-22 19:20:23 [INFO]    [PING OK] PL | VLESS | 4702ms
2026-02-22 19:20:24 [INFO]    [PING OK] PL | VLESS | 4501ms
2026-02-22 19:20:25 [INFO]    [PING OK] DE | VLESS | 10555ms
2026-02-22 19:20:25 [INFO]    [PING OK] HU | VLESS | 4518ms
2026-02-22 19:20:25 [INFO]    [PING OK] PL | VLESS | 5216ms
2026-02-22 19:20:25 [INFO]    [PING OK] PL | VLESS | 5109ms
2026-02-22 19:20:26 [INFO]    [PING OK] US | VLESS | 4379ms
2026-02-22 19:20:27 [INFO]    [PING OK] CA | VLESS | 8962ms
2026-02-22 19:20:28 [INFO]    [PING OK] US | VLESS | 4888ms
2026-02-22 19:20:30 [INFO]    [PING OK] CA | VLESS | 6541ms
2026-02-22 19:20:30 [INFO]    [PING OK] CA | VLESS | 7235ms
2026-02-22 19:20:31 [INFO]    [PING OK] CA | VLESS | 7896ms
2026-02-22 19:20:33 [INFO]    [PING OK] EE | VLESS | 3932ms
2026-02-22 19:20:33 [INFO]    [PING OK] US | VLESS | 5360ms
2026-02-22 19:20:34 [INFO]    [PING OK] SE | VLESS | 3151ms
2026-02-22 19:20:34 [INFO]    [PING OK] US | VLESS | 3668ms
2026-02-22 19:20:34 [INFO]    [PING OK] DE | VLESS | 6810ms
2026-02-22 19:20:35 [INFO]    [PING OK] EE | VLESS | 796ms
2026-02-22 19:20:40 [INFO] 🏎️ ЭТАП 2: Глубокий замер скорости для 40 иностранных кандидатов...
2026-02-22 19:20:42 [INFO]    🏆 EE | VLESS | Пинг: 796ms | Скорость: 10.7 Mbps ⚡⚡
2026-02-22 19:20:43 [INFO]    🏆 SE | VLESS | Пинг: 3151ms | Скорость: 8.04 Mbps ⚡⚡
2026-02-22 19:20:44 [INFO]    🏆 IT | VLESS | Пинг: 3085ms | Скорость: 6.96 Mbps ⚡⚡
2026-02-22 19:20:44 [INFO]    🏆 ES | VLESS | Пинг: 2965ms | Скорость: 6.83 Mbps ⚡⚡
2026-02-22 19:20:44 [INFO]    🏆 DE | VLESS | Пинг: 3446ms | Скорость: 7.58 Mbps ⚡⚡
2026-02-22 19:20:44 [INFO]    🏆 HU | VLESS | Пинг: 3176ms | Скорость: 7.14 Mbps ⚡⚡
2026-02-22 19:20:44 [INFO]    🏆 ES | VLESS | Пинг: 3195ms | Скорость: 6.96 Mbps ⚡⚡
2026-02-22 19:20:44 [INFO]    🏆 ES | VLESS | Пинг: 3223ms | Скорость: 6.98 Mbps ⚡⚡
2026-02-22 19:20:44 [INFO]    🏆 HU | VLESS | Пинг: 3159ms | Скорость: 6.82 Mbps ⚡⚡
2026-02-22 19:20:44 [INFO]    🏆 TR | VLESS | Пинг: 3335ms | Скорость: 6.77 Mbps ⚡⚡
2026-02-22 19:20:44 [INFO]    🏆 PL | VLESS | Пинг: 3459ms | Скорость: 5.91 Mbps ⚡⚡
2026-02-22 19:20:45 [INFO]    🏆 PL | VLESS | Пинг: 3163ms | Скорость: 4.97 Mbps ⚡⚡
2026-02-22 19:20:46 [INFO]    🏆 HU | VLESS | Пинг: 3041ms | Скорость: 3.94 Mbps ⚡⚡
2026-02-22 19:20:46 [INFO]    🏆 PL | VLESS | Пинг: 3637ms | Скорость: 10.02 Mbps ⚡⚡
2026-02-22 19:20:46 [INFO]    🏆 PL | VLESS | Пинг: 3506ms | Скорость: 6.79 Mbps ⚡⚡
2026-02-22 19:20:47 [INFO]    🏆 EE | VLESS | Пинг: 3932ms | Скорость: 9.21 Mbps ⚡⚡
2026-02-22 19:20:47 [INFO]    🏆 HU | VLESS | Пинг: 3924ms | Скорость: 8.51 Mbps ⚡⚡
2026-02-22 19:20:47 [INFO]    🏆 HU | VLESS | Пинг: 3110ms | Скорость: 1.2 Mbps 
2026-02-22 19:20:48 [INFO]    🏆 HU | VLESS | Пинг: 4269ms | Скорость: 8.14 Mbps ⚡⚡
2026-02-22 19:20:48 [INFO]    🏆 ES | VLESS | Пинг: 4369ms | Скорость: 14.62 Mbps ⚡⚡
2026-02-22 19:20:49 [INFO]    🏆 PL | VLESS | Пинг: 4702ms | Скорость: 11.1 Mbps ⚡⚡
2026-02-22 19:20:50 [INFO]    🏆 PL | VLESS | Пинг: 4747ms | Скорость: 12.27 Mbps ⚡⚡
2026-02-22 19:20:50 [INFO]    🏆 ES | VLESS | Пинг: 4349ms | Скорость: 6.08 Mbps ⚡⚡
2026-02-22 19:20:50 [INFO]    🏆 HU | VLESS | Пинг: 4518ms | Скорость: 8.15 Mbps ⚡⚡
2026-02-22 19:20:50 [INFO]    🏆 IT | VLESS | Пинг: 3729ms | Скорость: 2.77 Mbps ⚡
2026-02-22 19:20:50 [INFO]    🏆 ES | VLESS | Пинг: 3802ms | Скорость: 2.11 Mbps ⚡
2026-02-22 19:20:51 [INFO]    🏆 US | VLESS | Пинг: 4888ms | Скорость: 10.84 Mbps ⚡⚡
2026-02-22 19:20:51 [INFO]    🏆 IT | VLESS | Пинг: 4182ms | Скорость: 2.35 Mbps ⚡
2026-02-22 19:20:51 [INFO]    🏆 ES | VLESS | Пинг: 3970ms | Скорость: 0.98 Mbps 
2026-02-22 19:20:51 [INFO]    🏆 TR | VLESS | Пинг: 4229ms | Скорость: 1.44 Mbps 
2026-02-22 19:20:52 [INFO]    🏆 TR | VLESS | Пинг: 4277ms | Скорость: 2.87 Mbps ⚡
2026-02-22 19:20:53 [INFO] 📊 Итого в подписке сохранено иностранных серверов: 10
2026-02-22 19:20:53 [INFO] 💾 Файл успешно сохранен: FL1PVPN
