2026-02-23 13:10:05 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-23 13:10:05 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-23 13:10:11 [INFO] 🔍 Уникальных конфигов собрано: 220
2026-02-23 13:10:11 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-23 13:10:17 [INFO]    [PING OK] ES | VLESS | 4012ms
2026-02-23 13:10:45 [INFO]    🏆 SE | VLESS | Пинг: 1303ms | Скорость: 4.91 Mbps ⚡⚡
2026-02-23 13:10:45 [INFO]    🏆 CA | VLESS | Пинг: 3780ms | Скорость: 5.1 Mbps ⚡⚡
2026-02-23 13:10:45 [INFO]    🏆 SE | VLESS | Пинг: 1655ms | Скорость: 4.9 Mbps ⚡⚡
2026-02-23 13:10:45 [INFO]    🏆 PL | VLESS | Пинг: 3885ms | Скорость: 5.17 Mbps ⚡⚡
2026-02-23 13:10:45 [INFO]    🏆 NL | VLESS | Пинг: 3571ms | Скорость: 5.0 Mbps ⚡⚡
2026-02-23 13:10:45 [INFO]    🏆 TR | VLESS | Пинг: 3855ms | Скорость: 4.96 Mbps ⚡⚡
2026-02-23 13:10:45 [INFO]    🏆 DE | VLESS | Пинг: 3972ms | Скорость: 5.08 Mbps ⚡⚡
2026-02-23 13:10:45 [INFO]    🏆 HU | VLESS | Пинг: 3671ms | Скорость: 4.94 Mbps ⚡⚡
2026-02-23 13:10:45 [INFO]    🏆 DE | VLESS | Пинг: 2942ms | Скорость: 4.74 Mbps ⚡⚡
2026-02-23 13:10:45 [INFO]    🏆 SE | VLESS | Пинг: 2351ms | Скорость: 4.26 Mbps ⚡⚡
2026-02-23 13:10:49 [INFO]    🏆 CA | VLESS | Пинг: 4249ms | Скорость: 5.59 Mbps ⚡⚡
2026-02-23 13:10:49 [INFO]    🏆 HU | VLESS | Пинг: 4181ms | Скорость: 5.61 Mbps ⚡⚡
2026-02-23 13:10:49 [INFO]    🏆 ES | VLESS | Пинг: 4276ms | Скорость: 5.63 Mbps ⚡⚡
2026-02-23 13:10:49 [INFO]    🏆 ES | VLESS | Пинг: 4317ms | Скорость: 5.82 Mbps ⚡⚡
2026-02-23 13:10:49 [INFO]    🏆 PL | VLESS | Пинг: 4348ms | Скорость: 5.73 Mbps ⚡⚡
2026-02-23 13:10:49 [INFO]    🏆 SE | VLESS | Пинг: 4298ms | Скорость: 5.6 Mbps ⚡⚡
2026-02-23 13:10:49 [INFO]    🏆 SE | VLESS | Пинг: 4202ms | Скорость: 5.28 Mbps ⚡⚡
2026-02-23 13:10:49 [INFO]    🏆 CA | VLESS | Пинг: 4019ms | Скорость: 5.1 Mbps ⚡⚡
2026-02-23 13:10:51 [INFO]    🏆 ES | VLESS | Пинг: 3993ms | Скорость: 1.27 Mbps 
2026-02-23 13:10:51 [INFO]    🏆 ES | VLESS | Пинг: 4012ms | Скорость: 1.09 Mbps 
2026-02-23 13:10:52 [INFO]    🏆 IT | VLESS | Пинг: 4274ms | Скорость: 1.85 Mbps ⚡
2026-02-23 13:10:52 [INFO]    🏆 HU | VLESS | Пинг: 4290ms | Скорость: 1.59 Mbps ⚡
2026-02-23 13:10:52 [INFO]    🏆 HU | VLESS | Пинг: 4118ms | Скорость: 1.67 Mbps ⚡
2026-02-23 13:10:53 [INFO]    🏆 ES | VLESS | Пинг: 4496ms | Скорость: 7.24 Mbps ⚡⚡
2026-02-23 13:10:53 [INFO]    🏆 HU | VLESS | Пинг: 4631ms | Скорость: 7.4 Mbps ⚡⚡
2026-02-23 13:10:53 [INFO]    🏆 NL | VLESS | Пинг: 4719ms | Скорость: 7.49 Mbps ⚡⚡
2026-02-23 13:10:53 [INFO]    🏆 PL | VLESS | Пинг: 4644ms | Скорость: 7.3 Mbps ⚡⚡
2026-02-23 13:10:53 [INFO]    🏆 ES | VLESS | Пинг: 4415ms | Скорость: 6.9 Mbps ⚡⚡
2026-02-23 13:10:53 [INFO]    🏆 TR | VLESS | Пинг: 4515ms | Скорость: 5.7 Mbps ⚡⚡
2026-02-23 13:10:58 [INFO]    🏆 EE | VLESS | Пинг: 4952ms | Скорость: 3.39 Mbps ⚡⚡
2026-02-23 13:10:58 [INFO] 📊 Итого в подписке сохранено иностранных серверов: 10
2026-02-23 13:10:58 [INFO] 💾 Файл успешно сохранен: FL1PVPN
