2026-02-23 13:10:05 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-23 13:10:05 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-23 13:10:11 [INFO] 🔍 Уникальных конфигов собрано: 220
2026-02-23 13:10:11 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-23 13:10:17 [INFO]    [PING OK] ES | VLESS | 4012ms
2026-02-23 13:10:18 [INFO]    [PING OK] ES | VLESS | 4403ms
2026-02-23 13:10:19 [INFO]    [PING OK] TR | VLESS | 3855ms
2026-02-23 13:10:19 [INFO]    [PING OK] ES | VLESS | 4276ms
2026-02-23 13:10:19 [INFO]    [PING OK] EE | VLESS | 4952ms
2026-02-23 13:10:19 [INFO]    [PING OK] DE | VLESS | 4975ms
2026-02-23 13:10:19 [INFO]    [PING OK] PL | VLESS | 3885ms
2026-02-23 13:10:19 [INFO]    [PING OK] ES | VLESS | 3993ms
2026-02-23 13:10:19 [INFO]    [PING OK] HU | VLESS | 3671ms
2026-02-23 13:10:20 [INFO]    [PING OK] FI | VLESS | 4065ms
2026-02-23 13:10:21 [INFO]    [PING OK] CA | VLESS | 4249ms
2026-02-23 13:10:22 [INFO]    [PING OK] HU | VLESS | 4118ms
2026-02-23 13:10:22 [INFO]    [PING OK] PL | VLESS | 4348ms
2026-02-23 13:10:22 [INFO]    [PING OK] IT | VLESS | 4274ms
2026-02-23 13:10:22 [INFO]    [PING OK] ES | VLESS | 4496ms
2026-02-23 13:10:22 [INFO]    [PING OK] HU | VLESS | 4181ms
2026-02-23 13:10:22 [INFO]    [PING OK] HU | VLESS | 4290ms
2026-02-23 13:10:22 [INFO]    [PING OK] SE | VLESS | 4417ms
2026-02-23 13:10:22 [INFO]    [PING OK] TR | VLESS | 4515ms
2026-02-23 13:10:23 [INFO]    [PING OK] HU | VLESS | 4631ms
2026-02-23 13:10:23 [INFO]    [PING OK] ES | VLESS | 4317ms
2026-02-23 13:10:23 [INFO]    [PING OK] ES | VLESS | 4415ms
2026-02-23 13:10:24 [INFO]    [PING OK] PL | VLESS | 4644ms
2026-02-23 13:10:24 [INFO]    [PING OK] DE | VLESS | 4694ms
2026-02-23 13:10:25 [INFO]    [PING OK] PL | VLESS | 5209ms
2026-02-23 13:10:26 [INFO]    [PING OK] IT | VLESS | 5107ms
2026-02-23 13:10:26 [INFO]    [PING OK] TR | VLESS | 5302ms
2026-02-23 13:10:26 [INFO]    [PING OK] PL | VLESS | 5399ms
2026-02-23 13:10:26 [INFO]    [PING OK] PL | VLESS | 5083ms
2026-02-23 13:10:27 [INFO]    [PING OK] TR | VLESS | 5618ms
2026-02-23 13:10:27 [INFO]    [PING OK] DE | VLESS | 5730ms
2026-02-23 13:10:28 [INFO]    [PING OK] SE | VLESS | 5511ms
2026-02-23 13:10:28 [INFO]    [PING OK] SE | VLESS | 5757ms
2026-02-23 13:10:28 [INFO]    [PING OK] SE | VLESS | 5907ms
2026-02-23 13:10:29 [INFO]    [PING OK] US | VLESS | 5337ms
2026-02-23 13:10:29 [INFO]    [PING OK] SE | VLESS | 5422ms
2026-02-23 13:10:29 [INFO]    [PING OK] SE | VLESS | 5028ms
2026-02-23 13:10:31 [INFO]    [PING OK] SE | VLESS | 5069ms
2026-02-23 13:10:31 [INFO]    [PING OK] SE | VLESS | 4553ms
2026-02-23 13:10:31 [INFO]    [PING OK] SE | VLESS | 4298ms
2026-02-23 13:10:31 [INFO]    [PING OK] NL | VLESS | 4719ms
2026-02-23 13:10:32 [INFO]    [PING OK] CA | VLESS | 8324ms
2026-02-23 13:10:33 [INFO]    [PING OK] SE | VLESS | 4202ms
2026-02-23 13:10:34 [INFO]    [PING OK] SE | VLESS | 3906ms
2026-02-23 13:10:34 [INFO]    [PING OK] DE | VLESS | 3972ms
2026-02-23 13:10:34 [INFO]    [PING OK] NL | VLESS | 3571ms
2026-02-23 13:10:34 [INFO]    [PING OK] SE | VLESS | 3639ms
2026-02-23 13:10:34 [INFO]    [PING OK] CA | VLESS | 4019ms
2026-02-23 13:10:35 [INFO]    [PING OK] SE | VLESS | 2351ms
2026-02-23 13:10:35 [INFO]    [PING OK] DE | VLESS | 3382ms
2026-02-23 13:10:35 [INFO]    [PING OK] SE | VLESS | 2049ms
2026-02-23 13:10:35 [INFO]    [PING OK] SE | VLESS | 1303ms
2026-02-23 13:10:35 [INFO]    [PING OK] CA | VLESS | 3897ms
2026-02-23 13:10:35 [INFO]    [PING OK] SE | VLESS | 1655ms
2026-02-23 13:10:35 [INFO]    [PING OK] SG | VLESS | 5955ms
2026-02-23 13:10:35 [INFO]    [PING OK] CA | VLESS | 3780ms
2026-02-23 13:10:36 [INFO]    [PING OK] DE | VLESS | 2942ms
2026-02-23 13:10:40 [INFO] 🏎️ ЭТАП 2: Глубокий замер скорости для 40 иностранных кандидатов...
