2026-02-22 00:50:06 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-22 00:50:06 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-22 00:50:09 [INFO] 🔍 Уникальных конфигов собрано: 267
2026-02-22 00:50:09 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-22 00:50:14 [INFO]    [PING OK] NL | VLESS | 4127ms
2026-02-22 00:50:15 [INFO]    [PING OK] CZ | VLESS | 3637ms
2026-02-22 00:50:17 [INFO]    [PING OK] DE | VLESS | 7694ms
2026-02-22 00:50:18 [INFO]    [PING OK] IT | VLESS | 3819ms
2026-02-22 00:50:19 [INFO]    [PING OK] ES | VLESS | 3862ms
2026-02-22 00:50:19 [INFO]    [PING OK] IT | VLESS | 3814ms
2026-02-22 00:50:19 [INFO]    [PING OK] TR | VLESS | 3838ms
2026-02-22 00:50:19 [INFO]    [PING OK] DE | VLESS | 3890ms
2026-02-22 00:50:19 [INFO]    [PING OK] ES | VLESS | 3684ms
2026-02-22 00:50:19 [INFO]    [PING OK] HU | VLESS | 3489ms
2026-02-22 00:50:19 [INFO]    [PING OK] PL | VLESS | 3686ms
2026-02-22 00:50:19 [INFO]    [PING OK] DE | VLESS | 3913ms
2026-02-22 00:50:20 [INFO]    [PING OK] IT | VLESS | 3239ms
2026-02-22 00:50:20 [INFO]    [PING OK] ES | VLESS | 3226ms
2026-02-22 00:50:21 [INFO]    [PING OK] HU | VLESS | 3326ms
2026-02-22 00:50:23 [INFO]    [PING OK] ES | VLESS | 4593ms
2026-02-22 00:50:23 [INFO]    [PING OK] ES | VLESS | 3966ms
2026-02-22 00:50:24 [INFO]    [PING OK] HU | VLESS | 4209ms
2026-02-22 00:50:24 [INFO]    [PING OK] PL | VLESS | 4273ms
2026-02-22 00:50:24 [INFO]    [PING OK] NL | VLESS | 3911ms
2026-02-22 00:50:24 [INFO]    [PING OK] PL | VLESS | 4194ms
2026-02-22 00:50:24 [INFO]    [PING OK] DE | VLESS | 3920ms
2026-02-22 00:50:24 [INFO]    [PING OK] PL | VLESS | 4670ms
2026-02-22 00:50:24 [INFO]    [PING OK] PL | VLESS | 4568ms
2026-02-22 00:50:24 [INFO]    [PING OK] IT | VLESS | 4006ms
2026-02-22 00:50:24 [INFO]    [PING OK] DE | VLESS | 3718ms
2026-02-22 00:50:24 [INFO]    [PING OK] PL | VLESS | 4388ms
2026-02-22 00:50:24 [INFO]    [PING OK] DE | VLESS | 4110ms
2026-02-22 00:50:24 [INFO]    [PING OK] DE | VLESS | 3928ms
2026-02-22 00:50:24 [INFO]    [PING OK] CA | VLESS | 4264ms
2026-02-22 00:50:24 [INFO]    [PING OK] PL | VLESS | 3819ms
2026-02-22 00:50:24 [INFO]    [PING OK] EE | VLESS | 3773ms
2026-02-22 00:50:25 [INFO]    [PING OK] DE | VLESS | 4699ms
2026-02-22 00:50:26 [INFO]    [PING OK] CA | VLESS | 5283ms
2026-02-22 00:50:26 [INFO]    [PING OK] CA | VLESS | 5504ms
2026-02-22 00:50:27 [INFO]    [PING OK] NL | VLESS | 4113ms
2026-02-22 00:50:28 [INFO]    [PING OK] NL | VLESS | 4779ms
2026-02-22 00:50:30 [INFO]    [PING OK] DE | VLESS | 5695ms
2026-02-22 00:50:30 [INFO]    [PING OK] NL | VLESS | 5548ms
2026-02-22 00:50:30 [INFO]    [PING OK] CA | VLESS | 5479ms
2026-02-22 00:50:30 [INFO]    [PING OK] CA | VLESS | 5590ms
2026-02-22 00:50:30 [INFO]    [PING OK] US | VLESS | 4949ms
2026-02-22 00:50:30 [INFO]    [PING OK] CA | VLESS | 5572ms
2026-02-22 00:50:31 [INFO]    [PING OK] CA | VLESS | 5700ms
2026-02-22 00:50:31 [INFO]    [PING OK] DE | VLESS | 4995ms
2026-02-22 00:50:32 [INFO]    [PING OK] CA | VLESS | 4683ms
2026-02-22 00:50:32 [INFO]    [PING OK] CA | VLESS | 4931ms
2026-02-22 00:50:33 [INFO]    [PING OK] CA | VLESS | 4435ms
2026-02-22 00:50:33 [INFO]    [PING OK] CA | VLESS | 4357ms
2026-02-22 00:50:35 [INFO]    [PING OK] CA | VLESS | 4373ms
2026-02-22 00:50:35 [INFO]    [PING OK] US | VLESS | 4732ms
2026-02-22 00:50:35 [INFO]    [PING OK] DE | VLESS | 4300ms
2026-02-22 00:50:35 [INFO]    [PING OK] CA | VLESS | 4493ms
2026-02-22 00:50:35 [INFO]    [PING OK] CA | VLESS | 4455ms
2026-02-22 00:50:35 [INFO]    [PING OK] CA | VLESS | 4506ms
2026-02-22 00:50:35 [INFO]    [PING OK] CA | VLESS | 4477ms
2026-02-22 00:50:36 [INFO]    [PING OK] DE | VLESS | 4234ms
2026-02-22 00:50:36 [INFO]    [PING OK] CA | VLESS | 4592ms
2026-02-22 00:50:36 [INFO]    [PING OK] CA | VLESS | 4635ms
2026-02-22 00:50:36 [INFO]    [PING OK] CA | VLESS | 4199ms
2026-02-22 00:50:37 [INFO]    [PING OK] LV | VLESS | 3558ms
2026-02-22 00:50:37 [INFO]    [PING OK] GB | VLESS | 3124ms
2026-02-22 00:50:37 [INFO]    [PING OK] CA | VLESS | 3544ms
2026-02-22 00:50:37 [INFO]    [PING OK] CA | VLESS | 3491ms
2026-02-22 00:50:37 [INFO]    [PING OK] KZ | VLESS | 1590ms
2026-02-22 00:50:38 [INFO]    [PING OK] CA | VLESS | 2809ms
2026-02-22 00:50:38 [INFO]    [PING OK] CA | VLESS | 3647ms
2026-02-22 00:50:38 [INFO]    [PING OK] CA | VLESS | 2273ms
2026-02-22 00:50:38 [INFO]    [PING OK] CA | VLESS | 3450ms
2026-02-22 00:50:38 [INFO]    [PING OK] CA | VLESS | 2303ms
2026-02-22 00:50:38 [INFO]    [PING OK] CA | VLESS | 2344ms
2026-02-22 00:50:38 [INFO]    [PING OK] CA | VLESS | 3973ms
2026-02-22 00:50:41 [INFO] 🏎️ ЭТАП 2: Глубокий замер скорости для 40 иностранных кандидатов...
2026-02-22 00:50:44 [INFO]    🏆 GB | VLESS | Пинг: 3124ms | Скорость: 7.75 Mbps ⚡⚡
2026-02-22 00:50:44 [INFO]    🏆 CZ | VLESS | Пинг: 3637ms | Скорость: 8.14 Mbps ⚡⚡
2026-02-22 00:50:44 [INFO]    🏆 HU | VLESS | Пинг: 3489ms | Скорость: 7.72 Mbps ⚡⚡
2026-02-22 00:50:44 [INFO]    🏆 HU | VLESS | Пинг: 3326ms | Скорость: 7.33 Mbps ⚡⚡
2026-02-22 00:50:44 [INFO]    🏆 ES | VLESS | Пинг: 3226ms | Скорость: 7.18 Mbps ⚡⚡
2026-02-22 00:50:44 [INFO]    🏆 KZ | VLESS | Пинг: 1590ms | Скорость: 6.8 Mbps ⚡⚡
2026-02-22 00:50:45 [INFO]    🏆 IT | VLESS | Пинг: 3239ms | Скорость: 5.58 Mbps ⚡⚡
2026-02-22 00:50:46 [INFO]    🏆 CA | VLESS | Пинг: 2809ms | Скорость: 4.8 Mbps ⚡⚡
2026-02-22 00:50:46 [INFO]    🏆 LV | VLESS | Пинг: 3558ms | Скорость: 5.07 Mbps ⚡⚡
2026-02-22 00:50:46 [INFO]    🏆 CA | VLESS | Пинг: 3491ms | Скорость: 4.93 Mbps ⚡⚡
2026-02-22 00:50:46 [INFO]    🏆 CA | VLESS | Пинг: 3450ms | Скорость: 4.49 Mbps ⚡⚡
2026-02-22 00:50:48 [INFO]    🏆 CA | VLESS | Пинг: 3647ms | Скорость: 5.62 Mbps ⚡⚡
2026-02-22 00:50:48 [INFO]    🏆 PL | VLESS | Пинг: 3819ms | Скорость: 7.56 Mbps ⚡⚡
2026-02-22 00:50:48 [INFO]    🏆 IT | VLESS | Пинг: 3814ms | Скорость: 7.1 Mbps ⚡⚡
2026-02-22 00:50:48 [INFO]    🏆 PL | VLESS | Пинг: 3686ms | Скорость: 6.76 Mbps ⚡⚡
2026-02-22 00:50:48 [INFO]    🏆 EE | VLESS | Пинг: 3773ms | Скорость: 6.94 Mbps ⚡⚡
2026-02-22 00:50:48 [INFO]    🏆 IT | VLESS | Пинг: 3819ms | Скорость: 7.31 Mbps ⚡⚡
2026-02-22 00:50:48 [INFO]    🏆 TR | VLESS | Пинг: 3838ms | Скорость: 7.41 Mbps ⚡⚡
2026-02-22 00:50:48 [INFO]    🏆 ES | VLESS | Пинг: 3684ms | Скорость: 6.42 Mbps ⚡⚡
2026-02-22 00:50:48 [INFO]    🏆 ES | VLESS | Пинг: 3862ms | Скорость: 10.43 Mbps ⚡⚡
2026-02-22 00:50:50 [INFO]    🏆 DE | VLESS | Пинг: 3920ms | Скорость: 6.7 Mbps ⚡⚡
2026-02-22 00:50:50 [INFO]    🏆 NL | VLESS | Пинг: 3911ms | Скорость: 5.95 Mbps ⚡⚡
2026-02-22 00:50:50 [INFO]    🏆 DE | VLESS | Пинг: 3890ms | Скорость: 5.77 Mbps ⚡⚡
2026-02-22 00:50:51 [INFO]    🏆 DE | VLESS | Пинг: 4234ms | Скорость: 8.34 Mbps ⚡⚡
2026-02-22 00:50:51 [INFO]    🏆 NL | VLESS | Пинг: 4113ms | Скорость: 7.34 Mbps ⚡⚡
2026-02-22 00:50:51 [INFO]    🏆 PL | VLESS | Пинг: 4194ms | Скорость: 7.38 Mbps ⚡⚡
2026-02-22 00:50:51 [INFO]    🏆 ES | VLESS | Пинг: 3966ms | Скорость: 6.75 Mbps ⚡⚡
2026-02-22 00:50:51 [INFO]    🏆 DE | VLESS | Пинг: 3928ms | Скорость: 6.55 Mbps ⚡⚡
2026-02-22 00:50:52 [INFO]    🏆 HU | VLESS | Пинг: 4209ms | Скорость: 6.69 Mbps ⚡⚡
