2026-02-23 08:40:05 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-23 08:40:05 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-23 08:40:07 [INFO] 🔍 Уникальных конфигов собрано: 215
2026-02-23 08:40:07 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-23 08:40:12 [INFO]    [PING OK] DE | VLESS | 3419ms
2026-02-23 08:40:13 [INFO]    [PING OK] CZ | VLESS | 4505ms
2026-02-23 08:40:14 [INFO]    [PING OK] DE | VLESS | 5700ms
2026-02-23 08:40:14 [INFO]    [PING OK] DE | VLESS | 5683ms
2026-02-23 08:40:14 [INFO]    [PING OK] PL | VLESS | 1886ms
2026-02-23 08:40:14 [INFO]    [PING OK] PL | VLESS | 1890ms
2026-02-23 08:40:14 [INFO]    [PING OK] ES | VLESS | 1992ms
2026-02-23 08:40:14 [INFO]    [PING OK] PL | VLESS | 2135ms
2026-02-23 08:40:14 [INFO]    [PING OK] DE | VLESS | 6822ms
2026-02-23 08:40:15 [INFO]    [PING OK] DE | VLESS | 6690ms
2026-02-23 08:40:15 [INFO]    [PING OK] NL | VLESS | 6434ms
2026-02-23 08:40:15 [INFO]    [PING OK] DE | VLESS | 6837ms
2026-02-23 08:40:16 [INFO]    [PING OK] TR | VLESS | 3143ms
2026-02-23 08:40:16 [INFO]    [PING OK] DE | VLESS | 2539ms
2026-02-23 08:40:16 [INFO]    [PING OK] ES | VLESS | 2502ms
2026-02-23 08:40:16 [INFO]    [PING OK] US | VLESS | 3461ms
2026-02-23 08:40:16 [INFO]    [PING OK] ES | VLESS | 2666ms
2026-02-23 08:40:17 [INFO]    [PING OK] DE | VLESS | 8578ms
2026-02-23 08:40:17 [INFO]    [PING OK] IT | VLESS | 2741ms
2026-02-23 08:40:17 [INFO]    [PING OK] DE | VLESS | 2934ms
2026-02-23 08:40:17 [INFO]    [PING OK] PL | VLESS | 3262ms
2026-02-23 08:40:17 [INFO]    [PING OK] DE | VLESS | 3573ms
2026-02-23 08:40:17 [INFO]    [PING OK] CA | VLESS | 4940ms
2026-02-23 08:40:17 [INFO]    [PING OK] HU | VLESS | 2997ms
2026-02-23 08:40:17 [INFO]    [PING OK] HU | VLESS | 3139ms
2026-02-23 08:40:18 [INFO]    [PING OK] TR | VLESS | 3351ms
2026-02-23 08:40:18 [INFO]    [PING OK] DE | VLESS | 3535ms
2026-02-23 08:40:18 [INFO]    [PING OK] DE | VLESS | 3259ms
2026-02-23 08:40:18 [INFO]    [PING OK] ES | VLESS | 3865ms
2026-02-23 08:40:18 [INFO]    [PING OK] IT | VLESS | 3345ms
2026-02-23 08:40:18 [INFO]    [PING OK] DE | VLESS | 3392ms
2026-02-23 08:40:18 [INFO]    [PING OK] ES | VLESS | 3445ms
2026-02-23 08:40:19 [INFO]    [PING OK] NL | VLESS | 3212ms
2026-02-23 08:40:19 [INFO]    [PING OK] HU | VLESS | 3526ms
2026-02-23 08:40:19 [INFO]    [PING OK] HU | VLESS | 3500ms
2026-02-23 08:40:19 [INFO]    [PING OK] ES | VLESS | 3714ms
2026-02-23 08:40:19 [INFO]    [PING OK] FI | VLESS | 3364ms
2026-02-23 08:40:21 [INFO]    [PING OK] ES | VLESS | 4339ms
2026-02-23 08:40:21 [INFO]    [PING OK] HU | VLESS | 4351ms
2026-02-23 08:40:21 [INFO]    [PING OK] IT | VLESS | 4145ms
2026-02-23 08:40:22 [INFO]    [PING OK] PL | VLESS | 4559ms
2026-02-23 08:40:22 [INFO]    [PING OK] HU | VLESS | 4550ms
2026-02-23 08:40:22 [INFO]    [PING OK] TR | VLESS | 4988ms
2026-02-23 08:40:22 [INFO]    [PING OK] SE | VLESS | 6776ms
2026-02-23 08:40:22 [INFO]    [PING OK] PL | VLESS | 4616ms
2026-02-23 08:40:22 [INFO]    [PING OK] TR | VLESS | 5024ms
2026-02-23 08:40:22 [INFO]    [PING OK] EE | VLESS | 4869ms
2026-02-23 08:40:23 [INFO]    [PING OK] SE | VLESS | 5000ms
2026-02-23 08:40:24 [INFO]    [PING OK] DE | VLESS | 5273ms
2026-02-23 08:40:24 [INFO]    [PING OK] DE | VLESS | 5287ms
2026-02-23 08:40:24 [INFO]    [PING OK] SE | VLESS | 4892ms
2026-02-23 08:40:24 [INFO]    [PING OK] PL | VLESS | 7056ms
2026-02-23 08:40:24 [INFO]    [PING OK] SE | VLESS | 5353ms
2026-02-23 08:40:25 [INFO]    [PING OK] DE | VLESS | 5553ms
2026-02-23 08:40:25 [INFO]    [PING OK] CA | VLESS | 6106ms
2026-02-23 08:40:26 [INFO]    [PING OK] SE | VLESS | 4689ms
2026-02-23 08:40:27 [INFO]    [PING OK] PL | VLESS | 9032ms
2026-02-23 08:40:27 [INFO]    [PING OK] CA | VLESS | 7596ms
2026-02-23 08:40:27 [INFO]    [PING OK] DE | VLESS | 4494ms
2026-02-23 08:40:27 [INFO]    [PING OK] DE | VLESS | 12198ms
2026-02-23 08:40:27 [INFO]    [PING OK] CA | VLESS | 6971ms
2026-02-23 08:40:27 [INFO]    [PING OK] DE | VLESS | 5183ms
2026-02-23 08:40:28 [INFO]    [PING OK] SE | VLESS | 4770ms
2026-02-23 08:40:28 [INFO]    [PING OK] SE | VLESS | 4981ms
2026-02-23 08:40:29 [INFO]    [PING OK] SE | VLESS | 4090ms
2026-02-23 08:40:29 [INFO]    [PING OK] SE | VLESS | 4292ms
2026-02-23 08:40:29 [INFO]    [PING OK] SE | VLESS | 4066ms
2026-02-23 08:40:29 [INFO]    [PING OK] US | VLESS | 5008ms
2026-02-23 08:40:29 [INFO]    [PING OK] SE | VLESS | 3092ms
2026-02-23 08:40:29 [INFO]    [PING OK] DE | VLESS | 2442ms
