2026-02-22 09:40:05 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-22 09:40:05 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-22 09:40:08 [INFO] 🔍 Уникальных конфигов собрано: 263
2026-02-22 09:40:08 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-22 09:40:13 [INFO]    [PING OK] DE | VLESS | 4193ms
2026-02-22 09:40:14 [INFO]    [PING OK] TR | VLESS | 4550ms
2026-02-22 09:40:14 [INFO]    [PING OK] ES | VLESS | 3830ms
2026-02-22 09:40:15 [INFO]    [PING OK] DE | VLESS | 5131ms
2026-02-22 09:40:15 [INFO]    [PING OK] DE | VLESS | 5552ms
2026-02-22 09:40:16 [INFO]    [PING OK] DE | VLESS | 6254ms
2026-02-22 09:40:16 [INFO]    [PING OK] IT | VLESS | 3931ms
2026-02-22 09:40:17 [INFO]    [PING OK] CA | VLESS | 5301ms
2026-02-22 09:40:17 [INFO]    [PING OK] NL | VLESS | 3704ms
2026-02-22 09:40:18 [INFO]    [PING OK] PL | VLESS | 3584ms
2026-02-22 09:40:18 [INFO]    [PING OK] IT | VLESS | 3601ms
2026-02-22 09:40:18 [INFO]    [PING OK] PL | VLESS | 3268ms
2026-02-22 09:40:18 [INFO]    [PING OK] HU | VLESS | 3396ms
2026-02-22 09:40:18 [INFO]    [PING OK] ES | VLESS | 3681ms
2026-02-22 09:40:18 [INFO]    [PING OK] HU | VLESS | 3394ms
2026-02-22 09:40:18 [INFO]    [PING OK] IT | VLESS | 3860ms
2026-02-22 09:40:18 [INFO]    [PING OK] DE | VLESS | 3965ms
2026-02-22 09:40:18 [INFO]    [PING OK] PL | VLESS | 3644ms
2026-02-22 09:40:19 [INFO]    [PING OK] PL | VLESS | 3106ms
2026-02-22 09:40:19 [INFO]    [PING OK] HU | VLESS | 3275ms
2026-02-22 09:40:19 [INFO]    [PING OK] ES | VLESS | 3401ms
2026-02-22 09:40:19 [INFO]    [PING OK] PL | VLESS | 3290ms
2026-02-22 09:40:19 [INFO]    [PING OK] NL | VLESS | 3202ms
2026-02-22 09:40:19 [INFO]    [PING OK] TR | VLESS | 4288ms
2026-02-22 09:40:19 [INFO]    [PING OK] HU | VLESS | 3043ms
2026-02-22 09:40:19 [INFO]    [PING OK] HU | VLESS | 2943ms
2026-02-22 09:40:19 [INFO]    [PING OK] DE | VLESS | 8454ms
2026-02-22 09:40:19 [INFO]    [PING OK] DE | VLESS | 7964ms
2026-02-22 09:40:20 [INFO]    [PING OK] ES | VLESS | 3235ms
2026-02-22 09:40:20 [INFO]    [PING OK] HU | VLESS | 3136ms
