2026-02-23 12:40:06 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-23 12:40:06 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-23 12:40:07 [INFO] 🔍 Уникальных конфигов собрано: 220
2026-02-23 12:40:07 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-23 12:40:14 [INFO]    [PING OK] DE | VLESS | 5706ms
2026-02-23 12:40:15 [INFO]    [PING OK] HU | VLESS | 4102ms
2026-02-23 12:40:15 [INFO]    [PING OK] TR | VLESS | 4537ms
2026-02-23 12:40:15 [INFO]    [PING OK] IT | VLESS | 3813ms
2026-02-23 12:40:16 [INFO]    [PING OK] ES | VLESS | 3731ms
2026-02-23 12:40:16 [INFO]    [PING OK] PL | VLESS | 3921ms
2026-02-23 12:40:17 [INFO]    [PING OK] IT | VLESS | 4225ms
2026-02-23 12:40:18 [INFO]    [PING OK] HU | VLESS | 3978ms
2026-02-23 12:40:18 [INFO]    [PING OK] ES | VLESS | 3820ms
2026-02-23 12:40:18 [INFO]    [PING OK] ES | VLESS | 3840ms
2026-02-23 12:40:18 [INFO]    [PING OK] HU | VLESS | 4013ms
2026-02-23 12:40:19 [INFO]    [PING OK] IT | VLESS | 4261ms
2026-02-23 12:40:19 [INFO]    [PING OK] ES | VLESS | 4306ms
2026-02-23 12:40:19 [INFO]    [PING OK] ES | VLESS | 4488ms
2026-02-23 12:40:19 [INFO]    [PING OK] TR | VLESS | 4235ms
2026-02-23 12:40:19 [INFO]    [PING OK] HU | VLESS | 3775ms
2026-02-23 12:40:19 [INFO]    [PING OK] ES | VLESS | 3835ms
2026-02-23 12:40:19 [INFO]    [PING OK] HU | VLESS | 3902ms
2026-02-23 12:40:19 [INFO]    [PING OK] DE | VLESS | 4373ms
2026-02-23 12:40:20 [INFO]    [PING OK] PL | VLESS | 3840ms
2026-02-23 12:40:20 [INFO]    [PING OK] ES | VLESS | 4285ms
2026-02-23 12:40:20 [INFO]    [PING OK] PL | VLESS | 3707ms
2026-02-23 12:40:20 [INFO]    [PING OK] TR | VLESS | 3990ms
2026-02-23 12:40:20 [INFO]    [PING OK] ES | VLESS | 3945ms
2026-02-23 12:40:20 [INFO]    [PING OK] PL | VLESS | 4022ms
2026-02-23 12:40:20 [INFO]    [PING OK] DE | VLESS | 3625ms
2026-02-23 12:40:20 [INFO]    [PING OK] HU | VLESS | 4229ms
2026-02-23 12:40:23 [INFO]    [PING OK] SE | VLESS | 4407ms
2026-02-23 12:40:23 [INFO]    [PING OK] EE | VLESS | 8005ms
2026-02-23 12:40:24 [INFO]    [PING OK] DE | VLESS | 4107ms
2026-02-23 12:40:25 [INFO]    [PING OK] DE | VLESS | 4247ms
2026-02-23 12:40:25 [INFO]    [PING OK] DE | VLESS | 4474ms
2026-02-23 12:40:25 [INFO]    [PING OK] SE | VLESS | 4467ms
2026-02-23 12:40:25 [INFO]    [PING OK] DE | VLESS | 4513ms
2026-02-23 12:40:25 [INFO]    [PING OK] DE | VLESS | 4818ms
2026-02-23 12:40:26 [INFO]    [PING OK] TR | VLESS | 5019ms
2026-02-23 12:40:29 [INFO]    [PING OK] SE | VLESS | 4549ms
2026-02-23 12:40:29 [INFO]    [PING OK] SE | VLESS | 4852ms
2026-02-23 12:40:29 [INFO]    [PING OK] SE | VLESS | 5052ms
2026-02-23 12:40:29 [INFO]    [PING OK] SE | VLESS | 4840ms
2026-02-23 12:40:30 [INFO]    [PING OK] SE | VLESS | 4205ms
2026-02-23 12:40:30 [INFO]    [PING OK] CA | VLESS | 5087ms
2026-02-23 12:40:30 [INFO]    [PING OK] NL | VLESS | 3996ms
2026-02-23 12:40:30 [INFO]    [PING OK] CA | VLESS | 6413ms
2026-02-23 12:40:30 [INFO]    [PING OK] DE | VLESS | 3418ms
2026-02-23 12:40:30 [INFO]    [PING OK] SE | VLESS | 3114ms
2026-02-23 12:40:30 [INFO]    [PING OK] DE | VLESS | 3735ms
2026-02-23 12:40:31 [INFO]    [PING OK] US | VLESS | 1664ms
2026-02-23 12:40:32 [INFO]    [PING OK] CA | VLESS | 7837ms
2026-02-23 12:40:32 [INFO]    [PING OK] US | VLESS | 1074ms
2026-02-23 12:40:36 [INFO] 🏎️ ЭТАП 2: Глубокий замер скорости для 40 иностранных кандидатов...
2026-02-23 12:40:40 [INFO]    🏆 SE | VLESS | Пинг: 3114ms | Скорость: 5.32 Mbps ⚡⚡
2026-02-23 12:40:40 [INFO]    🏆 DE | VLESS | Пинг: 3625ms | Скорость: 5.15 Mbps ⚡⚡
2026-02-23 12:40:40 [INFO]    🏆 IT | VLESS | Пинг: 3813ms | Скорость: 5.12 Mbps ⚡⚡
2026-02-23 12:40:40 [INFO]    🏆 DE | VLESS | Пинг: 3418ms | Скорость: 4.87 Mbps ⚡⚡
2026-02-23 12:40:41 [INFO]    🏆 PL | VLESS | Пинг: 3707ms | Скорость: 4.83 Mbps ⚡⚡
2026-02-23 12:40:41 [INFO]    🏆 ES | VLESS | Пинг: 3820ms | Скорость: 4.9 Mbps ⚡⚡
2026-02-23 12:40:41 [INFO]    🏆 HU | VLESS | Пинг: 3902ms | Скорость: 4.94 Mbps ⚡⚡
2026-02-23 12:40:41 [INFO]    🏆 ES | VLESS | Пинг: 3840ms | Скорость: 4.84 Mbps ⚡⚡
2026-02-23 12:40:41 [INFO]    🏆 PL | VLESS | Пинг: 3840ms | Скорость: 4.84 Mbps ⚡⚡
2026-02-23 12:40:41 [INFO]    🏆 ES | VLESS | Пинг: 3835ms | Скорость: 4.83 Mbps ⚡⚡
2026-02-23 12:40:41 [INFO]    🏆 ES | VLESS | Пинг: 3731ms | Скорость: 4.7 Mbps ⚡⚡
2026-02-23 12:40:41 [INFO]    🏆 DE | VLESS | Пинг: 3735ms | Скорость: 4.7 Mbps ⚡⚡
2026-02-23 12:40:42 [INFO]    🏆 US | VLESS | Пинг: 1074ms | Скорость: 2.44 Mbps ⚡
2026-02-23 12:40:43 [INFO]    🏆 ES | VLESS | Пинг: 3945ms | Скорость: 12.44 Mbps ⚡⚡
2026-02-23 12:40:43 [INFO]    🏆 HU | VLESS | Пинг: 3978ms | Скорость: 13.08 Mbps ⚡⚡
2026-02-23 12:40:43 [INFO]    🏆 US | VLESS | Пинг: 1664ms | Скорость: 1.73 Mbps ⚡
2026-02-23 12:40:44 [INFO]    🏆 HU | VLESS | Пинг: 4013ms | Скорость: 8.22 Mbps ⚡⚡
2026-02-23 12:40:44 [INFO]    🏆 HU | VLESS | Пинг: 4102ms | Скорость: 8.12 Mbps ⚡⚡
2026-02-23 12:40:44 [INFO]    🏆 IT | VLESS | Пинг: 4225ms | Скорость: 7.73 Mbps ⚡⚡
2026-02-23 12:40:44 [INFO]    🏆 PL | VLESS | Пинг: 3921ms | Скорость: 6.36 Mbps ⚡⚡
2026-02-23 12:40:44 [INFO]    🏆 SE | VLESS | Пинг: 4205ms | Скорость: 6.8 Mbps ⚡⚡
2026-02-23 12:40:46 [INFO]    🏆 NL | VLESS | Пинг: 3996ms | Скорость: 4.71 Mbps ⚡⚡
2026-02-23 12:40:46 [INFO]    🏆 PL | VLESS | Пинг: 4022ms | Скорость: 4.68 Mbps ⚡⚡
2026-02-23 12:40:46 [INFO]    🏆 ES | VLESS | Пинг: 4306ms | Скорость: 8.9 Mbps ⚡⚡
2026-02-23 12:40:46 [INFO]    🏆 TR | VLESS | Пинг: 4235ms | Скорость: 7.42 Mbps ⚡⚡
2026-02-23 12:40:46 [INFO]    🏆 SE | VLESS | Пинг: 4407ms | Скорость: 12.25 Mbps ⚡⚡
2026-02-23 12:40:47 [INFO]    🏆 TR | VLESS | Пинг: 3990ms | Скорость: 0.97 Mbps 
2026-02-23 12:40:48 [INFO]    🏆 HU | VLESS | Пинг: 4229ms | Скорость: 0.77 Mbps 
2026-02-23 12:40:48 [INFO]    🏆 IT | VLESS | Пинг: 4261ms | Скорость: 4.23 Mbps ⚡⚡
2026-02-23 12:40:48 [INFO]    🏆 TR | VLESS | Пинг: 4537ms | Скорость: 10.89 Mbps ⚡⚡
2026-02-23 12:40:51 [INFO]    🏆 ES | VLESS | Пинг: 4488ms | Скорость: 0.86 Mbps 
2026-02-23 12:40:51 [INFO] 📊 Итого в подписке сохранено иностранных серверов: 10
2026-02-23 12:40:51 [INFO] 💾 Файл успешно сохранен: FL1PVPN
