2026-02-23 04:50:06 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-23 04:50:06 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-23 04:50:08 [INFO] 🔍 Уникальных конфигов собрано: 230
2026-02-23 04:50:08 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-23 04:50:14 [INFO]    [PING OK] CZ | VLESS | 4510ms
2026-02-23 04:50:15 [INFO]    [PING OK] PL | VLESS | 3632ms
2026-02-23 04:50:16 [INFO]    [PING OK] HU | VLESS | 4303ms
2026-02-23 04:50:17 [INFO]    [PING OK] NL | VLESS | 6345ms
2026-02-23 04:50:17 [INFO]    [PING OK] EE | VLESS | 3836ms
2026-02-23 04:50:18 [INFO]    [PING OK] PL | VLESS | 3470ms
2026-02-23 04:50:18 [INFO]    [PING OK] PL | VLESS | 3485ms
2026-02-23 04:50:18 [INFO]    [PING OK] HU | VLESS | 3454ms
2026-02-23 04:50:18 [INFO]    [PING OK] TR | VLESS | 3403ms
2026-02-23 04:50:18 [INFO]    [PING OK] HU | VLESS | 3364ms
2026-02-23 04:50:18 [INFO]    [PING OK] ES | VLESS | 3407ms
2026-02-23 04:50:18 [INFO]    [PING OK] NL | VLESS | 3162ms
2026-02-23 04:50:18 [INFO]    [PING OK] ES | VLESS | 3466ms
2026-02-23 04:50:18 [INFO]    [PING OK] ES | VLESS | 3227ms
2026-02-23 04:50:19 [INFO]    [PING OK] IT | VLESS | 3792ms
2026-02-23 04:50:19 [INFO]    [PING OK] DE | VLESS | 3926ms
2026-02-23 04:50:19 [INFO]    [PING OK] PL | VLESS | 3349ms
2026-02-23 04:50:19 [INFO]    [PING OK] ES | VLESS | 3000ms
2026-02-23 04:50:19 [INFO]    [PING OK] CA | VLESS | 3329ms
2026-02-23 04:50:19 [INFO]    [PING OK] HU | VLESS | 2815ms
2026-02-23 04:50:20 [INFO]    [PING OK] DE | VLESS | 5109ms
2026-02-23 04:50:20 [INFO]    [PING OK] PL | VLESS | 2893ms
2026-02-23 04:50:20 [INFO]    [PING OK] PL | VLESS | 3059ms
2026-02-23 04:50:23 [INFO]    [PING OK] FR | VLESS | 4364ms
2026-02-23 04:50:23 [INFO]    [PING OK] US | VLESS | 4102ms
2026-02-23 04:50:23 [INFO]    [PING OK] PL | VLESS | 4036ms
2026-02-23 04:50:24 [INFO]    [PING OK] ES | VLESS | 4069ms
2026-02-23 04:50:24 [INFO]    [PING OK] CA | VLESS | 4139ms
2026-02-23 04:50:24 [INFO]    [PING OK] CA | VLESS | 4315ms
2026-02-23 04:50:24 [INFO]    [PING OK] CA | VLESS | 4203ms
2026-02-23 04:50:24 [INFO]    [PING OK] CA | VLESS | 4273ms
2026-02-23 04:50:24 [INFO]    [PING OK] CA | VLESS | 4203ms
2026-02-23 04:50:25 [INFO]    [PING OK] NL | VLESS | 4131ms
2026-02-23 04:50:25 [INFO]    [PING OK] CA | VLESS | 6271ms
2026-02-23 04:50:27 [INFO]    [PING OK] CA | VLESS | 4534ms
2026-02-23 04:50:27 [INFO]    [PING OK] DE | VLESS | 4218ms
2026-02-23 04:50:27 [INFO]    [PING OK] CA | VLESS | 6726ms
2026-02-23 04:50:27 [INFO]    [PING OK] CA | VLESS | 5241ms
2026-02-23 04:50:28 [INFO]    [PING OK] CA | VLESS | 6355ms
2026-02-23 04:50:28 [INFO]    [PING OK] CA | VLESS | 4756ms
2026-02-23 04:50:28 [INFO]    [PING OK] CA | VLESS | 4785ms
2026-02-23 04:50:29 [INFO]    [PING OK] CA | VLESS | 4973ms
2026-02-23 04:50:29 [INFO]    [PING OK] CA | VLESS | 6001ms
2026-02-23 04:50:29 [INFO]    [PING OK] CA | VLESS | 5097ms
2026-02-23 04:50:30 [INFO]    [PING OK] CA | VLESS | 5378ms
2026-02-23 04:50:30 [INFO]    [PING OK] SE | VLESS | 4712ms
2026-02-23 04:50:30 [INFO]    [PING OK] CA | VLESS | 6307ms
2026-02-23 04:50:30 [INFO]    [PING OK] CA | VLESS | 6352ms
2026-02-23 04:50:30 [INFO]    [PING OK] CA | VLESS | 6166ms
2026-02-23 04:50:31 [INFO]    [PING OK] CA | VLESS | 4633ms
2026-02-23 04:50:32 [INFO]    [PING OK] CA | VLESS | 7464ms
2026-02-23 04:50:32 [INFO]    [PING OK] CA | VLESS | 4974ms
2026-02-23 04:50:32 [INFO]    [PING OK] DE | VLESS | 4197ms
2026-02-23 04:50:32 [INFO]    [PING OK] CA | VLESS | 4584ms
2026-02-23 04:50:32 [INFO]    [PING OK] CA | VLESS | 4724ms
2026-02-23 04:50:33 [INFO]    [PING OK] BY | VLESS | 4330ms
2026-02-23 04:50:33 [INFO]    [PING OK] CA | VLESS | 4682ms
2026-02-23 04:50:33 [INFO]    [PING OK] CA | VLESS | 7652ms
2026-02-23 04:50:33 [INFO]    [PING OK] CA | VLESS | 4312ms
2026-02-23 04:50:33 [INFO]    [PING OK] CA | VLESS | 7813ms
2026-02-23 04:50:34 [INFO]    [PING OK] CA | VLESS | 4389ms
2026-02-23 04:50:34 [INFO]    [PING OK] NL | VLESS | 2662ms
2026-02-23 04:50:34 [INFO]    [PING OK] CA | VLESS | 4148ms
2026-02-23 04:50:34 [INFO]    [PING OK] CA | VLESS | 4422ms
2026-02-23 04:50:34 [INFO]    [PING OK] CA | VLESS | 3218ms
2026-02-23 04:50:34 [INFO]    [PING OK] CA | VLESS | 2868ms
2026-02-23 04:50:34 [INFO]    [PING OK] CA | VLESS | 2869ms
2026-02-23 04:50:35 [INFO]    [PING OK] CA | VLESS | 7224ms
2026-02-23 04:50:35 [INFO]    [PING OK] CA | VLESS | 4175ms
2026-02-23 04:50:36 [INFO]    [PING OK] CA | VLESS | 4014ms
2026-02-23 04:50:36 [INFO]    [PING OK] CA | VLESS | 4889ms
