2026-02-21 22:20:06 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-21 22:20:06 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-21 22:20:08 [INFO] 🔍 Уникальных конфигов собрано: 254
2026-02-21 22:20:08 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-21 22:20:14 [INFO]    [PING OK] CZ | VLESS | 5466ms
2026-02-21 22:20:15 [INFO]    [PING OK] PL | VLESS | 5156ms
2026-02-21 22:20:16 [INFO]    [PING OK] PL | VLESS | 3812ms
2026-02-21 22:20:16 [INFO]    [PING OK] IT | VLESS | 3964ms
2026-02-21 22:20:17 [INFO]    [PING OK] TR | VLESS | 4454ms
2026-02-21 22:20:18 [INFO]    [PING OK] ES | VLESS | 4058ms
2026-02-21 22:20:19 [INFO]    [PING OK] ES | VLESS | 3993ms
2026-02-21 22:20:19 [INFO]    [PING OK] HU | VLESS | 4110ms
2026-02-21 22:20:19 [INFO]    [PING OK] PL | VLESS | 4358ms
2026-02-21 22:20:19 [INFO]    [PING OK] ES | VLESS | 4352ms
2026-02-21 22:20:19 [INFO]    [PING OK] HU | VLESS | 4273ms
2026-02-21 22:20:19 [INFO]    [PING OK] TR | VLESS | 4079ms
2026-02-21 22:20:19 [INFO]    [PING OK] TR | VLESS | 4316ms
2026-02-21 22:20:19 [INFO]    [PING OK] HU | VLESS | 4297ms
2026-02-21 22:20:19 [INFO]    [PING OK] IT | VLESS | 4201ms
2026-02-21 22:20:19 [INFO]    [PING OK] TR | VLESS | 4242ms
2026-02-21 22:20:19 [INFO]    [PING OK] ES | VLESS | 4026ms
2026-02-21 22:20:20 [INFO]    [PING OK] PL | VLESS | 3989ms
2026-02-21 22:20:20 [INFO]    [PING OK] TR | VLESS | 3879ms
2026-02-21 22:20:20 [INFO]    [PING OK] TR | VLESS | 3881ms
2026-02-21 22:20:20 [INFO]    [PING OK] DE | VLESS | 3539ms
2026-02-21 22:20:20 [INFO]    [PING OK] DE | VLESS | 3709ms
2026-02-21 22:20:20 [INFO]    [PING OK] HU | VLESS | 3710ms
2026-02-21 22:20:20 [INFO]    [PING OK] HU | VLESS | 3664ms
2026-02-21 22:20:20 [INFO]    [PING OK] IT | VLESS | 4658ms
2026-02-21 22:20:20 [INFO]    [PING OK] IT | VLESS | 3653ms
2026-02-21 22:20:20 [INFO]    [PING OK] PL | VLESS | 3982ms
2026-02-21 22:20:20 [INFO]    [PING OK] PL | VLESS | 4116ms
2026-02-21 22:20:20 [INFO]    [PING OK] TR | VLESS | 3884ms
2026-02-21 22:20:21 [INFO]    [PING OK] IT | VLESS | 4276ms
2026-02-21 22:20:21 [INFO]    [PING OK] EE | VLESS | 3820ms
2026-02-21 22:20:21 [INFO]    [PING OK] ES | VLESS | 3790ms
2026-02-21 22:20:21 [INFO]    [PING OK] EE | VLESS | 4101ms
2026-02-21 22:20:21 [INFO]    [PING OK] HU | VLESS | 3665ms
2026-02-21 22:20:21 [INFO]    [PING OK] CA | VLESS | 3829ms
2026-02-21 22:20:22 [INFO]    [PING OK] CA | VLESS | 5876ms
2026-02-21 22:20:22 [INFO]    [PING OK] PL | VLESS | 3823ms
2026-02-21 22:20:23 [INFO]    [PING OK] TR | VLESS | 4658ms
2026-02-21 22:20:23 [INFO]    [PING OK] ES | VLESS | 4411ms
2026-02-21 22:20:23 [INFO]    [PING OK] PL | VLESS | 4354ms
2026-02-21 22:20:24 [INFO]    [PING OK] TR | VLESS | 4977ms
2026-02-21 22:20:24 [INFO]    [PING OK] PL | VLESS | 4770ms
2026-02-21 22:20:24 [INFO]    [PING OK] NL | VLESS | 4915ms
2026-02-21 22:20:24 [INFO]    [PING OK] DE | VLESS | 4657ms
2026-02-21 22:20:24 [INFO]    [PING OK] ES | VLESS | 4744ms
2026-02-21 22:20:25 [INFO]    [PING OK] HU | VLESS | 5069ms
2026-02-21 22:20:25 [INFO]    [PING OK] CA | VLESS | 4987ms
2026-02-21 22:20:25 [INFO]    [PING OK] DE | VLESS | 4931ms
2026-02-21 22:20:25 [INFO]    [PING OK] PL | VLESS | 5462ms
2026-02-21 22:20:26 [INFO]    [PING OK] NL | VLESS | 4891ms
2026-02-21 22:20:26 [INFO]    [PING OK] CA | VLESS | 4902ms
2026-02-21 22:20:26 [INFO]    [PING OK] CA | VLESS | 5252ms
2026-02-21 22:20:26 [INFO]    [PING OK] DE | VLESS | 5705ms
2026-02-21 22:20:26 [INFO]    [PING OK] CA | VLESS | 5259ms
2026-02-21 22:20:27 [INFO]    [PING OK] GB | VLESS | 5079ms
2026-02-21 22:20:27 [INFO]    [PING OK] CA | VLESS | 5519ms
2026-02-21 22:20:28 [INFO]    [PING OK] CA | VLESS | 5565ms
2026-02-21 22:20:28 [INFO]    [PING OK] CA | VLESS | 5725ms
2026-02-21 22:20:28 [INFO]    [PING OK] US | VLESS | 5929ms
2026-02-21 22:20:29 [INFO]    [PING OK] CA | VLESS | 6054ms
2026-02-21 22:20:29 [INFO]    [PING OK] CA | VLESS | 6431ms
2026-02-21 22:20:29 [INFO]    [PING OK] CA | VLESS | 6097ms
2026-02-21 22:20:31 [INFO]    [PING OK] CA | VLESS | 5486ms
2026-02-21 22:20:31 [INFO]    [PING OK] CA | VLESS | 5347ms
2026-02-21 22:20:31 [INFO]    [PING OK] CA | VLESS | 5715ms
