2026-02-17 16:50:05 [INFO] 🚀 START: Smart VLESS Selector (Target: 10, Strict Mode)
2026-02-17 16:50:05 [INFO] 🌐 Загрузка источников...
2026-02-17 16:50:08 [INFO] 🔍 Уникальных конфигов собрано: 497
2026-02-17 16:50:08 [INFO] ⚡ ЭТАП 1: Быстрый замер Пинга (Workers: 25)...
2026-02-17 16:50:10 [INFO]    [PING OK] NL | 1356ms
2026-02-17 16:50:11 [INFO]    [PING OK] DE | 1953ms
2026-02-17 16:50:11 [INFO]    [PING OK] NL | 1794ms
2026-02-17 16:50:13 [INFO]    [PING OK] RU | 1650ms
2026-02-17 16:50:13 [INFO]    [PING OK] DE | 174ms
2026-02-17 16:50:15 [INFO]    [PING OK] EE | 3831ms
2026-02-17 16:50:17 [INFO]    [PING OK] RU | 126ms
2026-02-17 16:50:17 [INFO]    [PING OK] RU | 490ms
2026-02-17 16:50:17 [INFO]    [PING OK] US | 520ms
2026-02-17 16:50:17 [INFO]    [PING OK] RU | 409ms
2026-02-17 16:50:18 [INFO]    [PING OK] RU | 294ms
2026-02-17 16:50:18 [INFO]    [PING OK] RU | 306ms
2026-02-17 16:50:18 [INFO]    [PING OK] RU | 219ms
2026-02-17 16:50:18 [INFO]    [PING OK] RU | 357ms
2026-02-17 16:50:18 [INFO]    [PING OK] RU | 382ms
2026-02-17 16:50:18 [INFO]    [PING OK] RU | 504ms
2026-02-17 16:50:19 [INFO]    [PING OK] RU | 271ms
2026-02-17 16:50:19 [INFO]    [PING OK] RU | 935ms
2026-02-17 16:50:19 [INFO]    [PING OK] RU | 265ms
2026-02-17 16:50:19 [INFO]    [PING OK] RU | 238ms
2026-02-17 16:50:19 [INFO]    [PING OK] RU | 355ms
2026-02-17 16:50:19 [INFO]    [PING OK] RU | 465ms
2026-02-17 16:50:19 [INFO]    [PING OK] RU | 248ms
2026-02-17 16:50:19 [INFO]    [PING OK] RU | 168ms
2026-02-17 16:50:19 [INFO]    [PING OK] RU | 316ms
2026-02-17 16:50:20 [INFO]    [PING OK] RU | 233ms
2026-02-17 16:50:20 [INFO]    [PING OK] RU | 654ms
2026-02-17 16:50:20 [INFO]    [PING OK] RU | 310ms
2026-02-17 16:50:20 [INFO]    [PING OK] RU | 280ms
2026-02-17 16:50:20 [INFO]    [PING OK] RU | 492ms
