2026-02-17 20:50:05 [INFO] 🚀 START: Smart VLESS Selector (Target: 10, Strict Mode)
2026-02-17 20:50:05 [INFO] 🌐 Загрузка источников...
2026-02-17 20:50:06 [INFO] 🔍 Уникальных конфигов собрано: 169
2026-02-17 20:50:06 [INFO] ⚡ ЭТАП 1: Быстрый замер Пинга (Workers: 25)...
2026-02-17 20:50:08 [INFO]    [PING OK] DE | 212ms
2026-02-17 20:50:12 [INFO]    [PING OK] DE | 157ms
2026-02-17 20:50:13 [INFO]    [PING OK] JP | 934ms
2026-02-17 20:50:15 [INFO]    [PING OK] AU | 150ms
2026-02-17 20:50:15 [INFO]    [PING OK] LV | 171ms
2026-02-17 20:50:15 [INFO]    [PING OK] RU | 96ms
2026-02-17 20:50:15 [INFO]    [PING OK] RU | 153ms
2026-02-17 20:50:15 [INFO]    [PING OK] RU | 245ms
2026-02-17 20:50:15 [INFO]    [PING OK] RU | 281ms
2026-02-17 20:50:16 [INFO]    [PING OK] RU | 339ms
2026-02-17 20:50:16 [INFO]    [PING OK] RU | 348ms
2026-02-17 20:50:16 [INFO]    [PING OK] RU | 445ms
2026-02-17 20:50:16 [INFO]    [PING OK] RU | 289ms
2026-02-17 20:50:16 [INFO]    [PING OK] RU | 435ms
2026-02-17 20:50:16 [INFO]    [PING OK] RU | 245ms
2026-02-17 20:50:16 [INFO]    [PING OK] RU | 427ms
2026-02-17 20:50:16 [INFO]    [PING OK] RU | 305ms
2026-02-17 20:50:17 [INFO]    [PING OK] RU | 278ms
2026-02-17 20:50:17 [INFO]    [PING OK] RU | 328ms
2026-02-17 20:50:17 [INFO]    [PING OK] RU | 168ms
2026-02-17 20:50:17 [INFO]    [PING OK] RU | 258ms
2026-02-17 20:50:17 [INFO]    [PING OK] RU | 197ms
2026-02-17 20:50:17 [INFO]    [PING OK] RU | 295ms
2026-02-17 20:50:17 [INFO]    [PING OK] RU | 299ms
2026-02-17 20:50:18 [INFO]    [PING OK] RU | 346ms
2026-02-17 20:50:18 [INFO]    [PING OK] RU | 605ms
2026-02-17 20:50:18 [INFO]    [PING OK] RU | 2627ms
2026-02-17 20:50:18 [INFO]    [PING OK] RU | 202ms
2026-02-17 20:50:18 [INFO]    [PING OK] RU | 294ms
2026-02-17 20:50:18 [INFO]    [PING OK] RU | 151ms
2026-02-17 20:50:18 [INFO]    [PING OK] RU | 289ms
2026-02-17 20:50:18 [INFO]    [PING OK] RU | 281ms
2026-02-17 20:50:18 [INFO]    [PING OK] RU | 320ms
2026-02-17 20:50:19 [INFO]    [PING OK] RU | 259ms
2026-02-17 20:50:19 [INFO]    [PING OK] RU | 192ms
2026-02-17 20:50:19 [INFO]    [PING OK] RU | 470ms
