2026-02-18 12:50:06 [INFO] 🚀 START: Smart VLESS Selector (Target: 10, Strict Mode)
2026-02-18 12:50:06 [INFO] 🌐 Загрузка источников...
2026-02-18 12:50:08 [INFO] 🔍 Уникальных конфигов собрано: 333
2026-02-18 12:50:08 [INFO] ⚡ ЭТАП 1: Быстрый замер Пинга (Workers: 25)...
2026-02-18 12:50:09 [INFO]    [PING OK] DE | 194ms
2026-02-18 12:50:11 [INFO]    [PING OK] US | 2303ms
2026-02-18 12:50:12 [INFO]    [PING OK] DE | 2512ms
2026-02-18 12:50:12 [INFO]    [PING OK] DE | 1239ms
2026-02-18 12:50:13 [INFO]    [PING OK] RU | 283ms
2026-02-18 12:50:16 [INFO]    [PING OK] ES | 4682ms
2026-02-18 12:50:17 [INFO]    [PING OK] DE | 2045ms
2026-02-18 12:50:18 [INFO]    [PING OK] IT | 565ms
2026-02-18 12:50:18 [INFO]    [PING OK] RU | 3286ms
2026-02-18 12:50:18 [INFO]    [PING OK] FR | 624ms
2026-02-18 12:50:19 [INFO]    [PING OK] LT | 2119ms
2026-02-18 12:50:19 [INFO]    [PING OK] RU | 326ms
2026-02-18 12:50:19 [INFO]    [PING OK] RU | 266ms
2026-02-18 12:50:19 [INFO]    [PING OK] RU | 279ms
2026-02-18 12:50:20 [INFO]    [PING OK] RU | 768ms
2026-02-18 12:50:20 [INFO]    [PING OK] RU | 608ms
2026-02-18 12:50:20 [INFO]    [PING OK] RU | 328ms
2026-02-18 12:50:20 [INFO]    [PING OK] RU | 234ms
2026-02-18 12:50:21 [INFO]    [PING OK] RU | 320ms
2026-02-18 12:50:21 [INFO]    [PING OK] RU | 406ms
2026-02-18 12:50:21 [INFO]    [PING OK] RU | 341ms
2026-02-18 12:50:21 [INFO]    [PING OK] RU | 443ms
2026-02-18 12:50:21 [INFO]    [PING OK] RU | 578ms
2026-02-18 12:50:21 [INFO]    [PING OK] RU | 339ms
2026-02-18 12:50:22 [INFO]    [PING OK] RU | 632ms
2026-02-18 12:50:22 [INFO]    [PING OK] RU | 266ms
2026-02-18 12:50:22 [INFO]    [PING OK] RU | 350ms
2026-02-18 12:50:22 [INFO]    [PING OK] RU | 301ms
2026-02-18 12:50:22 [INFO]    [PING OK] RU | 2336ms
2026-02-18 12:50:22 [INFO]    [PING OK] RU | 297ms
2026-02-18 12:50:22 [INFO]    [PING OK] RU | 365ms
2026-02-18 12:50:22 [INFO]    [PING OK] RU | 357ms
2026-02-18 12:50:22 [INFO]    [PING OK] RU | 424ms
2026-02-18 12:50:22 [INFO]    [PING OK] RU | 382ms
2026-02-18 12:50:22 [INFO]    [PING OK] RU | 98ms
2026-02-18 12:50:22 [INFO]    [PING OK] RU | 691ms
2026-02-18 12:50:23 [INFO]    [PING OK] RU | 236ms
2026-02-18 12:50:23 [INFO]    [PING OK] RU | 332ms
2026-02-18 12:50:23 [INFO]    [PING OK] NL | 302ms
2026-02-18 12:50:23 [INFO]    [PING OK] RU | 665ms
2026-02-18 12:50:23 [INFO]    [PING OK] RU | 314ms
2026-02-18 12:50:23 [INFO]    [PING OK] RU | 4123ms
2026-02-18 12:50:23 [INFO]    [PING OK] RU | 2132ms
2026-02-18 12:50:23 [INFO]    [PING OK] RU | 779ms
2026-02-18 12:50:23 [INFO]    [PING OK] RU | 1000ms
2026-02-18 12:50:24 [INFO]    [PING OK] RU | 427ms
2026-02-18 12:50:24 [INFO]    [PING OK] RU | 830ms
2026-02-18 12:50:24 [INFO]    [PING OK] RU | 1593ms
2026-02-18 12:50:24 [INFO]    [PING OK] RU | 1702ms
2026-02-18 12:50:24 [INFO]    [PING OK] FI | 4579ms
2026-02-18 12:50:24 [INFO]    [PING OK] RU | 1042ms
2026-02-18 12:50:25 [INFO]    [PING OK] RU | 906ms
2026-02-18 12:50:25 [INFO]    [PING OK] RU | 257ms
2026-02-18 12:50:26 [INFO]    [PING OK] RU | 2679ms
2026-02-18 12:50:26 [INFO]    [PING OK] RU | 1902ms
