2026-02-26 12:30:05 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-26 12:30:05 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-26 12:30:07 [INFO] 🔍 Уникальных конфигов собрано: 419
2026-02-26 12:30:07 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-26 12:30:12 [INFO]    [PING OK] DE | VLESS | 4326ms
2026-02-26 12:30:13 [INFO]    [PING OK] ES | VLESS | 4663ms
2026-02-26 12:30:13 [INFO]    [PING OK] DE | VLESS | 4251ms
2026-02-26 12:30:13 [INFO]    [PING OK] FR | VLESS | 4301ms
2026-02-26 12:30:13 [INFO]    [PING OK] NL | VLESS | 3863ms
2026-02-26 12:30:13 [INFO]    [PING OK] NL | VLESS | 4544ms
2026-02-26 12:30:13 [INFO]    [PING OK] DE | VLESS | 4864ms
2026-02-26 12:30:13 [INFO]    [PING OK] NL | VLESS | 3820ms
2026-02-26 12:30:14 [INFO]    [PING OK] NL | VLESS | 4444ms
2026-02-26 12:30:14 [INFO]    [PING OK] NL | VLESS | 3733ms
2026-02-26 12:30:15 [INFO]    [PING OK] FI | VLESS | 4067ms
2026-02-26 12:30:15 [INFO]    [PING OK] IT | VLESS | 3772ms
2026-02-26 12:30:15 [INFO]    [PING OK] FI | VLESS | 4091ms
2026-02-26 12:30:17 [INFO]    [PING OK] NL | VLESS | 3806ms
2026-02-26 12:30:17 [INFO]    [PING OK] IT | VLESS | 3892ms
2026-02-26 12:30:17 [INFO]    [PING OK] DE | VLESS | 3678ms
2026-02-26 12:30:17 [INFO]    [PING OK] US | VLESS | 8452ms
2026-02-26 12:30:17 [INFO]    [PING OK] PL | VLESS | 3511ms
2026-02-26 12:30:17 [INFO]    [PING OK] DE | VLESS | 3561ms
2026-02-26 12:30:18 [INFO]    [PING OK] NL | VLESS | 4141ms
2026-02-26 12:30:18 [INFO]    [PING OK] AE | VLESS | 3736ms
2026-02-26 12:30:18 [INFO]    [PING OK] DE | VLESS | 3166ms
2026-02-26 12:30:19 [INFO]    [PING OK] PL | VLESS | 10633ms
2026-02-26 12:30:19 [INFO]    [PING OK] HK | VLESS | 3680ms
2026-02-26 12:30:20 [INFO]    [PING OK] NL | VLESS | 4242ms
2026-02-26 12:30:20 [INFO]    [PING OK] DE | VLESS | 3298ms
2026-02-26 12:30:20 [INFO]    [PING OK] DE | VLESS | 3536ms
2026-02-26 12:30:20 [INFO]    [PING OK] US | VLESS | 4851ms
2026-02-26 12:30:21 [INFO]    [PING OK] CA | VLESS | 7508ms
2026-02-26 12:30:23 [INFO]    [PING OK] LV | VLESS | 4420ms
2026-02-26 12:30:23 [INFO]    [PING OK] NL | VLESS | 4466ms
2026-02-26 12:30:23 [INFO]    [PING OK] FI | VLESS | 4587ms
2026-02-26 12:30:24 [INFO]    [PING OK] IT | VLESS | 4547ms
2026-02-26 12:30:25 [INFO]    [PING OK] DE | VLESS | 5543ms
2026-02-26 12:30:25 [INFO]    [PING OK] NL | VLESS | 4496ms
2026-02-26 12:30:26 [INFO]    [PING OK] NL | VLESS | 4741ms
2026-02-26 12:30:26 [INFO]    [PING OK] DE | VLESS | 3580ms
2026-02-26 12:30:26 [INFO]    [PING OK] DE | VLESS | 3946ms
2026-02-26 12:30:27 [INFO]    [PING OK] KZ | VLESS | 4145ms
2026-02-26 12:30:27 [INFO]    [PING OK] US | VLESS | 3433ms
2026-02-26 12:30:28 [INFO]    [PING OK] FI | VLESS | 3649ms
2026-02-26 12:30:28 [INFO]    [PING OK] DE | VLESS | 3446ms
2026-02-26 12:30:28 [INFO]    [PING OK] LT | VLESS | 3358ms
2026-02-26 12:30:28 [INFO]    [PING OK] TR | VLESS | 3155ms
2026-02-26 12:30:28 [INFO]    [PING OK] TR | VLESS | 3284ms
2026-02-26 12:30:29 [INFO]    [PING OK] HK | VLESS | 3593ms
2026-02-26 12:30:29 [INFO]    [PING OK] CH | VLESS | 3404ms
2026-02-26 12:30:29 [INFO]    [PING OK] FR | VLESS | 5450ms
2026-02-26 12:30:29 [INFO]    [PING OK] ES | VLESS | 3435ms
2026-02-26 12:30:30 [INFO]    [PING OK] NL | VLESS | 3229ms
2026-02-26 12:30:31 [INFO]    [PING OK] PL | VLESS | 3449ms
2026-02-26 12:30:31 [INFO]    [PING OK] NL | VLESS | 3625ms
2026-02-26 12:30:32 [INFO]    [PING OK] TR | VLESS | 3548ms
2026-02-26 12:30:32 [INFO]    [PING OK] NL | VLESS | 3313ms
2026-02-26 12:30:32 [INFO]    [PING OK] LT | VLESS | 3493ms
2026-02-26 12:30:33 [INFO]    [PING OK] ES | VLESS | 3474ms
2026-02-26 12:30:33 [INFO]    [PING OK] DE | VLESS | 3227ms
2026-02-26 12:30:33 [INFO]    [PING OK] NL | VLESS | 3392ms
2026-02-26 12:30:34 [INFO]    [PING OK] EE | VLESS | 3518ms
2026-02-26 12:30:34 [INFO]    [PING OK] ES | VLESS | 3551ms
2026-02-26 12:30:34 [INFO]    [PING OK] NG | VLESS | 5359ms
2026-02-26 12:30:34 [INFO]    [PING OK] PL | VLESS | 3511ms
2026-02-26 12:30:34 [INFO]    [PING OK] NL | VLESS | 3435ms
2026-02-26 12:30:34 [INFO]    [PING OK] PL | VLESS | 2897ms
2026-02-26 12:30:35 [INFO]    [PING OK] DE | VLESS | 4526ms
2026-02-26 12:30:35 [INFO]    [PING OK] CH | VLESS | 2960ms
2026-02-26 12:30:36 [INFO]    [PING OK] DE | VLESS | 6466ms
2026-02-26 12:30:36 [INFO]    [PING OK] DE | VLESS | 3052ms
2026-02-26 12:30:36 [INFO]    [PING OK] US | VLESS | 6155ms
2026-02-26 12:30:36 [INFO]    [PING OK] FI | VLESS | 3002ms
2026-02-26 12:30:37 [INFO]    [PING OK] DE | VLESS | 3005ms
2026-02-26 12:30:37 [INFO]    [PING OK] PL | VLESS | 3087ms
2026-02-26 12:30:37 [INFO]    [PING OK] US | VLESS | 4462ms
2026-02-26 12:30:37 [INFO]    [PING OK] US | VLESS | 8430ms
2026-02-26 12:30:38 [INFO]    [PING OK] FR | VLESS | 3408ms
