2026-02-23 14:10:05 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-23 14:10:05 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-23 14:10:09 [INFO] 🔍 Уникальных конфигов собрано: 228
2026-02-23 14:10:09 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-23 14:10:16 [INFO]    [PING OK] PL | VLESS | 5371ms
2026-02-23 14:10:17 [INFO]    [PING OK] ES | VLESS | 4580ms
2026-02-23 14:10:17 [INFO]    [PING OK] DE | VLESS | 5288ms
2026-02-23 14:10:18 [INFO]    [PING OK] PL | VLESS | 4600ms
2026-02-23 14:10:18 [INFO]    [PING OK] PL | VLESS | 4711ms
2026-02-23 14:10:18 [INFO]    [PING OK] IT | VLESS | 4307ms
2026-02-23 14:10:18 [INFO]    [PING OK] PL | VLESS | 4215ms
2026-02-23 14:10:18 [INFO]    [PING OK] TR | VLESS | 4393ms
2026-02-23 14:10:18 [INFO]    [PING OK] DE | VLESS | 5126ms
2026-02-23 14:10:19 [INFO]    [PING OK] CA | VLESS | 4673ms
2026-02-23 14:10:19 [INFO]    [PING OK] PL | VLESS | 4354ms
2026-02-23 14:10:20 [INFO]    [PING OK] ES | VLESS | 4491ms
2026-02-23 14:10:20 [INFO]    [PING OK] PL | VLESS | 4138ms
2026-02-23 14:10:20 [INFO]    [PING OK] FI | VLESS | 4082ms
2026-02-23 14:10:20 [INFO]    [PING OK] IT | VLESS | 4034ms
2026-02-23 14:10:20 [INFO]    [PING OK] HU | VLESS | 3968ms
2026-02-23 14:10:21 [INFO]    [PING OK] EE | VLESS | 4186ms
2026-02-23 14:10:21 [INFO]    [PING OK] PL | VLESS | 4366ms
2026-02-23 14:10:22 [INFO]    [PING OK] ES | VLESS | 4572ms
2026-02-23 14:10:22 [INFO]    [PING OK] TR | VLESS | 4487ms
2026-02-23 14:10:22 [INFO]    [PING OK] HU | VLESS | 4634ms
2026-02-23 14:10:23 [INFO]    [PING OK] ES | VLESS | 4791ms
2026-02-23 14:10:23 [INFO]    [PING OK] HU | VLESS | 4743ms
2026-02-23 14:10:23 [INFO]    [PING OK] ES | VLESS | 4650ms
2026-02-23 14:10:23 [INFO]    [PING OK] NL | VLESS | 5809ms
2026-02-23 14:10:23 [INFO]    [PING OK] HU | VLESS | 4822ms
2026-02-23 14:10:23 [INFO]    [PING OK] DE | VLESS | 4638ms
2026-02-23 14:10:23 [INFO]    [PING OK] SE | VLESS | 4861ms
2026-02-23 14:10:24 [INFO]    [PING OK] SE | VLESS | 4662ms
2026-02-23 14:10:24 [INFO]    [PING OK] ES | VLESS | 5257ms
2026-02-23 14:10:24 [INFO]    [PING OK] SE | VLESS | 4868ms
2026-02-23 14:10:25 [INFO]    [PING OK] DE | VLESS | 4902ms
2026-02-23 14:10:25 [INFO]    [PING OK] NL | VLESS | 5066ms
2026-02-23 14:10:26 [INFO]    [PING OK] DE | VLESS | 5495ms
2026-02-23 14:10:27 [INFO]    [PING OK] CA | VLESS | 4972ms
2026-02-23 14:10:27 [INFO]    [PING OK] DE | VLESS | 5264ms
2026-02-23 14:10:27 [INFO]    [PING OK] NL | VLESS | 4944ms
2026-02-23 14:10:27 [INFO]    [PING OK] DE | VLESS | 10985ms
2026-02-23 14:10:28 [INFO]    [PING OK] SE | VLESS | 4841ms
2026-02-23 14:10:28 [INFO]    [PING OK] US | VLESS | 5009ms
2026-02-23 14:10:28 [INFO]    [PING OK] CA | VLESS | 5415ms
2026-02-23 14:10:28 [INFO]    [PING OK] SE | VLESS | 4956ms
2026-02-23 14:10:29 [INFO]    [PING OK] DE | VLESS | 5126ms
2026-02-23 14:10:29 [INFO]    [PING OK] SE | VLESS | 7257ms
2026-02-23 14:10:29 [INFO]    [PING OK] DE | VLESS | 5212ms
2026-02-23 14:10:30 [INFO]    [PING OK] SE | VLESS | 5089ms
2026-02-23 14:10:30 [INFO]    [PING OK] DE | VLESS | 4752ms
2026-02-23 14:10:30 [INFO]    [PING OK] CA | VLESS | 6015ms
2026-02-23 14:10:30 [INFO]    [PING OK] DE | VLESS | 3393ms
2026-02-23 14:10:31 [INFO]    [PING OK] DE | VLESS | 3051ms
2026-02-23 14:10:31 [INFO]    [PING OK] SE | VLESS | 3700ms
2026-02-23 14:10:31 [INFO]    [PING OK] CA | VLESS | 3342ms
2026-02-23 14:10:31 [INFO]    [PING OK] CA | VLESS | 3414ms
2026-02-23 14:10:31 [INFO]    [PING OK] CA | VLESS | 5444ms
2026-02-23 14:10:31 [INFO]    [PING OK] SE | VLESS | 4623ms
2026-02-23 14:10:31 [INFO]    [PING OK] US | VLESS | 7436ms
2026-02-23 14:10:31 [INFO]    [PING OK] CA | VLESS | 3946ms
2026-02-23 14:10:31 [INFO]    [PING OK] CA | VLESS | 5280ms
2026-02-23 14:10:31 [INFO]    [PING OK] CA | VLESS | 3664ms
2026-02-23 14:10:32 [INFO]    [PING OK] CA | VLESS | 3614ms
2026-02-23 14:10:33 [INFO]    [PING OK] CA | VLESS | 3379ms
2026-02-23 14:10:35 [INFO]    [PING OK] DE | VLESS | 13288ms
2026-02-23 14:10:35 [INFO] 🏎️ ЭТАП 2: Глубокий замер скорости для 40 иностранных кандидатов...
2026-02-23 14:10:39 [INFO]    🏆 DE | VLESS | Пинг: 3393ms | Скорость: 7.1 Mbps ⚡⚡
2026-02-23 14:10:39 [INFO]    🏆 PL | VLESS | Пинг: 4138ms | Скорость: 7.3 Mbps ⚡⚡
2026-02-23 14:10:39 [INFO]    🏆 HU | VLESS | Пинг: 3968ms | Скорость: 6.68 Mbps ⚡⚡
2026-02-23 14:10:39 [INFO]    🏆 FI | VLESS | Пинг: 4082ms | Скорость: 6.33 Mbps ⚡⚡
2026-02-23 14:10:39 [INFO]    🏆 IT | VLESS | Пинг: 4034ms | Скорость: 6.29 Mbps ⚡⚡
2026-02-23 14:10:40 [INFO]    🏆 PL | VLESS | Пинг: 4215ms | Скорость: 5.39 Mbps ⚡⚡
2026-02-23 14:10:41 [INFO]    🏆 CA | VLESS | Пинг: 3664ms | Скорость: 4.34 Mbps ⚡⚡
2026-02-23 14:10:42 [INFO]    🏆 PL | VLESS | Пинг: 4354ms | Скорость: 8.58 Mbps ⚡⚡
2026-02-23 14:10:42 [INFO]    🏆 DE | VLESS | Пинг: 3051ms | Скорость: 3.13 Mbps ⚡⚡
2026-02-23 14:10:42 [INFO]    🏆 EE | VLESS | Пинг: 4186ms | Скорость: 3.41 Mbps ⚡⚡
2026-02-23 14:10:42 [INFO]    🏆 TR | VLESS | Пинг: 4393ms | Скорость: 7.74 Mbps ⚡⚡
2026-02-23 14:10:43 [INFO]    🏆 ES | VLESS | Пинг: 4572ms | Скорость: 7.29 Mbps ⚡⚡
2026-02-23 14:10:43 [INFO]    🏆 PL | VLESS | Пинг: 4366ms | Скорость: 5.96 Mbps ⚡⚡
2026-02-23 14:10:43 [INFO]    🏆 TR | VLESS | Пинг: 4487ms | Скорость: 6.43 Mbps ⚡⚡
2026-02-23 14:10:44 [INFO]    🏆 DE | VLESS | Пинг: 4638ms | Скорость: 6.27 Mbps ⚡⚡
2026-02-23 14:10:44 [INFO]    🏆 PL | VLESS | Пинг: 4600ms | Скорость: 6.19 Mbps ⚡⚡
2026-02-23 14:10:44 [INFO]    🏆 ES | VLESS | Пинг: 4580ms | Скорость: 6.05 Mbps ⚡⚡
2026-02-23 14:10:45 [INFO]    🏆 ES | VLESS | Пинг: 4650ms | Скорость: 6.72 Mbps ⚡⚡
2026-02-23 14:10:45 [INFO]    🏆 IT | VLESS | Пинг: 4307ms | Скорость: 3.8 Mbps ⚡⚡
2026-02-23 14:10:46 [INFO]    🏆 DE | VLESS | Пинг: 4752ms | Скорость: 6.94 Mbps ⚡⚡
2026-02-23 14:10:46 [INFO]    🏆 HU | VLESS | Пинг: 4743ms | Скорость: 6.9 Mbps ⚡⚡
2026-02-23 14:10:46 [INFO]    🏆 SE | VLESS | Пинг: 4662ms | Скорость: 5.86 Mbps ⚡⚡
2026-02-23 14:10:46 [INFO]    🏆 HU | VLESS | Пинг: 4822ms | Скорость: 8.49 Mbps ⚡⚡
2026-02-23 14:10:47 [INFO]    🏆 PL | VLESS | Пинг: 4711ms | Скорость: 5.49 Mbps ⚡⚡
