2026-02-17 08:20:06 [INFO] 🚀 START: Smart VLESS Selector (Target: 10, Strict Mode)
2026-02-17 08:20:06 [INFO] 🌐 Загрузка источников...
2026-02-17 08:20:09 [INFO] 🔍 Уникальных конфигов собрано: 669
2026-02-17 08:20:09 [INFO] ⚡ ЭТАП 1: Быстрый замер Пинга (Workers: 25)...
2026-02-17 08:20:10 [INFO]    [PING OK] NL | 209ms
2026-02-17 08:20:11 [INFO]    [PING OK] FR | 393ms
2026-02-17 08:20:12 [INFO]    [PING OK] US | 1211ms
2026-02-17 08:20:14 [INFO]    [PING OK] US | 3746ms
2026-02-17 08:20:16 [INFO]    [PING OK] DE | 152ms
2026-02-17 08:20:16 [INFO]    [PING OK] US | 742ms
2026-02-17 08:20:17 [INFO]    [PING OK] NL | 436ms
2026-02-17 08:20:18 [INFO]    [PING OK] DE | 151ms
2026-02-17 08:20:19 [INFO]    [PING OK] RU | 147ms
2026-02-17 08:20:19 [INFO]    [PING OK] NL | 153ms
2026-02-17 08:20:21 [INFO]    [PING OK] RU | 253ms
2026-02-17 08:20:22 [INFO]    [PING OK] DE | 151ms
2026-02-17 08:20:22 [INFO]    [PING OK] DE | 190ms
2026-02-17 08:20:23 [INFO]    [PING OK] DE | 879ms
2026-02-17 08:20:24 [INFO]    [PING OK] RU | 130ms
2026-02-17 08:20:25 [INFO]    [PING OK] FR | 1201ms
2026-02-17 08:20:25 [INFO]    [PING OK] RU | 1010ms
2026-02-17 08:20:25 [INFO]    [PING OK] RU | 221ms
2026-02-17 08:20:26 [INFO]    [PING OK] RU | 103ms
2026-02-17 08:20:26 [INFO]    [PING OK] FI | 202ms
2026-02-17 08:20:26 [INFO]    [PING OK] RU | 200ms
2026-02-17 08:20:26 [INFO]    [PING OK] RU | 251ms
2026-02-17 08:20:26 [INFO]    [PING OK] RU | 267ms
2026-02-17 08:20:26 [INFO]    [PING OK] RU | 295ms
2026-02-17 08:20:27 [INFO]    [PING OK] PL | 172ms
2026-02-17 08:20:27 [INFO]    [PING OK] RU | 293ms
2026-02-17 08:20:27 [INFO]    [PING OK] RU | 83ms
2026-02-17 08:20:29 [INFO]    [PING OK] RU | 243ms
2026-02-17 08:20:29 [INFO]    [PING OK] NL | 161ms
2026-02-17 08:20:29 [INFO]    [PING OK] FI | 248ms
2026-02-17 08:20:30 [INFO]    [PING OK] RU | 373ms
2026-02-17 08:20:30 [INFO]    [PING OK] DE | 159ms
