2026-02-22 22:10:05 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-22 22:10:05 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-22 22:10:07 [INFO] 🔍 Уникальных конфигов собрано: 246
2026-02-22 22:10:07 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-22 22:10:13 [INFO]    [PING OK] CZ | VLESS | 4808ms
2026-02-22 22:10:15 [INFO]    [PING OK] DE | VLESS | 5978ms
2026-02-22 22:10:15 [INFO]    [PING OK] DE | VLESS | 5161ms
2026-02-22 22:10:15 [INFO]    [PING OK] DE | VLESS | 6254ms
2026-02-22 22:10:16 [INFO]    [PING OK] CA | VLESS | 4506ms
2026-02-22 22:10:17 [INFO]    [PING OK] DE | VLESS | 8332ms
2026-02-22 22:10:18 [INFO]    [PING OK] HU | VLESS | 3931ms
2026-02-22 22:10:18 [INFO]    [PING OK] ES | VLESS | 4071ms
2026-02-22 22:10:18 [INFO]    [PING OK] ES | VLESS | 4037ms
2026-02-22 22:10:18 [INFO]    [PING OK] PL | VLESS | 4234ms
2026-02-22 22:10:18 [INFO]    [PING OK] ES | VLESS | 4135ms
2026-02-22 22:10:18 [INFO]    [PING OK] ES | VLESS | 4390ms
2026-02-22 22:10:18 [INFO]    [PING OK] PL | VLESS | 4732ms
2026-02-22 22:10:19 [INFO]    [PING OK] HU | VLESS | 4257ms
2026-02-22 22:10:19 [INFO]    [PING OK] DE | VLESS | 4000ms
2026-02-22 22:10:19 [INFO]    [PING OK] TR | VLESS | 4103ms
2026-02-22 22:10:19 [INFO]    [PING OK] HU | VLESS | 3740ms
2026-02-22 22:10:19 [INFO]    [PING OK] PL | VLESS | 5289ms
2026-02-22 22:10:19 [INFO]    [PING OK] CA | VLESS | 4010ms
2026-02-22 22:10:19 [INFO]    [PING OK] TR | VLESS | 3833ms
2026-02-22 22:10:19 [INFO]    [PING OK] PL | VLESS | 3681ms
2026-02-22 22:10:19 [INFO]    [PING OK] US | VLESS | 4038ms
2026-02-22 22:10:20 [INFO]    [PING OK] PL | VLESS | 3515ms
