2026-02-17 22:00:06 [INFO] 🚀 START: Smart VLESS Selector (Target: 10, Strict Mode)
2026-02-17 22:00:06 [INFO] 🌐 Загрузка источников...
2026-02-17 22:00:08 [INFO] 🔍 Уникальных конфигов собрано: 351
2026-02-17 22:00:08 [INFO] ⚡ ЭТАП 1: Быстрый замер Пинга (Workers: 25)...
2026-02-17 22:00:09 [INFO]    [PING OK] LV | 202ms
2026-02-17 22:00:10 [INFO]    [PING OK] DE | 467ms
2026-02-17 22:00:10 [INFO]    [PING OK] NL | 155ms
2026-02-17 22:00:10 [INFO]    [PING OK] LT | 147ms
2026-02-17 22:00:11 [INFO]    [PING OK] DE | 160ms
2026-02-17 22:00:11 [INFO]    [PING OK] FI | 133ms
2026-02-17 22:00:11 [INFO]    [PING OK] US | 857ms
2026-02-17 22:00:12 [INFO]    [PING OK] NL | 143ms
2026-02-17 22:00:12 [INFO]    [PING OK] DE | 200ms
2026-02-17 22:00:12 [INFO]    [PING OK] DE | 487ms
2026-02-17 22:00:12 [INFO]    [PING OK] FI | 183ms
2026-02-17 22:00:12 [INFO]    [PING OK] PL | 82ms
2026-02-17 22:00:13 [INFO]    [PING OK] LT | 156ms
2026-02-17 22:00:13 [INFO]    [PING OK] LV | 143ms
2026-02-17 22:00:13 [INFO]    [PING OK] DE | 190ms
2026-02-17 22:00:14 [INFO]    [PING OK] LT | 150ms
2026-02-17 22:00:14 [INFO]    [PING OK] RU | 70ms
2026-02-17 22:00:14 [INFO]    [PING OK] RU | 164ms
2026-02-17 22:00:14 [INFO]    [PING OK] RU | 108ms
2026-02-17 22:00:14 [INFO]    [PING OK] RU | 253ms
2026-02-17 22:00:14 [INFO]    [PING OK] RU | 314ms
2026-02-17 22:00:14 [INFO]    [PING OK] RU | 220ms
2026-02-17 22:00:14 [INFO]    [PING OK] RU | 356ms
2026-02-17 22:00:14 [INFO]    [PING OK] RU | 248ms
2026-02-17 22:00:14 [INFO]    [PING OK] RU | 293ms
2026-02-17 22:00:14 [INFO]    [PING OK] DE | 1235ms
2026-02-17 22:00:15 [INFO]    [PING OK] RU | 178ms
2026-02-17 22:00:15 [INFO]    [PING OK] RU | 240ms
2026-02-17 22:00:15 [INFO]    [PING OK] RU | 571ms
2026-02-17 22:00:15 [INFO]    [PING OK] RU | 198ms
2026-02-17 22:00:15 [INFO]    [PING OK] RU | 50ms
2026-02-17 22:00:15 [INFO]    [PING OK] RU | 305ms
2026-02-17 22:00:15 [INFO]    [PING OK] RU | 98ms
2026-02-17 22:00:15 [INFO]    [PING OK] RU | 73ms
2026-02-17 22:00:15 [INFO]    [PING OK] RU | 623ms
2026-02-17 22:00:15 [INFO]    [PING OK] RU | 1374ms
2026-02-17 22:00:15 [INFO]    [PING OK] RU | 202ms
2026-02-17 22:00:15 [INFO]    [PING OK] RU | 291ms
2026-02-17 22:00:15 [INFO]    [PING OK] RU | 1018ms
2026-02-17 22:00:16 [INFO]    [PING OK] RU | 400ms
2026-02-17 22:00:16 [INFO]    [PING OK] RU | 378ms
2026-02-17 22:00:16 [INFO]    [PING OK] RU | 347ms
2026-02-17 22:00:16 [INFO]    [PING OK] RU | 417ms
2026-02-17 22:00:16 [INFO]    [PING OK] RU | 242ms
2026-02-17 22:00:16 [INFO]    [PING OK] RU | 267ms
2026-02-17 22:00:16 [INFO]    [PING OK] RU | 219ms
2026-02-17 22:00:16 [INFO]    [PING OK] RU | 231ms
2026-02-17 22:00:16 [INFO]    [PING OK] RU | 242ms
2026-02-17 22:00:16 [INFO]    [PING OK] RU | 266ms
2026-02-17 22:00:16 [INFO]    [PING OK] RU | 1480ms
2026-02-17 22:00:16 [INFO]    [PING OK] RU | 220ms
2026-02-17 22:00:16 [INFO]    [PING OK] RU | 283ms
2026-02-17 22:00:16 [INFO]    [PING OK] RU | 228ms
2026-02-17 22:00:16 [INFO]    [PING OK] RU | 183ms
2026-02-17 22:00:16 [INFO]    [PING OK] RU | 1337ms
2026-02-17 22:00:17 [INFO]    [PING OK] RU | 336ms
2026-02-17 22:00:17 [INFO]    [PING OK] RU | 284ms
2026-02-17 22:00:17 [INFO]    [PING OK] RU | 87ms
2026-02-17 22:00:17 [INFO]    [PING OK] RU | 238ms
2026-02-17 22:00:17 [INFO]    [PING OK] RU | 203ms
2026-02-17 22:00:17 [INFO]    [PING OK] RU | 221ms
2026-02-17 22:00:17 [INFO]    [PING OK] RU | 691ms
2026-02-17 22:00:17 [INFO]    [PING OK] RU | 294ms
2026-02-17 22:00:17 [INFO]    [PING OK] RU | 897ms
2026-02-17 22:00:17 [INFO]    [PING OK] RU | 2190ms
2026-02-17 22:00:17 [INFO]    [PING OK] RU | 599ms
2026-02-17 22:00:17 [INFO]    [PING OK] RU | 210ms
2026-02-17 22:00:18 [INFO]    [PING OK] RU | 219ms
2026-02-17 22:00:18 [INFO]    [PING OK] RU | 213ms
2026-02-17 22:00:18 [INFO]    [PING OK] RU | 1422ms
2026-02-17 22:00:18 [INFO]    [PING OK] RU | 156ms
2026-02-17 22:00:18 [INFO]    [PING OK] RU | 312ms
2026-02-17 22:00:18 [INFO]    [PING OK] RU | 279ms
2026-02-17 22:00:18 [INFO]    [PING OK] RU | 299ms
2026-02-17 22:00:18 [INFO]    [PING OK] RU | 162ms
2026-02-17 22:00:18 [INFO]    [PING OK] RU | 263ms
2026-02-17 22:00:18 [INFO]    [PING OK] RU | 973ms
2026-02-17 22:00:18 [INFO]    [PING OK] RU | 1794ms
2026-02-17 22:00:18 [INFO]    [PING OK] RU | 241ms
2026-02-17 22:00:18 [INFO]    [PING OK] RU | 243ms
2026-02-17 22:00:18 [INFO]    [PING OK] RU | 524ms
2026-02-17 22:00:18 [INFO]    [PING OK] DE | 552ms
2026-02-17 22:00:18 [INFO]    [PING OK] RU | 433ms
2026-02-17 22:00:18 [INFO]    [PING OK] RU | 266ms
2026-02-17 22:00:18 [INFO]    [PING OK] RU | 90ms
2026-02-17 22:00:18 [INFO]    [PING OK] RU | 224ms
2026-02-17 22:00:18 [INFO]    [PING OK] RU | 235ms
2026-02-17 22:00:19 [INFO]    [PING OK] RU | 313ms
2026-02-17 22:00:19 [INFO]    [PING OK] RU | 119ms
2026-02-17 22:00:19 [INFO]    [PING OK] RU | 2339ms
2026-02-17 22:00:19 [INFO]    [PING OK] RU | 316ms
2026-02-17 22:00:19 [INFO]    [PING OK] RU | 327ms
2026-02-17 22:00:19 [INFO]    [PING OK] RU | 280ms
2026-02-17 22:00:19 [INFO]    [PING OK] RU | 192ms
2026-02-17 22:00:19 [INFO]    [PING OK] RU | 471ms
2026-02-17 22:00:19 [INFO]    [PING OK] RU | 1184ms
2026-02-17 22:00:19 [INFO]    [PING OK] RU | 366ms
2026-02-17 22:00:19 [INFO]    [PING OK] RU | 330ms
2026-02-17 22:00:19 [INFO]    [PING OK] RU | 463ms
2026-02-17 22:00:19 [INFO]    [PING OK] RU | 277ms
2026-02-17 22:00:20 [INFO]    [PING OK] RU | 519ms
2026-02-17 22:00:20 [INFO]    [PING OK] RU | 346ms
2026-02-17 22:00:20 [INFO]    [PING OK] RU | 298ms
2026-02-17 22:00:20 [INFO]    [PING OK] RU | 139ms
2026-02-17 22:00:20 [INFO]    [PING OK] RU | 228ms
2026-02-17 22:00:20 [INFO]    [PING OK] RU | 168ms
2026-02-17 22:00:20 [INFO]    [PING OK] RU | 551ms
2026-02-17 22:00:20 [INFO]    [PING OK] RU | 226ms
2026-02-17 22:00:20 [INFO]    [PING OK] RU | 474ms
2026-02-17 22:00:20 [INFO]    [PING OK] RU | 152ms
2026-02-17 22:00:20 [INFO]    [PING OK] RU | 474ms
2026-02-17 22:00:21 [INFO]    [PING OK] RU | 527ms
2026-02-17 22:00:21 [INFO]    [PING OK] RU | 98ms
2026-02-17 22:00:21 [INFO]    [PING OK] RU | 133ms
2026-02-17 22:00:21 [INFO]    [PING OK] RU | 582ms
2026-02-17 22:00:21 [INFO]    [PING OK] FI | 162ms
2026-02-17 22:00:21 [INFO]    [PING OK] FI | 231ms
2026-02-17 22:00:21 [INFO]    [PING OK] RU | 4181ms
2026-02-17 22:00:22 [INFO]    [PING OK] RU | 1155ms
2026-02-17 22:00:22 [INFO]    [PING OK] HU | 335ms
2026-02-17 22:00:22 [INFO]    [PING OK] LV | 400ms
2026-02-17 22:00:23 [INFO]    [PING OK] FR | 219ms
2026-02-17 22:00:23 [INFO]    [PING OK] RU | 2834ms
2026-02-17 22:00:23 [INFO]    [PING OK] RU | 2776ms
2026-02-17 22:00:23 [INFO]    [PING OK] RU | 2964ms
2026-02-17 22:00:24 [INFO]    [PING OK] RU | 4597ms
2026-02-17 22:00:25 [INFO]    [PING OK] FR | 513ms
