2026-02-26 01:10:06 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-26 01:10:06 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-26 01:10:07 [INFO] 🔍 Уникальных конфигов собрано: 143
2026-02-26 01:10:07 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-26 01:10:12 [INFO]    [PING OK] NL | VLESS | 4249ms
2026-02-26 01:10:13 [INFO]    [PING OK] DE | VLESS | 4730ms
2026-02-26 01:10:13 [INFO]    [PING OK] NL | VLESS | 4608ms
2026-02-26 01:10:13 [INFO]    [PING OK] NL | VLESS | 4903ms
2026-02-26 01:10:13 [INFO]    [PING OK] DE | VLESS | 4725ms
2026-02-26 01:10:13 [INFO]    [PING OK] DE | VLESS | 4818ms
2026-02-26 01:10:13 [INFO]    [PING OK] NL | VLESS | 4519ms
2026-02-26 01:10:13 [INFO]    [PING OK] DE | VLESS | 4955ms
2026-02-26 01:10:13 [INFO]    [PING OK] DE | VLESS | 5364ms
2026-02-26 01:10:13 [INFO]    [PING OK] FI | VLESS | 4453ms
2026-02-26 01:10:13 [INFO]    [PING OK] DE | VLESS | 4466ms
2026-02-26 01:10:13 [INFO]    [PING OK] DE | VLESS | 3807ms
2026-02-26 01:10:13 [INFO]    [PING OK] DE | VLESS | 4137ms
2026-02-26 01:10:13 [INFO]    [PING OK] NL | VLESS | 4327ms
2026-02-26 01:10:13 [INFO]    [PING OK] DE | VLESS | 3722ms
2026-02-26 01:10:13 [INFO]    [PING OK] DE | VLESS | 4516ms
2026-02-26 01:10:13 [INFO]    [PING OK] DE | VLESS | 4268ms
2026-02-26 01:10:14 [INFO]    [PING OK] DE | VLESS | 4091ms
2026-02-26 01:10:14 [INFO]    [PING OK] NL | VLESS | 3947ms
2026-02-26 01:10:14 [INFO]    [PING OK] DE | VLESS | 3912ms
2026-02-26 01:10:15 [INFO]    [PING OK] NL | VLESS | 4700ms
2026-02-26 01:10:15 [INFO]    [PING OK] DE | VLESS | 4636ms
2026-02-26 01:10:15 [INFO]    [PING OK] NL | VLESS | 4203ms
2026-02-26 01:10:15 [INFO]    [PING OK] NL | VLESS | 4102ms
2026-02-26 01:10:16 [INFO]    [PING OK] NL | VLESS | 4451ms
2026-02-26 01:10:19 [INFO]    [PING OK] NL | VLESS | 5405ms
2026-02-26 01:10:19 [INFO]    [PING OK] GB | VLESS | 5318ms
2026-02-26 01:10:20 [INFO]    [PING OK] LV | VLESS | 5362ms
2026-02-26 01:10:20 [INFO]    [PING OK] GB | VLESS | 5577ms
2026-02-26 01:10:20 [INFO]    [PING OK] US | VLESS | 5548ms
2026-02-26 01:10:20 [INFO]    [PING OK] DE | VLESS | 5047ms
2026-02-26 01:10:20 [INFO]    [PING OK] US | VLESS | 5311ms
2026-02-26 01:10:20 [INFO]    [PING OK] FR | VLESS | 5398ms
2026-02-26 01:10:20 [INFO]    [PING OK] CA | VLESS | 6164ms
2026-02-26 01:10:20 [INFO]    [PING OK] DE | VLESS | 5648ms
2026-02-26 01:10:21 [INFO]    [PING OK] CA | VLESS | 6513ms
2026-02-26 01:10:21 [INFO]    [PING OK] DE | VLESS | 1851ms
2026-02-26 01:10:21 [INFO]    [PING OK] US | VLESS | 1980ms
2026-02-26 01:10:23 [INFO]    [PING OK] CA | VLESS | 8869ms
2026-02-26 01:10:24 [INFO]    [PING OK] CA | VLESS | 4944ms
2026-02-26 01:10:25 [INFO]    [PING OK] SG | VLESS | 6212ms
2026-02-26 01:10:25 [INFO]    [PING OK] CA | VLESS | 6836ms
2026-02-26 01:10:26 [INFO] 🏎️ ЭТАП 2: Глубокий замер скорости для 40 иностранных кандидатов...
2026-02-26 01:10:31 [INFO]    🏆 DE | VLESS | Пинг: 1851ms | Скорость: 4.96 Mbps ⚡⚡
2026-02-26 01:10:31 [INFO]    🏆 DE | VLESS | Пинг: 4268ms | Скорость: 5.12 Mbps ⚡⚡
2026-02-26 01:10:31 [INFO]    🏆 DE | VLESS | Пинг: 4137ms | Скорость: 4.88 Mbps ⚡⚡
2026-02-26 01:10:31 [INFO]    🏆 NL | VLESS | Пинг: 4102ms | Скорость: 4.89 Mbps ⚡⚡
2026-02-26 01:10:31 [INFO]    🏆 US | VLESS | Пинг: 1980ms | Скорость: 4.75 Mbps ⚡⚡
2026-02-26 01:10:31 [INFO]    🏆 NL | VLESS | Пинг: 4451ms | Скорость: 5.04 Mbps ⚡⚡
2026-02-26 01:10:31 [INFO]    🏆 DE | VLESS | Пинг: 3807ms | Скорость: 4.73 Mbps ⚡⚡
2026-02-26 01:10:31 [INFO]    🏆 NL | VLESS | Пинг: 3947ms | Скорость: 4.78 Mbps ⚡⚡
2026-02-26 01:10:31 [INFO]    🏆 NL | VLESS | Пинг: 4203ms | Скорость: 4.88 Mbps ⚡⚡
2026-02-26 01:10:31 [INFO]    🏆 DE | VLESS | Пинг: 4091ms | Скорость: 4.75 Mbps ⚡⚡
2026-02-26 01:10:31 [INFO]    🏆 DE | VLESS | Пинг: 3722ms | Скорость: 4.65 Mbps ⚡⚡
2026-02-26 01:10:31 [INFO]    🏆 NL | VLESS | Пинг: 4249ms | Скорость: 4.75 Mbps ⚡⚡
2026-02-26 01:10:32 [INFO]    🏆 NL | VLESS | Пинг: 4327ms | Скорость: 4.86 Mbps ⚡⚡
2026-02-26 01:10:32 [INFO]    🏆 FI | VLESS | Пинг: 4453ms | Скорость: 4.53 Mbps ⚡⚡
2026-02-26 01:10:34 [INFO]    🏆 DE | VLESS | Пинг: 4466ms | Скорость: 11.04 Mbps ⚡⚡
2026-02-26 01:10:34 [INFO]    🏆 DE | VLESS | Пинг: 4516ms | Скорость: 8.58 Mbps ⚡⚡
2026-02-26 01:10:36 [INFO]    🏆 DE | VLESS | Пинг: 4955ms | Скорость: 5.93 Mbps ⚡⚡
2026-02-26 01:10:36 [INFO]    🏆 NL | VLESS | Пинг: 4700ms | Скорость: 5.79 Mbps ⚡⚡
2026-02-26 01:10:36 [INFO]    🏆 DE | VLESS | Пинг: 4636ms | Скорость: 5.69 Mbps ⚡⚡
2026-02-26 01:10:36 [INFO]    🏆 DE | VLESS | Пинг: 4725ms | Скорость: 5.67 Mbps ⚡⚡
2026-02-26 01:10:36 [INFO]    🏆 DE | VLESS | Пинг: 4730ms | Скорость: 5.78 Mbps ⚡⚡
2026-02-26 01:10:36 [INFO]    🏆 NL | VLESS | Пинг: 4608ms | Скорость: 5.67 Mbps ⚡⚡
2026-02-26 01:10:36 [INFO]    🏆 NL | VLESS | Пинг: 4903ms | Скорость: 5.72 Mbps ⚡⚡
2026-02-26 01:10:36 [INFO]    🏆 NL | VLESS | Пинг: 4519ms | Скорость: 5.57 Mbps ⚡⚡
2026-02-26 01:10:36 [INFO]    🏆 DE | VLESS | Пинг: 5047ms | Скорость: 5.68 Mbps ⚡⚡
2026-02-26 01:10:36 [INFO]    🏆 DE | VLESS | Пинг: 4818ms | Скорость: 5.58 Mbps ⚡⚡
2026-02-26 01:10:36 [INFO]    🏆 US | VLESS | Пинг: 5311ms | Скорость: 5.75 Mbps ⚡⚡
2026-02-26 01:10:37 [INFO]    🏆 LV | VLESS | Пинг: 5362ms | Скорость: 6.97 Mbps ⚡⚡
2026-02-26 01:10:38 [INFO]    🏆 DE | VLESS | Пинг: 5364ms | Скорость: 8.52 Mbps ⚡⚡
2026-02-26 01:10:38 [INFO]    🏆 DE | VLESS | Пинг: 5648ms | Скорость: 10.36 Mbps ⚡⚡
2026-02-26 01:10:38 [INFO]    🏆 NL | VLESS | Пинг: 5405ms | Скорость: 9.85 Mbps ⚡⚡
2026-02-26 01:10:38 [INFO]    🏆 GB | VLESS | Пинг: 5577ms | Скорость: 9.86 Mbps ⚡⚡
2026-02-26 01:10:39 [INFO]    🏆 US | VLESS | Пинг: 5548ms | Скорость: 7.35 Mbps ⚡⚡
2026-02-26 01:10:39 [INFO]    🏆 FR | VLESS | Пинг: 5398ms | Скорость: 7.03 Mbps ⚡⚡
2026-02-26 01:10:40 [INFO] 📊 Итого в подписке сохранено иностранных серверов: 10
2026-02-26 01:10:40 [INFO] 💾 Файл успешно сохранен: FL1PVPN
