2026-02-23 12:20:05 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-23 12:20:05 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-23 12:20:07 [INFO] 🔍 Уникальных конфигов собрано: 221
2026-02-23 12:20:07 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-23 12:20:12 [INFO]    [PING OK] CZ | VLESS | 3838ms
2026-02-23 12:20:13 [INFO]    [PING OK] NL | VLESS | 3065ms
2026-02-23 12:20:13 [INFO]    [PING OK] ES | VLESS | 2830ms
2026-02-23 12:20:13 [INFO]    [PING OK] TR | VLESS | 2650ms
2026-02-23 12:20:15 [INFO]    [PING OK] ES | VLESS | 2785ms
2026-02-23 12:20:15 [INFO]    [PING OK] IT | VLESS | 2853ms
2026-02-23 12:20:15 [INFO]    [PING OK] DE | VLESS | 7117ms
2026-02-23 12:20:16 [INFO]    [PING OK] HU | VLESS | 2857ms
2026-02-23 12:20:16 [INFO]    [PING OK] ES | VLESS | 2964ms
2026-02-23 12:20:16 [INFO]    [PING OK] EE | VLESS | 2986ms
2026-02-23 12:20:16 [INFO]    [PING OK] ES | VLESS | 2962ms
2026-02-23 12:20:16 [INFO]    [PING OK] DE | VLESS | 3370ms
2026-02-23 12:20:16 [INFO]    [PING OK] ES | VLESS | 3082ms
2026-02-23 12:20:16 [INFO]    [PING OK] PL | VLESS | 3003ms
2026-02-23 12:20:16 [INFO]    [PING OK] DE | VLESS | 3477ms
2026-02-23 12:20:16 [INFO]    [PING OK] DE | VLESS | 3590ms
2026-02-23 12:20:17 [INFO]    [PING OK] PL | VLESS | 3221ms
2026-02-23 12:20:17 [INFO]    [PING OK] IT | VLESS | 3217ms
2026-02-23 12:20:17 [INFO]    [PING OK] IT | VLESS | 3231ms
2026-02-23 12:20:17 [INFO]    [PING OK] PL | VLESS | 3314ms
2026-02-23 12:20:18 [INFO]    [PING OK] HU | VLESS | 3252ms
2026-02-23 12:20:18 [INFO]    [PING OK] ES | VLESS | 3528ms
2026-02-23 12:20:19 [INFO]    [PING OK] PL | VLESS | 3280ms
2026-02-23 12:20:19 [INFO]    [PING OK] HU | VLESS | 3374ms
2026-02-23 12:20:19 [INFO]    [PING OK] FI | VLESS | 3490ms
2026-02-23 12:20:19 [INFO]    [PING OK] PL | VLESS | 3536ms
2026-02-23 12:20:20 [INFO]    [PING OK] HU | VLESS | 3496ms
2026-02-23 12:20:20 [INFO]    [PING OK] ES | VLESS | 3631ms
2026-02-23 12:20:20 [INFO]    [PING OK] TR | VLESS | 3519ms
2026-02-23 12:20:21 [INFO]    [PING OK] ES | VLESS | 3436ms
2026-02-23 12:20:21 [INFO]    [PING OK] HU | VLESS | 3494ms
2026-02-23 12:20:21 [INFO]    [PING OK] HU | VLESS | 3589ms
2026-02-23 12:20:21 [INFO]    [PING OK] TR | VLESS | 3510ms
2026-02-23 12:20:22 [INFO]    [PING OK] TR | VLESS | 4318ms
2026-02-23 12:20:22 [INFO]    [PING OK] DE | VLESS | 4437ms
2026-02-23 12:20:22 [INFO]    [PING OK] PL | VLESS | 4711ms
2026-02-23 12:20:23 [INFO]    [PING OK] SE | VLESS | 4248ms
2026-02-23 12:20:24 [INFO]    [PING OK] SE | VLESS | 5361ms
