2026-02-22 04:30:06 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-22 04:30:06 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-22 04:30:08 [INFO] 🔍 Уникальных конфигов собрано: 255
2026-02-22 04:30:08 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-22 04:30:14 [INFO]    [PING OK] CZ | VLESS | 5282ms
2026-02-22 04:30:15 [INFO]    [PING OK] DE | VLESS | 5607ms
2026-02-22 04:30:15 [INFO]    [PING OK] PL | VLESS | 4584ms
2026-02-22 04:30:15 [INFO]    [PING OK] DE | VLESS | 6077ms
2026-02-22 04:30:17 [INFO]    [PING OK] NL | VLESS | 7191ms
2026-02-22 04:30:19 [INFO]    [PING OK] IT | VLESS | 4125ms
2026-02-22 04:30:19 [INFO]    [PING OK] ES | VLESS | 4167ms
2026-02-22 04:30:19 [INFO]    [PING OK] TR | VLESS | 4268ms
2026-02-22 04:30:20 [INFO]    [PING OK] DE | VLESS | 4701ms
2026-02-22 04:30:20 [INFO]    [PING OK] HU | VLESS | 4524ms
2026-02-22 04:30:20 [INFO]    [PING OK] TR | VLESS | 4345ms
2026-02-22 04:30:20 [INFO]    [PING OK] EE | VLESS | 4047ms
2026-02-22 04:30:20 [INFO]    [PING OK] PL | VLESS | 4357ms
2026-02-22 04:30:20 [INFO]    [PING OK] ES | VLESS | 4389ms
2026-02-22 04:30:20 [INFO]    [PING OK] TR | VLESS | 4542ms
2026-02-22 04:30:20 [INFO]    [PING OK] TR | VLESS | 4671ms
2026-02-22 04:30:21 [INFO]    [PING OK] IT | VLESS | 5771ms
2026-02-22 04:30:21 [INFO]    [PING OK] ES | VLESS | 4529ms
2026-02-22 04:30:21 [INFO]    [PING OK] ES | VLESS | 4326ms
2026-02-22 04:30:21 [INFO]    [PING OK] DE | VLESS | 3893ms
2026-02-22 04:30:21 [INFO]    [PING OK] PL | VLESS | 3943ms
2026-02-22 04:30:22 [INFO]    [PING OK] ES | VLESS | 4196ms
2026-02-22 04:30:22 [INFO]    [PING OK] PL | VLESS | 4097ms
2026-02-22 04:30:24 [INFO]    [PING OK] US | VLESS | 4527ms
2026-02-22 04:30:24 [INFO]    [PING OK] PL | VLESS | 4187ms
2026-02-22 04:30:24 [INFO]    [PING OK] PL | VLESS | 4605ms
2026-02-22 04:30:24 [INFO]    [PING OK] NL | VLESS | 4660ms
2026-02-22 04:30:25 [INFO]    [PING OK] HU | VLESS | 4681ms
2026-02-22 04:30:25 [INFO]    [PING OK] TR | VLESS | 4865ms
2026-02-22 04:30:26 [INFO]    [PING OK] DE | VLESS | 4993ms
2026-02-22 04:30:26 [INFO]    [PING OK] PL | VLESS | 4855ms
2026-02-22 04:30:26 [INFO]    [PING OK] DE | VLESS | 5198ms
2026-02-22 04:30:26 [INFO]    [PING OK] DE | VLESS | 5236ms
2026-02-22 04:30:26 [INFO]    [PING OK] PL | VLESS | 4652ms
2026-02-22 04:30:26 [INFO]    [PING OK] NL | VLESS | 5042ms
2026-02-22 04:30:27 [INFO]    [PING OK] PL | VLESS | 5089ms
2026-02-22 04:30:27 [INFO]    [PING OK] CA | VLESS | 6674ms
2026-02-22 04:30:27 [INFO]    [PING OK] CA | VLESS | 6024ms
2026-02-22 04:30:30 [INFO]    [PING OK] US | VLESS | 5179ms
2026-02-22 04:30:30 [INFO]    [PING OK] CA | VLESS | 7371ms
2026-02-22 04:30:31 [INFO]    [PING OK] NL | VLESS | 4565ms
2026-02-22 04:30:31 [INFO]    [PING OK] DE | VLESS | 4412ms
2026-02-22 04:30:32 [INFO]    [PING OK] FR | VLESS | 4063ms
2026-02-22 04:30:32 [INFO]    [PING OK] US | VLESS | 3954ms
2026-02-22 04:30:32 [INFO]    [PING OK] US | VLESS | 5044ms
2026-02-22 04:30:32 [INFO]    [PING OK] NL | VLESS | 4172ms
2026-02-22 04:30:33 [INFO]    [PING OK] RS | VLESS | 3241ms
2026-02-22 04:30:33 [INFO]    [PING OK] DE | VLESS | 3383ms
2026-02-22 04:30:33 [INFO]    [PING OK] CA | VLESS | 7165ms
2026-02-22 04:30:34 [INFO]    [PING OK] DE | VLESS | 3617ms
2026-02-22 04:30:35 [INFO]    [PING OK] DE | VLESS | 3736ms
