2026-02-23 23:50:05 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-23 23:50:05 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-23 23:50:07 [INFO] 🔍 Уникальных конфигов собрано: 163
2026-02-23 23:50:07 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-23 23:50:12 [INFO]    [PING OK] PL | VLESS | 4104ms
2026-02-23 23:50:13 [INFO]    [PING OK] HU | VLESS | 4227ms
2026-02-23 23:50:13 [INFO]    [PING OK] ES | VLESS | 4508ms
2026-02-23 23:50:14 [INFO]    [PING OK] TR | VLESS | 5367ms
2026-02-23 23:50:14 [INFO]    [PING OK] HU | VLESS | 4696ms
2026-02-23 23:50:14 [INFO]    [PING OK] HU | VLESS | 4722ms
2026-02-23 23:50:14 [INFO]    [PING OK] HU | VLESS | 4580ms
2026-02-23 23:50:14 [INFO]    [PING OK] IT | VLESS | 4792ms
2026-02-23 23:50:14 [INFO]    [PING OK] PL | VLESS | 4823ms
2026-02-23 23:50:14 [INFO]    [PING OK] TR | VLESS | 5011ms
2026-02-23 23:50:15 [INFO]    [PING OK] PL | VLESS | 5331ms
2026-02-23 23:50:15 [INFO]    [PING OK] ES | VLESS | 4760ms
2026-02-23 23:50:15 [INFO]    [PING OK] US | VLESS | 5363ms
2026-02-23 23:50:15 [INFO]    [PING OK] ES | VLESS | 4964ms
2026-02-23 23:50:15 [INFO]    [PING OK] PL | VLESS | 4887ms
2026-02-23 23:50:15 [INFO]    [PING OK] ES | VLESS | 4990ms
2026-02-23 23:50:15 [INFO]    [PING OK] DE | VLESS | 4898ms
2026-02-23 23:50:15 [INFO]    [PING OK] HU | VLESS | 4934ms
2026-02-23 23:50:16 [INFO]    [PING OK] IT | VLESS | 4925ms
2026-02-23 23:50:16 [INFO]    [PING OK] EE | VLESS | 5127ms
2026-02-23 23:50:16 [INFO]    [PING OK] DE | VLESS | 5224ms
2026-02-23 23:50:16 [INFO]    [PING OK] TR | VLESS | 5207ms
2026-02-23 23:50:16 [INFO]    [PING OK] ES | VLESS | 5557ms
2026-02-23 23:50:16 [INFO]    [PING OK] PL | VLESS | 5165ms
2026-02-23 23:50:16 [INFO]    [PING OK] DE | VLESS | 5711ms
2026-02-23 23:50:16 [INFO]    [PING OK] ES | VLESS | 5341ms
2026-02-23 23:50:19 [INFO]    [PING OK] PL | VLESS | 6256ms
2026-02-23 23:50:19 [INFO]    [PING OK] CA | VLESS | 5869ms
2026-02-23 23:50:19 [INFO]    [PING OK] SE | VLESS | 5555ms
2026-02-23 23:50:20 [INFO]    [PING OK] DE | VLESS | 5736ms
2026-02-23 23:50:21 [INFO]    [PING OK] NL | VLESS | 5387ms
2026-02-23 23:50:21 [INFO]    [PING OK] DE | VLESS | 5561ms
2026-02-23 23:50:21 [INFO]    [PING OK] CA | VLESS | 6542ms
2026-02-23 23:50:21 [INFO]    [PING OK] SE | VLESS | 5188ms
2026-02-23 23:50:21 [INFO]    [PING OK] SE | VLESS | 5091ms
2026-02-23 23:50:22 [INFO]    [PING OK] DE | VLESS | 5774ms
2026-02-23 23:50:22 [INFO]    [PING OK] SE | VLESS | 5759ms
2026-02-23 23:50:22 [INFO]    [PING OK] SE | VLESS | 5599ms
2026-02-23 23:50:22 [INFO]    [PING OK] DE | VLESS | 5340ms
2026-02-23 23:50:22 [INFO]    [PING OK] CA | VLESS | 7784ms
2026-02-23 23:50:23 [INFO]    [PING OK] CA | VLESS | 7958ms
2026-02-23 23:50:24 [INFO]    [PING OK] SE | VLESS | 4850ms
2026-02-23 23:50:24 [INFO]    [PING OK] CA | VLESS | 7620ms
2026-02-23 23:50:24 [INFO]    [PING OK] CZ | VLESS | 4515ms
2026-02-23 23:50:24 [INFO]    [PING OK] SE | VLESS | 4590ms
2026-02-23 23:50:24 [INFO]    [PING OK] SE | VLESS | 4283ms
2026-02-23 23:50:24 [INFO]    [PING OK] NL | VLESS | 4314ms
2026-02-23 23:50:24 [INFO]    [PING OK] DE | VLESS | 4357ms
2026-02-23 23:50:25 [INFO]    [PING OK] SE | VLESS | 3212ms
2026-02-23 23:50:25 [INFO]    [PING OK] US | VLESS | 4623ms
2026-02-23 23:50:25 [INFO]    [PING OK] CA | VLESS | 7945ms
2026-02-23 23:50:25 [INFO]    [PING OK] DE | VLESS | 3247ms
2026-02-23 23:50:25 [INFO]    [PING OK] SE | VLESS | 3374ms
2026-02-23 23:50:25 [INFO]    [PING OK] NL | VLESS | 2983ms
2026-02-23 23:50:25 [INFO]    [PING OK] SE | VLESS | 3114ms
2026-02-23 23:50:26 [INFO]    [PING OK] CA | VLESS | 3690ms
2026-02-23 23:50:26 [INFO]    [PING OK] CA | VLESS | 3533ms
2026-02-23 23:50:26 [INFO]    [PING OK] CA | VLESS | 9876ms
2026-02-23 23:50:26 [INFO]    [PING OK] SG | VLESS | 6573ms
2026-02-23 23:50:27 [INFO]    [PING OK] CA | VLESS | 7021ms
2026-02-23 23:50:27 [INFO]    [PING OK] CA | VLESS | 8449ms
2026-02-23 23:50:29 [INFO]    [PING OK] NL | VLESS | 6099ms
2026-02-23 23:50:30 [INFO] 🏎️ ЭТАП 2: Глубокий замер скорости для 40 иностранных кандидатов...
2026-02-23 23:50:34 [INFO]    🏆 SE | VLESS | Пинг: 3114ms | Скорость: 4.86 Mbps ⚡⚡
2026-02-23 23:50:34 [INFO]    🏆 HU | VLESS | Пинг: 4227ms | Скорость: 4.91 Mbps ⚡⚡
2026-02-23 23:50:35 [INFO]    🏆 SE | VLESS | Пинг: 4283ms | Скорость: 4.92 Mbps ⚡⚡
2026-02-23 23:50:35 [INFO]    🏆 CZ | VLESS | Пинг: 4515ms | Скорость: 4.95 Mbps ⚡⚡
2026-02-23 23:50:35 [INFO]    🏆 DE | VLESS | Пинг: 3247ms | Скорость: 4.71 Mbps ⚡⚡
2026-02-23 23:50:35 [INFO]    🏆 ES | VLESS | Пинг: 4508ms | Скорость: 4.9 Mbps ⚡⚡
2026-02-23 23:50:35 [INFO]    🏆 SE | VLESS | Пинг: 3374ms | Скорость: 4.67 Mbps ⚡⚡
2026-02-23 23:50:35 [INFO]    🏆 HU | VLESS | Пинг: 4580ms | Скорость: 4.81 Mbps ⚡⚡
