2026-02-22 19:50:05 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-22 19:50:05 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-22 19:50:08 [INFO] 🔍 Уникальных конфигов собрано: 247
2026-02-22 19:50:08 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-22 19:50:13 [INFO]    [PING OK] PL | VLESS | 4336ms
2026-02-22 19:50:14 [INFO]    [PING OK] IT | VLESS | 3661ms
2026-02-22 19:50:14 [INFO]    [PING OK] NL | VLESS | 5900ms
2026-02-22 19:50:14 [INFO]    [PING OK] PL | VLESS | 3386ms
2026-02-22 19:50:15 [INFO]    [PING OK] DE | VLESS | 4353ms
2026-02-22 19:50:15 [INFO]    [PING OK] TR | VLESS | 3358ms
2026-02-22 19:50:15 [INFO]    [PING OK] CZ | VLESS | 4517ms
2026-02-22 19:50:17 [INFO]    [PING OK] ES | VLESS | 3144ms
2026-02-22 19:50:17 [INFO]    [PING OK] HU | VLESS | 3142ms
2026-02-22 19:50:17 [INFO]    [PING OK] PL | VLESS | 3714ms
2026-02-22 19:50:17 [INFO]    [PING OK] ES | VLESS | 3540ms
2026-02-22 19:50:17 [INFO]    [PING OK] DE | VLESS | 8730ms
2026-02-22 19:50:18 [INFO]    [PING OK] PL | VLESS | 3674ms
2026-02-22 19:50:18 [INFO]    [PING OK] HU | VLESS | 3507ms
2026-02-22 19:50:18 [INFO]    [PING OK] HU | VLESS | 3757ms
2026-02-22 19:50:18 [INFO]    [PING OK] DE | VLESS | 8108ms
2026-02-22 19:50:19 [INFO]    [PING OK] ES | VLESS | 4060ms
2026-02-22 19:50:19 [INFO]    [PING OK] DE | VLESS | 8679ms
2026-02-22 19:50:19 [INFO]    [PING OK] HU | VLESS | 3829ms
2026-02-22 19:50:19 [INFO]    [PING OK] IT | VLESS | 3833ms
2026-02-22 19:50:19 [INFO]    [PING OK] ES | VLESS | 3830ms
2026-02-22 19:50:19 [INFO]    [PING OK] NL | VLESS | 3749ms
2026-02-22 19:50:20 [INFO]    [PING OK] IT | VLESS | 3583ms
2026-02-22 19:50:20 [INFO]    [PING OK] HU | VLESS | 3439ms
2026-02-22 19:50:20 [INFO]    [PING OK] PL | VLESS | 4011ms
2026-02-22 19:50:21 [INFO]    [PING OK] HU | VLESS | 3231ms
2026-02-22 19:50:21 [INFO]    [PING OK] ES | VLESS | 3261ms
2026-02-22 19:50:21 [INFO]    [PING OK] HU | VLESS | 3579ms
2026-02-22 19:50:22 [INFO]    [PING OK] PL | VLESS | 3279ms
2026-02-22 19:50:22 [INFO]    [PING OK] DE | VLESS | 4698ms
2026-02-22 19:50:22 [INFO]    [PING OK] US | VLESS | 4313ms
2026-02-22 19:50:23 [INFO]    [PING OK] PL | VLESS | 3559ms
2026-02-22 19:50:23 [INFO]    [PING OK] TR | VLESS | 3886ms
2026-02-22 19:50:23 [INFO]    [PING OK] TR | VLESS | 3766ms
2026-02-22 19:50:24 [INFO]    [PING OK] PL | VLESS | 5347ms
2026-02-22 19:50:24 [INFO]    [PING OK] ES | VLESS | 3914ms
2026-02-22 19:50:24 [INFO]    [PING OK] HU | VLESS | 3965ms
2026-02-22 19:50:24 [INFO]    [PING OK] DE | VLESS | 3979ms
2026-02-22 19:50:24 [INFO]    [PING OK] NL | VLESS | 4148ms
2026-02-22 19:50:24 [INFO]    [PING OK] TR | VLESS | 4106ms
2026-02-22 19:50:24 [INFO]    [PING OK] PL | VLESS | 4146ms
2026-02-22 19:50:26 [INFO]    [PING OK] TR | VLESS | 4726ms
2026-02-22 19:50:28 [INFO]    [PING OK] CA | VLESS | 6041ms
2026-02-22 19:50:29 [INFO]    [PING OK] CA | VLESS | 7518ms
2026-02-22 19:50:30 [INFO]    [PING OK] CA | VLESS | 9362ms
2026-02-22 19:50:31 [INFO]    [PING OK] NL | VLESS | 6646ms
2026-02-22 19:50:31 [INFO]    [PING OK] US | VLESS | 3739ms
2026-02-22 19:50:33 [INFO]    [PING OK] CA | VLESS | 5845ms
2026-02-22 19:50:33 [INFO]    [PING OK] DE | VLESS | 2963ms
2026-02-22 19:50:34 [INFO]    [PING OK] DE | VLESS | 2683ms
2026-02-22 19:50:41 [INFO] 🏎️ ЭТАП 2: Глубокий замер скорости для 40 иностранных кандидатов...
2026-02-22 19:50:45 [INFO]    🏆 PL | VLESS | Пинг: 3279ms | Скорость: 6.36 Mbps ⚡⚡
2026-02-22 19:50:45 [INFO]    🏆 ES | VLESS | Пинг: 3144ms | Скорость: 6.07 Mbps ⚡⚡
2026-02-22 19:50:45 [INFO]    🏆 HU | VLESS | Пинг: 3231ms | Скорость: 6.08 Mbps ⚡⚡
2026-02-22 19:50:46 [INFO]    🏆 ES | VLESS | Пинг: 3261ms | Скорость: 5.65 Mbps ⚡⚡
2026-02-22 19:50:46 [INFO]    🏆 ES | VLESS | Пинг: 3540ms | Скорость: 5.86 Mbps ⚡⚡
2026-02-22 19:50:46 [INFO]    🏆 DE | VLESS | Пинг: 2683ms | Скорость: 5.31 Mbps ⚡⚡
2026-02-22 19:50:46 [INFO]    🏆 HU | VLESS | Пинг: 3142ms | Скорость: 5.08 Mbps ⚡⚡
2026-02-22 19:50:46 [INFO]    🏆 DE | VLESS | Пинг: 2963ms | Скорость: 4.55 Mbps ⚡⚡
2026-02-22 19:50:46 [INFO]    🏆 TR | VLESS | Пинг: 3358ms | Скорость: 4.56 Mbps ⚡⚡
2026-02-22 19:50:47 [INFO]    🏆 HU | VLESS | Пинг: 3439ms | Скорость: 4.23 Mbps ⚡⚡
2026-02-22 19:50:48 [INFO]    🏆 NL | VLESS | Пинг: 3749ms | Скорость: 14.72 Mbps ⚡⚡
2026-02-22 19:50:48 [INFO]    🏆 PL | VLESS | Пинг: 3386ms | Скорость: 2.79 Mbps ⚡
2026-02-22 19:50:48 [INFO]    🏆 PL | VLESS | Пинг: 3559ms | Скорость: 1.34 Mbps 
2026-02-22 19:50:48 [INFO]    🏆 HU | VLESS | Пинг: 3507ms | Скорость: 2.81 Mbps ⚡
2026-02-22 19:50:48 [INFO]    🏆 HU | VLESS | Пинг: 3757ms | Скорость: 11.04 Mbps ⚡⚡
2026-02-22 19:50:48 [INFO]    🏆 IT | VLESS | Пинг: 3583ms | Скорость: 1.74 Mbps ⚡
2026-02-22 19:50:49 [INFO]    🏆 HU | VLESS | Пинг: 3829ms | Скорость: 13.99 Mbps ⚡⚡
2026-02-22 19:50:49 [INFO]    🏆 PL | VLESS | Пинг: 3714ms | Скорость: 7.83 Mbps ⚡⚡
2026-02-22 19:50:49 [INFO]    🏆 TR | VLESS | Пинг: 3766ms | Скорость: 9.65 Mbps ⚡⚡
2026-02-22 19:50:49 [INFO]    🏆 US | VLESS | Пинг: 3739ms | Скорость: 7.66 Mbps ⚡⚡
2026-02-22 19:50:49 [INFO]    🏆 ES | VLESS | Пинг: 3830ms | Скорость: 11.48 Mbps ⚡⚡
2026-02-22 19:50:50 [INFO]    🏆 IT | VLESS | Пинг: 3833ms | Скорость: 8.87 Mbps ⚡⚡
2026-02-22 19:50:50 [INFO]    🏆 TR | VLESS | Пинг: 3886ms | Скорость: 9.93 Mbps ⚡⚡
2026-02-22 19:50:51 [INFO]    🏆 DE | VLESS | Пинг: 3979ms | Скорость: 12.61 Mbps ⚡⚡
2026-02-22 19:50:51 [INFO]    🏆 NL | VLESS | Пинг: 4148ms | Скорость: 11.58 Mbps ⚡⚡
