2026-02-22 07:10:06 [INFO] 🚀 START: Smart Selector (Target: 10, ONLY FOREIGN)
2026-02-22 07:10:06 [INFO] 🌐 Загрузка источников (VLESS + VMess)...
2026-02-22 07:10:08 [INFO] 🔍 Уникальных конфигов собрано: 253
2026-02-22 07:10:08 [INFO] ⚡ ЭТАП 1: Замер Пинга и Геолокации. Workers: 40...
2026-02-22 07:10:14 [INFO]    [PING OK] NL | VLESS | 4501ms
2026-02-22 07:10:15 [INFO]    [PING OK] NL | VLESS | 4369ms
2026-02-22 07:10:15 [INFO]    [PING OK] CZ | VLESS | 4366ms
2026-02-22 07:10:15 [INFO]    [PING OK] IT | VLESS | 3800ms
2026-02-22 07:10:16 [INFO]    [PING OK] ES | VLESS | 3636ms
2026-02-22 07:10:16 [INFO]    [PING OK] NL | VLESS | 5227ms
2026-02-22 07:10:16 [INFO]    [PING OK] DE | VLESS | 6408ms
2026-02-22 07:10:17 [INFO]    [PING OK] DE | VLESS | 7091ms
2026-02-22 07:10:17 [INFO]    [PING OK] DE | VLESS | 6726ms
2026-02-22 07:10:18 [INFO]    [PING OK] DE | VLESS | 7229ms
2026-02-22 07:10:19 [INFO]    [PING OK] PL | VLESS | 4026ms
2026-02-22 07:10:19 [INFO]    [PING OK] PL | VLESS | 3312ms
2026-02-22 07:10:19 [INFO]    [PING OK] IT | VLESS | 4533ms
2026-02-22 07:10:19 [INFO]    [PING OK] IT | VLESS | 3721ms
2026-02-22 07:10:20 [INFO]    [PING OK] PL | VLESS | 3490ms
2026-02-22 07:10:20 [INFO]    [PING OK] PL | VLESS | 3422ms
2026-02-22 07:10:20 [INFO]    [PING OK] TR | VLESS | 4327ms
2026-02-22 07:10:20 [INFO]    [PING OK] IT | VLESS | 3393ms
2026-02-22 07:10:20 [INFO]    [PING OK] NL | VLESS | 3532ms
2026-02-22 07:10:20 [INFO]    [PING OK] EE | VLESS | 5559ms
2026-02-22 07:10:20 [INFO]    [PING OK] TR | VLESS | 3975ms
2026-02-22 07:10:22 [INFO]    [PING OK] PL | VLESS | 3963ms
2026-02-22 07:10:24 [INFO]    [PING OK] DE | VLESS | 4580ms
2026-02-22 07:10:24 [INFO]    [PING OK] ES | VLESS | 4711ms
2026-02-22 07:10:25 [INFO]    [PING OK] DE | VLESS | 4478ms
2026-02-22 07:10:25 [INFO]    [PING OK] NL | VLESS | 4463ms
2026-02-22 07:10:25 [INFO]    [PING OK] DE | VLESS | 5092ms
2026-02-22 07:10:25 [INFO]    [PING OK] DE | VLESS | 4671ms
2026-02-22 07:10:25 [INFO]    [PING OK] CA | VLESS | 4675ms
2026-02-22 07:10:25 [INFO]    [PING OK] DE | VLESS | 4618ms
2026-02-22 07:10:26 [INFO]    [PING OK] FR | VLESS | 4774ms
2026-02-22 07:10:26 [INFO]    [PING OK] NL | VLESS | 4453ms
2026-02-22 07:10:27 [INFO]    [PING OK] NL | VLESS | 4821ms
2026-02-22 07:10:28 [INFO]    [PING OK] CA | VLESS | 5684ms
2026-02-22 07:10:30 [INFO]    [PING OK] DE | VLESS | 3989ms
2026-02-22 07:10:31 [INFO]    [PING OK] US | VLESS | 3556ms
2026-02-22 07:10:32 [INFO]    [PING OK] US | VLESS | 3389ms
2026-02-22 07:10:34 [INFO]    [PING OK] GB | VLESS | 2921ms
2026-02-22 07:10:34 [INFO]    [PING OK] DE | VLESS | 2584ms
2026-02-22 07:10:34 [INFO]    [PING OK] DE | VLESS | 2414ms
2026-02-22 07:10:34 [INFO]    [PING OK] CA | VLESS | 5198ms
2026-02-22 07:10:34 [INFO]    [PING OK] CA | VLESS | 9068ms
2026-02-22 07:10:36 [INFO]    [PING OK] LV | VLESS | 7276ms
2026-02-22 07:10:36 [INFO]    [PING OK] DE | VLESS | 1128ms
2026-02-22 07:10:37 [INFO]    [PING OK] FR | VLESS | 2092ms
2026-02-22 07:10:39 [INFO]    [PING OK] CA | VLESS | 5736ms
2026-02-22 07:10:39 [INFO]    [PING OK] DE | VLESS | 4355ms
2026-02-22 07:10:41 [INFO] 🏎️ ЭТАП 2: Глубокий замер скорости для 40 иностранных кандидатов...
2026-02-22 07:10:45 [INFO]    🏆 DE | VLESS | Пинг: 2584ms | Скорость: 6.37 Mbps ⚡⚡
2026-02-22 07:10:45 [INFO]    🏆 PL | VLESS | Пинг: 3422ms | Скорость: 6.52 Mbps ⚡⚡
2026-02-22 07:10:45 [INFO]    🏆 PL | VLESS | Пинг: 3490ms | Скорость: 6.59 Mbps ⚡⚡
2026-02-22 07:10:45 [INFO]    🏆 NL | VLESS | Пинг: 3532ms | Скорость: 6.58 Mbps ⚡⚡
2026-02-22 07:10:45 [INFO]    🏆 GB | VLESS | Пинг: 2921ms | Скорость: 6.31 Mbps ⚡⚡
2026-02-22 07:10:45 [INFO]    🏆 PL | VLESS | Пинг: 3312ms | Скорость: 6.29 Mbps ⚡⚡
2026-02-22 07:10:45 [INFO]    🏆 IT | VLESS | Пинг: 3800ms | Скорость: 6.59 Mbps ⚡⚡
2026-02-22 07:10:45 [INFO]    🏆 IT | VLESS | Пинг: 3393ms | Скорость: 6.36 Mbps ⚡⚡
2026-02-22 07:10:45 [INFO]    🏆 DE | VLESS | Пинг: 1128ms | Скорость: 5.88 Mbps ⚡⚡
2026-02-22 07:10:45 [INFO]    🏆 US | VLESS | Пинг: 3389ms | Скорость: 5.73 Mbps ⚡⚡
2026-02-22 07:10:48 [INFO]    🏆 PL | VLESS | Пинг: 4026ms | Скорость: 10.42 Mbps ⚡⚡
2026-02-22 07:10:48 [INFO]    🏆 IT | VLESS | Пинг: 3721ms | Скорость: 3.5 Mbps ⚡⚡
2026-02-22 07:10:48 [INFO]    🏆 FR | VLESS | Пинг: 2092ms | Скорость: 2.23 Mbps ⚡
2026-02-22 07:10:48 [INFO]    🏆 DE | VLESS | Пинг: 2414ms | Скорость: 1.95 Mbps ⚡
2026-02-22 07:10:48 [INFO]    🏆 NL | VLESS | Пинг: 4463ms | Скорость: 11.66 Mbps ⚡⚡
2026-02-22 07:10:48 [INFO]    🏆 ES | VLESS | Пинг: 3636ms | Скорость: 1.72 Mbps ⚡
2026-02-22 07:10:48 [INFO]    🏆 DE | VLESS | Пинг: 4355ms | Скорость: 8.54 Mbps ⚡⚡
2026-02-22 07:10:48 [INFO]    🏆 NL | VLESS | Пинг: 4453ms | Скорость: 7.85 Mbps ⚡⚡
2026-02-22 07:10:51 [INFO]    🏆 DE | VLESS | Пинг: 4671ms | Скорость: 9.75 Mbps ⚡⚡
2026-02-22 07:10:51 [INFO]    🏆 ES | VLESS | Пинг: 4711ms | Скорость: 9.49 Mbps ⚡⚡
2026-02-22 07:10:51 [INFO]    🏆 CA | VLESS | Пинг: 4675ms | Скорость: 8.59 Mbps ⚡⚡
2026-02-22 07:10:52 [INFO]    🏆 TR | VLESS | Пинг: 3975ms | Скорость: 1.92 Mbps ⚡
2026-02-22 07:10:52 [INFO]    🏆 TR | VLESS | Пинг: 4327ms | Скорость: 0.88 Mbps 
2026-02-22 07:10:55 [INFO]    🏆 DE | VLESS | Пинг: 4580ms | Скорость: 2.43 Mbps ⚡
2026-02-22 07:10:55 [INFO]    🏆 FR | VLESS | Пинг: 4774ms | Скорость: 3.69 Mbps ⚡⚡
2026-02-22 07:10:55 [INFO]    🏆 IT | VLESS | Пинг: 4533ms | Скорость: 1.13 Mbps 
2026-02-22 07:10:57 [INFO] 📊 Итого в подписке сохранено иностранных серверов: 10
2026-02-22 07:10:57 [INFO] 💾 Файл успешно сохранен: FL1PVPN
