2026-02-18 12:30:06 [INFO] 🚀 START: Smart VLESS Selector (Target: 10, Strict Mode)
2026-02-18 12:30:06 [INFO] 🌐 Загрузка источников...
2026-02-18 12:30:08 [INFO] 🔍 Уникальных конфигов собрано: 333
2026-02-18 12:30:08 [INFO] ⚡ ЭТАП 1: Быстрый замер Пинга (Workers: 25)...
2026-02-18 12:30:09 [INFO]    [PING OK] LT | 188ms
2026-02-18 12:30:12 [INFO]    [PING OK] DE | 200ms
2026-02-18 12:30:13 [INFO]    [PING OK] DE | 3947ms
2026-02-18 12:30:14 [INFO]    [PING OK] RU | 783ms
2026-02-18 12:30:15 [INFO]    [PING OK] IT | 596ms
2026-02-18 12:30:16 [INFO]    [PING OK] DE | 150ms
2026-02-18 12:30:17 [INFO]    [PING OK] LV | 1219ms
2026-02-18 12:30:18 [INFO]    [PING OK] RU | 215ms
2026-02-18 12:30:18 [INFO]    [PING OK] RU | 190ms
2026-02-18 12:30:19 [INFO]    [PING OK] RU | 319ms
2026-02-18 12:30:19 [INFO]    [PING OK] RU | 290ms
2026-02-18 12:30:19 [INFO]    [PING OK] RU | 370ms
2026-02-18 12:30:19 [INFO]    [PING OK] RU | 235ms
2026-02-18 12:30:19 [INFO]    [PING OK] RU | 623ms
2026-02-18 12:30:19 [INFO]    [PING OK] RU | 236ms
2026-02-18 12:30:19 [INFO]    [PING OK] RU | 312ms
2026-02-18 12:30:19 [INFO]    [PING OK] RU | 261ms
2026-02-18 12:30:20 [INFO]    [PING OK] RU | 283ms
2026-02-18 12:30:20 [INFO]    [PING OK] RU | 393ms
2026-02-18 12:30:20 [INFO]    [PING OK] RU | 402ms
2026-02-18 12:30:20 [INFO]    [PING OK] RU | 300ms
2026-02-18 12:30:20 [INFO]    [PING OK] RU | 201ms
2026-02-18 12:30:20 [INFO]    [PING OK] RU | 256ms
2026-02-18 12:30:21 [INFO]    [PING OK] RU | 242ms
2026-02-18 12:30:21 [INFO]    [PING OK] RU | 714ms
2026-02-18 12:30:21 [INFO]    [PING OK] RU | 216ms
2026-02-18 12:30:21 [INFO]    [PING OK] RU | 417ms
2026-02-18 12:30:22 [INFO]    [PING OK] RU | 314ms
2026-02-18 12:30:22 [INFO]    [PING OK] RU | 306ms
2026-02-18 12:30:22 [INFO]    [PING OK] RU | 269ms
2026-02-18 12:30:22 [INFO]    [PING OK] RU | 354ms
2026-02-18 12:30:22 [INFO]    [PING OK] RU | 3491ms
2026-02-18 12:30:22 [INFO]    [PING OK] RU | 341ms
2026-02-18 12:30:22 [INFO]    [PING OK] RU | 428ms
2026-02-18 12:30:22 [INFO]    [PING OK] RU | 1611ms
2026-02-18 12:30:23 [INFO]    [PING OK] RU | 475ms
2026-02-18 12:30:23 [INFO]    [PING OK] FI | 2175ms
2026-02-18 12:30:23 [INFO]    [PING OK] RU | 324ms
2026-02-18 12:30:23 [INFO]    [PING OK] RU | 743ms
2026-02-18 12:30:23 [INFO]    [PING OK] RU | 300ms
2026-02-18 12:30:23 [INFO]    [PING OK] RU | 1413ms
2026-02-18 12:30:23 [INFO]    [PING OK] RU | 270ms
2026-02-18 12:30:23 [INFO]    [PING OK] RU | 563ms
2026-02-18 12:30:24 [INFO]    [PING OK] NL | 695ms
2026-02-18 12:30:24 [INFO]    [PING OK] RU | 1123ms
2026-02-18 12:30:24 [INFO]    [PING OK] RU | 2480ms
2026-02-18 12:30:24 [INFO]    [PING OK] RU | 1530ms
2026-02-18 12:30:25 [INFO]    [PING OK] RU | 613ms
2026-02-18 12:30:25 [INFO]    [PING OK] RU | 1226ms
2026-02-18 12:30:25 [INFO]    [PING OK] RU | 4624ms
2026-02-18 12:30:25 [INFO]    [PING OK] RU | 880ms
2026-02-18 12:30:25 [INFO]    [PING OK] RU | 679ms
2026-02-18 12:30:26 [INFO]    [PING OK] RU | 1477ms
2026-02-18 12:30:26 [INFO]    [PING OK] RU | 838ms
2026-02-18 12:30:26 [INFO]    [PING OK] RU | 3582ms
2026-02-18 12:30:27 [INFO]    [PING OK] RU | 171ms
2026-02-18 12:30:27 [INFO]    [PING OK] RU | 3788ms
2026-02-18 12:30:27 [INFO]    [PING OK] RU | 2295ms
2026-02-18 12:30:28 [INFO]    [PING OK] RU | 3680ms
2026-02-18 12:30:28 [INFO]    [PING OK] RU | 161ms
2026-02-18 12:30:28 [INFO]    [PING OK] RU | 122ms
2026-02-18 12:30:29 [INFO]    [PING OK] RU | 4311ms
2026-02-18 12:30:29 [INFO]    [PING OK] RU | 3322ms
2026-02-18 12:30:29 [INFO]    [PING OK] RU | 4509ms
2026-02-18 12:30:29 [INFO]    [PING OK] RU | 1425ms
2026-02-18 12:30:29 [INFO]    [PING OK] DE | 2863ms
2026-02-18 12:30:29 [INFO]    [PING OK] RU | 3736ms
2026-02-18 12:30:30 [INFO]    [PING OK] RU | 1849ms
2026-02-18 12:30:30 [INFO]    [PING OK] MD | 156ms
2026-02-18 12:30:30 [INFO]    [PING OK] CA | 419ms
2026-02-18 12:30:30 [INFO]    [PING OK] RU | 4735ms
2026-02-18 12:30:31 [INFO]    [PING OK] PL | 112ms
2026-02-18 12:30:31 [INFO]    [PING OK] FR | 824ms
2026-02-18 12:30:32 [INFO]    [PING OK] AU | 138ms
2026-02-18 12:30:32 [INFO]    [PING OK] DE | 177ms
2026-02-18 12:30:32 [INFO]    [PING OK] RU | 157ms
2026-02-18 12:30:33 [INFO]    [PING OK] JP | 1115ms
2026-02-18 12:30:36 [INFO]    [PING OK] FI | 230ms
2026-02-18 12:30:36 [INFO]    [PING OK] US | 1599ms
2026-02-18 12:30:37 [INFO]    [PING OK] NL | 208ms
2026-02-18 12:30:37 [INFO]    [PING OK] NL | 334ms
2026-02-18 12:30:37 [INFO]    [PING OK] UZ | 392ms
2026-02-18 12:30:37 [INFO]    [PING OK] US | 492ms
2026-02-18 12:30:38 [INFO]    [PING OK] DE | 232ms
2026-02-18 12:30:38 [INFO]    [PING OK] DE | 130ms
2026-02-18 12:30:39 [INFO]    [PING OK] DE | 109ms
2026-02-18 12:30:40 [INFO]    [PING OK] PL | 123ms
2026-02-18 12:30:40 [INFO]    [PING OK] DE | 112ms
2026-02-18 12:30:40 [INFO]    [PING OK] US | 627ms
2026-02-18 12:30:41 [INFO]    [PING OK] FR | 797ms
2026-02-18 12:30:41 [INFO]    [PING OK] AT | 327ms
2026-02-18 12:30:41 [INFO]    [PING OK] FI | 169ms
2026-02-18 12:30:41 [INFO]    [PING OK] NL | 2345ms
2026-02-18 12:30:42 [INFO]    [PING OK] HU | 1321ms
2026-02-18 12:30:42 [INFO]    [PING OK] LV | 462ms
2026-02-18 12:30:43 [INFO]    [PING OK] US | 590ms
2026-02-18 12:30:43 [INFO]    [PING OK] DE | 528ms
2026-02-18 12:30:43 [INFO]    [PING OK] IN | 767ms
2026-02-18 12:30:44 [INFO]    [PING OK] FI | 2578ms
